N	2gram	Vygotskiy_	Literetu
1	а не	7	50
2	и не	16	47
3	не только	16	46
4	и в	38	44
5	может быть	25	43
6	при этом	13	41
7	но и	9	41
8	в том	59	39
9	в этом	35	38
10	том что	44	32
11	в частности	4	30
12	такого рода	7	30
13	то что	27	29
14	в мире	2	28
15	в качестве	25	27
16	состоит в	4	26
17	то же	18	26
18	как и	20	23
19	в то	5	23
20	не в	10	22
21	так и	11	22
22	того что	17	22
23	не может	11	22
24	в себе	9	20
25	и т.п	3	20
26	прежде всего	6	19
27	как бы	17	18
28	точки зрения	27	17
29	в его	22	17
30	с другой	11	17
31	в этой	7	16
32	в жизни	3	16
33	тем самым	6	15
34	не менее	8	15
35	в целом	22	15
36	только в	16	15
37	по отношению	4	14
38	что он	13	14
39	однако в	2	14
40	и даже	4	14
41	в своем	9	13
42	как это	16	13
43	с одной	8	13
44	но не	7	13
45	уже не	3	13
46	и его	5	13
47	в своей	9	12
48	а также	6	12
49	еще не	6	12
50	одним из	6	12
51	отношению к	3	12
52	о том	6	12
53	одной стороны	8	12
54	никогда не	11	11
55	это не	5	11
56	в другом	3	11
57	еще в	2	11
58	отличие от	8	11
59	с его	3	11
60	и сам	4	11
61	не столько	4	11
62	как в	14	11
63	в отличие	8	11
64	а в	7	11
65	или иначе	2	11
66	в конечном	2	11
67	столь же	7	11
68	в основе	32	11
69	вместе с	18	11
70	даже в	5	10
71	этом отношении	9	10
72	для себя	2	10
73	другого в	2	10
74	в области	9	10
75	что в	31	10
76	отнюдь не	6	10
77	из них	5	10
78	и на	9	10
79	потому что	14	10
80	одно из	2	9
81	к тому	8	9
82	один из	8	9
83	же в	3	9
84	связи с	14	9
85	в начале	5	9
86	с этой	6	9
87	и т.д	8	9
88	представляет собой	6	9
89	одна из	2	8
90	едва ли	6	8
91	быть может	2	8
92	все же	11	8
93	по существу	4	8
94	но в	4	8
95	того же	12	8
96	уже в	10	8
97	на себя	2	8
98	для него	6	8
99	и как	11	8
100	слова и	8	8
101	тем что	12	8
102	в своих	3	8
103	той же	8	8
104	с точки	11	8
105	до конца	2	7
106	из того	4	7
107	в их	12	7
108	не как	3	7
109	по своей	12	7
110	друг друга	7	7
111	и тем	8	7
112	и других	4	7
113	для этого	3	7
114	другой стороны	5	7
115	и для	4	7
116	как правило	2	7
117	именно в	6	7
118	в самом	8	7
119	и с	5	7
120	в одном	4	7
121	тому как	2	7
122	в случае	3	7
123	в нем	4	7
124	он не	6	7
125	тому же	6	7
126	в сфере	3	7
127	еще и	2	6
128	его в	8	6
129	в виду	4	6
130	самом деле	4	6
131	одного из	3	6
132	а затем	4	6
133	при всем	2	6
134	было бы	15	6
135	например в	2	6
136	и то	9	6
137	то в	3	6
138	то и	5	6
139	во всех	3	6
140	в каждом	2	6
141	с ее	5	6
142	далеко не	2	6
143	в ней	3	6
144	том числе	3	6
145	и только	4	6
146	у него	3	6
147	как на	2	6
148	в слове	3	6
149	тем же	8	6
150	все более	2	5
151	или иной	3	5
152	идет о	2	5
153	вслед за	4	5
154	так как	19	5
155	как он	8	5
156	так что	3	5
157	между тем	10	5
158	этой точки	4	5
159	что и	14	5
160	в сущности	3	5
161	в связи	9	5
162	все еще	2	5
163	место в	3	5
164	самого себя	2	5
165	хотя бы	2	5
166	по выражению	5	5
167	должно быть	3	5
168	мы не	14	5
169	тем не	6	5
170	и одновременно	3	5
171	ни было	2	5
172	в силу	9	5
173	как у	2	5
174	том чтобы	2	5
175	в себя	3	5
176	в нашем	2	5
177	и к	9	5
178	к жизни	2	5
179	быть не	2	5
180	однако не	3	5
181	входит в	7	4
182	в свою	4	4
183	себе и	2	4
184	для нас	6	4
185	не является	13	4
186	каждый из	2	4
187	все время	6	4
188	только на	2	4
