N	2gram	Bakhtin_Fr	Problemy
1	и в	105	106
2	и не	34	90
3	как бы	33	70
4	может быть	11	66
5	в его	24	56
6	в этом	22	52
7	в нем	16	51
8	не может	9	49
9	что он	5	44
10	как и	15	44
11	но и	20	40
12	точки зрения	10	40
13	для него	12	39
14	и его	24	39
15	не только	24	36
16	то же	6	36
17	в пределах	3	35
18	то что	7	33
19	но в	16	33
20	прежде всего	26	32
21	в то	5	29
22	все это	16	29
23	он не	3	29
24	и все	7	28
25	не в	4	27
26	в одном	8	27
27	к себе	3	26
28	же время	5	26
29	к нему	5	25
30	в сущности	20	25
31	с точки	6	25
32	в самом	7	25
33	и с	8	25
34	себе самому	2	25
35	самом деле	3	24
36	вовсе не	25	24
37	рядом с	9	23
38	и на	25	23
39	таким образом	5	22
40	как мы	12	21
41	там где	3	21
42	никогда не	11	20
43	все же	10	20
44	потому что	6	20
45	только в	16	20
46	что в	4	19
47	с его	9	19
48	отношению к	2	19
49	на самом	6	18
50	в себе	7	18
51	по отношению	2	18
52	о нем	4	18
53	все эти	15	18
54	уже не	3	18
55	еще не	8	18
56	но не	7	18
57	это не	4	17
58	в том	17	17
59	так и	16	17
60	а в	4	17
61	и к	7	17
62	с ним	6	17
63	так же	2	16
64	в другом	2	16
65	в своей	8	16
66	до конца	4	15
67	о мире	8	15
68	и наконец	2	15
69	и для	3	15
70	у него	2	15
71	в отношении	7	14
72	так как	11	14
73	в своем	11	14
74	в конце	3	14
75	лишь в	4	14
76	и сам	2	14
77	он и	3	14
78	как раз	3	14
79	его в	7	13
80	в романе	8	13
81	и это	3	13
82	большинстве случаев	2	13
83	в целом	3	13
84	себя и	2	13
85	на него	2	13
86	но все	5	13
87	в большинстве	2	13
88	точка зрения	3	13
89	том что	9	12
90	даже в	6	12
91	в плане	2	12
92	ничего не	3	12
93	к тому	3	12
94	между тем	5	12
95	не знает	6	12
96	что и	2	12
97	при этом	10	12
98	было бы	4	12
99	во всяком	2	12
100	так сказать	5	12
101	но это	5	12
102	за пределы	10	12
103	и даже	10	12
104	и как	2	12
105	как в	6	12
106	себе и	2	12
107	не могут	4	11
108	в форме	6	11
109	она не	2	11
110	бы в	2	11
111	тем что	5	11
112	с другой	3	11
113	их в	3	11
114	более того	3	11
115	входит в	4	11
116	мы уже	18	11
117	отношение к	9	10
118	в него	2	10
119	что не	3	10
120	до сих	7	10
121	сих пор	7	10
122	далеко не	6	10
123	в самой	5	10
124	в творчестве	2	10
125	приводит к	2	10
126	и потому	14	9
127	в единстве	2	9
128	или в	2	9
129	могут быть	4	9
130	в них	13	9
131	раз и	2	9
132	хотя и	4	9
133	да и	5	9
134	хотя бы	2	9
135	друг с	2	9
136	зрения на	3	9
137	всяком случае	2	9
138	в той	5	9
139	но он	5	9
140	мы должны	2	8
141	но как	3	8
142	уже в	5	8
143	его целом	2	8
144	наконец в	2	8
145	как к	3	8
146	одним из	4	8
147	это и	3	8
148	и о	4	8
149	того что	3	8
150	здесь не	3	8
151	несмотря на	5	8
152	нам кажется	2	8
153	с ними	2	8
154	и до	6	8
155	не на	2	8
156	и от	3	8
157	менее всего	5	8
158	и он	3	8
159	с их	7	8
160	знает и	2	8
161	о том	5	8
162	и у	7	8
163	и так	2	8
164	с другом	2	8
165	из них	7	8
166	не о	2	7
167	его к	2	7
168	и следовательно	3	7
169	от него	2	7
170	в этих	6	7
171	но эта	2	7
172	в их	6	7
173	и со	3	7
174	точку зрения	2	7
175	в виду	5	7
176	и др	32	7
177	в процессе	2	7
178	он в	2	7
179	только на	3	7
180	мира и	4	7
181	не входит	2	7
182	между ними	4	7
183	что они	2	7
184	например в	3	7
185	тот же	4	7
186	сказать что	12	7
187	в жизни	7	7
188	мысли и	4	7
189	и их	3	7
190	во всех	13	7
191	мы остановимся	5	7
192	на этот	3	7
193	автора и	2	7
194	но на	3	7
195	на мир	7	7
196	не было	3	7
197	уже говорили	12	7
198	в себя	9	7
199	здесь с	2	6
200	отличие от	5	6
201	по существу	2	6
202	выражение в	5	6
203	сочетается с	3	6
204	не менее	2	6
205	и этим	2	6
206	на его	4	6
207	и во	6	6
208	во время	14	6
209	и здесь	4	6
210	на них	3	6
211	одна из	5	6
212	в начале	4	6
213	можно было	4	6
214	за ним	2	6
215	во всем	5	6
216	кроме того	2	6
217	превращается в	6	6
218	и вот	5	6
219	но для	3	6
220	диалога в	2	6
221	друг друга	3	6
222	в отличие	4	6
223	и пр	5	6
224	в этой	11	6
225	на то	2	6
226	в своих	8	6
227	этот вопрос	2	6
228	на этом	2	6
229	жизни и	14	6
230	конечно не	2	6
231	в основе	8	6
232	как на	4	6
233	на фоне	4	6
234	отношения к	5	6
235	но с	2	6
236	или иной	5	5
237	не во	2	5
238	есть и	2	5
239	к которому	2	5
240	он как	2	5
241	но именно	4	5
242	говорили что	3	5
243	со всеми	2	5
244	здесь мы	2	5
245	по своему	9	5
246	в общем	4	5
247	благодаря этому	4	5
248	в чем	2	5
249	но здесь	4	5
250	один из	5	5
251	той или	5	5
252	в ее	5	5
253	слов и	2	5
254	в мир	2	5
255	но при	2	5
256	то есть	71	5
257	мира в	3	5
258	та же	2	5
259	но у	2	5
260	на материале	3	5
261	совершенно не	5	5
262	этот мир	2	5
263	на протяжении	9	5
264	не укладывается	2	5
265	нет и	2	5
266	ни на	3	5
267	подобно тому	2	5
268	мир и	3	5
269	именно в	6	5
270	в обычном	3	5
271	тому как	2	5
272	поэтому и	5	5
273	в ней	7	5
274	мире в	2	4
275	при всей	2	4
276	в духе	9	4
277	конечно в	2	4
278	от того	2	4
279	и прежде	4	4
280	под влиянием	3	4
281	это как	5	4
282	из которых	2	4
283	в формах	3	4
284	мы видели	3	4
285	в эту	6	4
286	только с	3	4
287	даже и	5	4
288	и без	4	4
289	на котором	3	4
290	здесь в	14	4
291	не была	2	4
292	протяжении всего	5	4
293	связи с	5	4
294	мир в	3	4
295	он был	3	4
296	во всей	4	4
297	мы сказали	2	4
298	понятно что	2	4
299	к миру	2	4
300	характер и	4	4
