N	2gram	Vinokur_Ku	Problemy
1	и в	44	106
2	и не	23	90
3	как бы	11	70
4	может быть	25	66
5	т е	54	59
6	в его	16	56
7	в этом	31	52
8	в нем	7	51
9	не может	13	49
10	что он	7	44
11	как и	3	44
12	у достоевского	2	43
13	но и	13	40
14	точки зрения	25	40
15	для него	2	39
16	и его	8	39
17	а не	17	38
18	не только	29	36
19	то же	12	36
20	в пределах	8	35
21	то что	14	33
22	но в	11	33
23	прежде всего	14	32
24	в то	4	29
25	все это	10	29
26	он не	4	29
27	и все	4	28
28	не в	18	27
29	в одном	4	27
30	к себе	4	26
31	же время	4	26
32	в сущности	11	25
33	с точки	16	25
34	и т	62	25
35	в самом	20	25
36	и с	11	25
37	самом деле	17	24
38	не как	2	24
39	вовсе не	18	24
40	рядом с	7	23
41	слова и	8	23
42	и на	8	23
43	таким образом	17	22
44	в каждом	3	22
45	что я	4	22
46	по себе	10	22
47	как мы	2	21
48	там где	7	21
49	никогда не	2	20
50	все же	17	20
51	потому что	40	20
52	только в	15	20
53	что в	25	19
54	с его	4	19
55	отношению к	9	19
56	слова в	7	19
57	что же	11	19
58	на самом	3	18
59	в себе	4	18
60	по отношению	9	18
61	т п	39	18
62	о нем	2	18
63	все эти	17	18
64	уже не	13	18
65	еще не	10	18
66	но не	11	18
67	это не	13	17
68	в том	47	17
69	так и	10	17
70	а в	7	17
71	с ним	5	17
72	так же	8	16
73	в другом	2	16
74	если бы	21	16
75	в своей	4	16
76	этом смысле	8	16
77	до конца	3	15
78	и для	3	15
79	у него	3	15
80	в отношении	2	14
81	так как	16	14
82	в своем	4	14
83	в конце	5	14
84	я не	5	14
85	лишь в	6	14
86	себя самого	2	14
87	как раз	10	14
88	перед нами	4	13
89	достоевского и	2	13
90	и это	3	13
91	большинстве случаев	3	13
92	в целом	5	13
93	но все	5	13
94	в большинстве	3	13
95	том что	30	12
96	слово в	2	12
97	даже в	4	12
98	ничего не	6	12
99	так что	5	12
100	к тому	8	12
101	между тем	11	12
102	не знает	4	12
103	что и	5	12
104	при этом	6	12
105	было бы	28	12
106	во всяком	8	12
107	так сказать	5	12
108	но это	4	12
109	и даже	5	12
110	и как	3	12
111	как в	6	12
112	себе и	3	12
113	в котором	4	12
114	и что	11	12
115	слово с	2	11
116	не могут	5	11
117	в форме	3	11
118	конце концов	3	11
119	ни одного	2	11
120	этого слова	8	11
121	бы и	6	11
122	это слово	7	11
123	должно быть	6	11
124	бы в	8	11
125	тем что	9	11
126	с другой	14	11
127	более того	2	11
128	как будто	2	11
129	к одному	2	10
130	отношение к	2	10
131	что не	10	10
132	ведь и	2	10
133	как не	4	10
134	до сих	5	10
135	слова с	2	10
136	сих пор	5	10
137	лишь как	3	10
138	далеко не	2	10
139	в самой	6	10
140	свой предмет	2	10
141	приводит к	3	10
142	той же	5	10
143	в слове	3	10
144	и потому	6	9
145	или в	5	9
146	могут быть	5	9
147	в них	10	9
148	хотя и	7	9
149	да и	5	9
150	другой стороны	12	9
151	хотя бы	19	9
152	из одного	3	9
153	что у	3	9
154	ни в	3	9
155	всяком случае	8	9
156	в той	6	9
157	но он	2	9
158	мы должны	2	8
159	но как	2	8
160	уже в	5	8
161	никак не	5	8
162	как к	2	8
163	одним из	2	8
164	это и	6	8
165	и о	3	8
166	того что	11	8
167	здесь не	5	8
168	несмотря на	6	8
169	с ними	6	8
170	не на	4	8
171	должна быть	6	8
172	и от	2	8
173	что это	11	8
174	и он	4	8
175	с их	3	8
176	он есть	3	8
177	мы увидим	3	8
178	был бы	4	8
179	в результате	8	8
180	о том	10	8
181	и у	3	8
182	из них	4	8
183	же и	4	8
184	вопрос о	11	7
185	были бы	2	7
186	его к	5	7
187	и следовательно	2	7
188	в этих	5	7
189	в их	3	7
190	к своему	2	7
191	от себя	3	7
192	точку зрения	2	7
193	в виду	7	7
194	между ними	2	7
195	что все	6	7
196	то ни	2	7
197	что они	5	7
198	все равно	4	7
199	например в	5	7
200	тот же	7	7
201	сказать что	5	7
202	что она	5	7
203	отличается от	2	7
204	т д	21	7
205	и их	2	7
206	на этот	4	7
207	не хочу	2	7
208	не было	6	7
209	в себя	2	7
210	идет о	3	6
211	все те	3	6
212	отличие от	3	6
213	а с	3	6
214	по существу	9	6
215	выражение в	4	6
216	не менее	12	6
217	на его	3	6
218	бы уже	2	6
219	и здесь	8	6
220	но зато	2	6
221	для этого	6	6
222	с этим	6	6
223	можно было	14	6
224	зависимости от	9	6
225	кроме того	2	6
226	превращается в	4	6
227	и вот	4	6
228	но ведь	3	6
229	но для	4	6
230	в плоскости	2	6
231	в отличие	3	6
232	и пр	23	6
233	и только	2	6
234	слова как	5	6
235	в этой	8	6
236	на то	6	6
237	на почве	2	6
238	я в	2	6
239	в своих	2	6
240	этот вопрос	7	6
241	в которых	8	6
242	на этом	4	6
243	конечно не	3	6
244	что было	2	6
245	как на	4	6
246	на фоне	3	6
247	не мог	2	6
248	отношения к	2	6
249	но с	2	6
250	нисколько не	6	5
251	слов в	5	5
252	и то	7	5
253	или иной	3	5
254	если б	2	5
255	крайней мере	11	5
256	к которому	3	5
257	не хочет	2	5
258	том же	3	5
259	слова но	3	5
260	была бы	5	5
261	здесь мы	2	5
262	с тем	5	5
263	но так	2	5
264	тому что	3	5
265	они не	4	5
266	в общем	4	5
