N	2gram	Voloshinov	EvropaiE
1	и в	32	37
2	в отношении	7	32
3	в пределах	7	25
4	точки зрения	48	23
5	что в	5	21
6	не только	18	18
7	с точки	31	17
8	в то	7	16
9	отношении к	8	15
10	хотя бы	8	15
11	то же	19	15
12	в своем	3	14
13	но в	13	14
14	но и	17	14
15	и не	42	14
16	же время	7	14
17	в качестве	4	14
18	в этом	27	12
19	в том	13	11
20	в их	5	11
21	в области	3	11
22	так и	21	10
23	все более	2	9
24	так же	10	9
25	в смысле	11	9
26	не может	40	9
27	отнюдь не	14	9
28	в себе	5	9
29	прежде всего	19	9
30	только в	14	9
31	одной стороны	2	8
32	между тем	8	8
33	в ее	9	8
34	было бы	8	8
35	в своей	5	8
36	с одной	2	8
37	к тому	8	8
38	с другой	6	7
39	как и	19	7
40	так как	5	7
41	того что	5	7
42	том что	12	6
43	во всех	13	6
44	то есть	2	6
45	эти области	2	6
46	и даже	4	6
47	может быть	50	6
48	и на	8	6
49	стороны и	2	6
50	с этой	2	6
51	того чтобы	9	6
52	для того	8	6
53	на то	4	6
54	то что	12	6
55	как бы	31	6
56	вовсе не	15	6
57	к которым	3	5
58	но не	2	5
59	от этого	3	5
60	и потому	7	5
61	столь же	2	5
62	но если	2	5
63	в той	6	5
64	как мы	26	5
65	со стороны	2	5
66	не в	13	5
67	в частности	2	5
68	же как	2	5
69	одной из	5	5
70	сказать что	7	4
71	в каком	6	4
72	вопрос о	6	4
73	не имеет	6	4
74	или иного	2	4
75	или иной	8	4
76	само по	2	4
77	можно сказать	4	4
78	то в	3	4
79	независимо от	3	4
80	именно в	6	4
81	в процессе	31	4
82	в самом	14	4
83	мы не	6	4
84	иными словами	2	4
85	в ней	5	4
86	по себе	5	4
87	тем более	3	4
88	в направлении	11	4
89	ни было	15	4
90	той или	5	4
91	не на	2	4
92	как это	2	4
93	то ни	12	4
94	того или	2	4
95	бы то	11	4
96	никогда не	7	3
97	и от	6	3
98	и для	15	3
99	и только	2	3
100	в данной	5	3
101	о том	4	3
102	в данном	8	3
103	вообще не	2	3
104	того же	11	3
105	можно было	2	3
106	этом смысле	2	3
107	мира и	2	3
108	бы и	2	3
109	в свою	6	3
110	и к	3	3
111	в определенном	2	3
112	в результате	9	3
113	мы можем	6	3
114	это так	2	3
115	не будет	7	3
116	из них	3	3
117	и прежде	4	3
118	во все	2	3
119	всяком случае	4	3
120	место в	5	3
121	мы видели	5	3
122	что и	5	3
123	друг с	2	3
124	там где	4	3
125	и тем	4	3
126	не дает	4	3
127	тем что	3	3
128	этом отношении	4	3
129	не является	11	3
130	жизни в	5	3
131	потому что	2	3
132	в таком	8	3
133	с другом	2	3
134	как в	5	3
135	связано с	3	3
136	как на	2	3
137	большинстве случаев	7	3
138	ее в	2	3
139	во всяком	8	3
140	известной степени	2	3
141	для понимания	4	2
142	и если	2	2
143	на этот	3	2
144	в его	10	2
145	решения проблемы	2	2
146	не есть	6	2
147	и этот	2	2
148	что это	3	2
149	рано или	2	2
150	и то	4	2
151	к нему	5	2
152	не могут	4	2
153	как же	5	2
154	она не	2	2
155	а в	5	2
156	значения для	2	2
157	с этим	6	2
158	мы должны	4	2
159	с другими	6	2
160	в котором	6	2
161	какой бы	4	2
162	но как	3	2
163	как оно	2	2
164	далеко не	5	2
165	в своих	2	2
166	дело идет	4	2
167	поскольку он	2	2
168	или поздно	2	2
169	культуры как	2	2
170	в большинстве	7	2
171	и с	4	2
172	бы в	4	2
173	этот вопрос	5	2
174	во втором	2	2
175	могут быть	4	2
176	по преимуществу	5	2
177	каких бы	3	2
178	другой стороны	7	2
179	что все	3	2
180	между ними	6	2
181	в значительной	3	2
182	тогда когда	2	2
183	и та	2	2
184	на язык	3	2
185	в одном	2	2
186	и ту	3	2
187	и как	8	2
188	мог бы	2	2
189	что же	5	2
190	целый ряд	3	2
191	или вернее	3	2
192	если бы	12	2
193	для них	2	2
194	в этих	2	2
195	жизни и	4	2
196	или хотя	2	2
197	и того	11	2
198	а не	15	2
199	и других	3	2
200	мы видим	2	2
201	и что	2	2
202	и во	2	2
203	или точнее	2	2
204	можем сказать	2	2
205	свою очередь	5	2
206	точка зрения	8	2
207	но именно	4	2
208	этот процесс	4	2
209	и все	8	2
210	влияние на	3	2
211	или в	4	2
212	в процессах	2	2
213	в идеологическом	6	2
214	таким образом	29	2
215	в истории	5	2
216	он не	5	2
217	во всей	2	2
218	главным образом	2	2
219	и эта	5	2
220	но по	2	2
221	не к	3	2
222	в этой	3	2
223	между собой	3	2
224	в какой	5	2
225	должна быть	6	2
226	вместе с	2	2
227	на основе	4	2
228	и более	6	2
229	имеет место	2	2
230	культуры и	2	2
