N	2gram	Voloshinov	KFilosof
1	может быть	50	45
2	в его	10	42
3	в нем	17	32
4	не может	40	29
5	и не	42	28
6	и в	32	28
7	по отношению	10	26
8	в бытии	3	26
9	в котором	6	24
10	отношению к	9	22
11	не есть	6	22
12	в себе	5	21
13	и его	33	18
14	только в	14	18
15	в своем	3	17
16	в ее	9	17
17	а не	15	17
18	в этом	27	15
19	не в	13	13
20	для него	18	13
21	точки зрения	48	13
22	но не	2	12
23	и это	6	12
24	к нему	5	12
25	ни в	7	12
26	в своей	5	11
27	во всех	13	11
28	все эти	8	11
29	это не	5	10
30	его целом	2	10
31	в целом	2	10
32	и для	15	10
33	все это	4	10
34	с точки	31	10
35	и есть	3	10
36	в их	5	9
37	но и	17	9
38	как бы	31	9
39	и все	8	9
40	себя в	2	8
41	если бы	12	8
42	не было	6	8
43	лишь в	17	8
44	со стороны	2	8
45	в единстве	5	8
46	жизни и	4	8
47	было бы	8	8
48	для себя	4	7
49	и здесь	9	7
50	должен быть	2	7
51	совершенно не	6	7
52	то что	12	7
53	уже не	2	7
54	отнюдь не	14	7
55	конечно не	9	7
56	и только	2	7
57	что и	5	7
58	момент в	3	7
59	вовсе не	15	7
60	на основе	4	7
61	этот момент	2	7
62	должно быть	4	6
63	менее всего	5	6
64	в том	13	6
65	но все	4	6
66	не имеет	6	6
67	в смысле	11	6
68	место в	5	6
69	и их	2	6
70	и действительно	4	6
71	он не	5	6
72	не значит	2	6
73	никогда не	7	5
74	от его	2	5
75	его в	7	5
76	все же	13	5
77	не только	18	5
78	бытия в	9	5
79	но как	3	5
80	его как	2	5
81	хотя бы	8	5
82	отвлечение от	2	5
83	то же	19	5
84	жизни в	5	5
85	но ведь	4	5
86	еще не	7	5
87	не знает	4	5
88	а в	5	5
89	но в	13	5
90	культуры и	2	5
91	есть лишь	2	5
92	в контексте	12	5
93	как и	19	5
94	именно в	6	5
95	в одном	2	5
96	там где	4	5
97	себя и	2	5
98	в основе	10	5
99	в каком	6	4
100	что это	3	4
101	нет в	2	4
102	том что	12	4
103	что в	5	4
104	могла бы	2	4
105	не как	5	4
106	и т.д	6	4
107	ни было	15	4
108	быть в	2	4
109	прежде всего	19	4
110	в чем	2	4
111	здесь мы	7	4
112	в своих	2	4
113	мира и	2	4
114	входит в	5	4
115	места в	4	4
116	с ними	5	4
117	при этом	13	4
118	из него	4	4
119	во всей	2	4
120	должна быть	6	4
121	между тем	8	4
122	до конца	6	3
123	или иного	2	3
124	ничего не	9	3
125	того или	2	3
126	в то	7	3
127	на самом	10	3
128	от него	4	3
129	здесь не	2	3
130	сознания и	6	3
131	всех этих	2	3
132	для которого	2	3
133	в каждом	8	3
134	в другом	5	3
135	от того	4	3
136	это и	3	3
137	тем что	3	3
138	и тем	4	3
139	бы не	2	3
140	для того	8	3
141	эти моменты	2	3
142	самом деле	18	3
143	в виду	2	3
144	себе и	2	3
145	лишь как	2	3
146	и тот	4	3
147	и пр	31	3
148	в корне	6	3
149	его жизни	2	3
150	нет и	4	3
151	и этот	2	3
152	не менее	5	3
153	и ни	2	3
154	независимо от	3	3
155	только с	3	3
156	о том	4	3
157	мы здесь	2	3
158	поскольку он	2	3
159	в ней	5	3
160	в свою	6	3
161	вступает в	2	3
162	могут быть	4	3
163	но для	4	3
164	этом смысле	2	3
165	тогда когда	2	3
166	и та	2	3
167	здесь нет	2	3
168	ее целом	3	3
169	и на	8	3
170	в единство	4	3
171	в данный	2	3
172	что не	4	3
173	лишь при	2	3
174	того что	5	3
175	мы не	6	3
176	данный момент	2	3
177	той или	5	3
178	войти в	3	3
179	жизни но	2	3
180	один и	3	3
181	рядом с	7	3
182	на язык	3	3
183	тот же	4	3
184	бы и	2	3
185	не дает	4	3
186	а следовательно	2	3
187	быть и	9	3
188	ясно что	6	3
189	конечно в	4	2
190	и то	4	2
191	все остальные	3	2
192	мышления и	2	2
193	или иной	8	2
194	и потому	7	2
195	бы он	3	2
196	сознания как	4	2
197	в данном	8	2
198	его к	4	2
199	как оно	2	2
200	отсюда следует	5	2
201	говорить о	2	2
202	и ее	4	2
203	и эта	5	2
204	то ни	12	2
205	к этому	10	2
206	действительности в	2	2
207	вопрос о	6	2
208	это было	2	2
209	нет подхода	3	2
210	с ее	2	2
211	тем не	3	2
212	как к	2	2
213	и как	8	2
214	а как	7	2
215	и других	3	2
216	были бы	2	2
217	в области	3	2
218	не остается	2	2
219	его осуществления	2	2
220	одного и	9	2
221	он ни	2	2
222	что он	5	2
223	из которых	2	2
224	оценки и	3	2
225	нами в	4	2
226	или как	3	2
227	все остальное	2	2
228	так и	21	2
229	ни к	3	2
230	моего сознания	2	2
231	отношении к	8	2
232	всех других	3	2
233	его и	3	2
234	в жизни	2	2
235	как в	5	2
236	от этого	3	2
237	т.е не	3	2
238	в сознании	2	2
239	ориентация в	5	2
240	тому что	6	2
241	она не	2	2
242	он может	3	2
243	переживания как	2	2
244	в процессе	31	2
245	он и	2	2
246	по себе	5	2
247	мысль и	2	2
248	потому что	2	2
249	подхода к	4	2
250	совсем не	2	2
251	действительно ли	2	2
252	не будет	7	2
253	вступить в	3	2
254	того чтобы	9	2
255	и того	11	2
256	сводится к	5	2
257	и мир	2	2
258	слова в	8	2
259	именно на	3	2
260	не следует	2	2
261	лишь моментом	2	2
262	данного момента	6	2
263	лишь с	6	2
264	в качестве	4	2
265	же время	7	2
266	ничего общего	5	2
267	быть не	2	2
268	этого слова	7	2
269	в этой	3	2
270	бы то	11	2
271	с его	6	2
