N	2gram	Vygotskiy_	formyVre
1	и в	37	148
2	в этом	32	73
3	в нем	2	51
4	прежде всего	12	46
5	и не	15	37
6	в его	16	36
7	и его	10	36
8	вовсе не	5	35
9	но и	23	33
10	то же	12	32
11	не только	29	32
12	но в	9	31
13	жизни и	2	31
14	так и	12	29
15	может быть	19	27
16	не в	9	26
17	как мы	11	26
18	как и	20	25
19	как бы	16	25
20	мы уже	7	24
21	точки зрения	49	24
22	в то	7	23
23	только в	8	23
24	то что	32	22
25	в том	47	22
26	все эти	6	21
27	связи с	7	21
28	во всех	4	21
29	же время	2	21
30	в своем	10	19
31	и др	5	19
32	и для	3	19
33	и на	8	19
34	у него	2	18
35	и все	7	18
36	по существу	8	18
37	таким образом	39	18
38	человека и	6	17
39	с этим	8	17
40	те же	2	17
41	при этом	6	17
42	так как	11	17
43	все же	6	16
44	в связи	3	16
45	в основе	9	16
46	не может	16	16
47	и их	5	16
48	никогда не	8	15
49	в них	5	15
50	лишь в	9	15
51	в одном	5	15
52	с точки	34	15
53	с его	7	15
54	вместе с	14	15
55	так же	18	14
56	все это	9	14
57	всех этих	2	14
58	и как	7	14
59	в конце	2	14
60	и с	10	14
61	как раз	8	14
62	а не	5	14
63	в их	5	13
64	в частности	8	13
65	а в	4	13
66	с другом	6	13
67	того чтобы	23	13
68	друг с	6	13
69	для того	19	13
70	как в	7	13
71	в котором	6	13
72	в самом	16	13
73	с ним	3	13
74	ничего не	6	12
75	отнюдь не	2	12
76	в истории	7	12
77	и до	5	12
78	и наконец	3	12
79	но не	6	12
80	потому что	11	12
81	он не	11	12
82	что в	25	12
83	между ними	2	11
84	в ней	2	11
85	хотя и	2	11
86	ни в	6	11
87	из них	4	11
88	уже в	8	11
89	мира и	2	11
90	в ее	3	10
91	тот же	7	10
92	сих пор	4	10
93	также и	2	10
94	уже не	2	10
95	уже говорили	3	10
96	на основе	7	10
97	до сих	4	10
98	могут быть	5	9
99	к себе	2	9
100	и других	4	9
101	всего в	3	9
102	на этой	2	9
103	в других	2	9
104	и следовательно	3	9
105	наряду с	3	9
106	том что	42	9
107	должно быть	4	9
108	и даже	5	9
109	и это	3	9
110	с другой	16	9
111	на протяжении	3	9
112	для него	5	9
113	но все	3	9
114	в самой	4	9
115	их в	6	9
116	отношения к	3	9
117	это не	5	8
118	или иной	3	8
119	ступени развития	2	8
120	для себя	7	8
121	и потому	3	8
122	к тому	10	8
123	том числе	3	8
124	в целом	29	8
125	и т.п	5	8
126	один из	3	8
127	что и	3	8
128	здесь и	3	8
129	во всяком	6	8
130	и то	3	8
131	время как	4	8
132	в результате	7	8
133	и по	3	8
134	если бы	10	8
135	в этих	3	8
136	со всеми	2	8
137	отношению к	11	8
138	с одной	14	8
139	в жизни	2	8
140	значение в	4	8
141	связанные с	2	8
142	и к	9	8
143	в виду	5	8
144	для всех	8	7
145	в процессе	19	7
146	в себе	8	7
147	том же	4	7
148	отличие от	3	7
149	того что	28	7
150	между собой	5	7
151	было бы	12	7
152	мир в	2	7
153	к этому	7	7
154	из этих	6	7
155	в которой	6	7
156	с ее	3	7
157	этом отношении	6	7
158	не могло	5	7
159	ее в	3	7
160	к ним	2	7
161	в отличие	3	7
162	то время	5	7
163	в себя	2	7
164	в отношении	14	6
165	и ее	9	6
166	есть не	3	6
167	но эта	3	6
168	с самим	2	6
169	друг от	4	6
170	на развитие	2	6
171	одной из	4	6
172	с тем	8	6
173	более того	2	6
174	ту же	3	6
175	одной стороны	15	6
176	в основу	3	6
177	между двумя	2	6
178	мы видим	7	6
179	в качестве	12	6
180	во всей	8	6
181	сказать что	16	6
182	тех же	3	6
183	в начале	2	6
184	за пределы	4	6
185	мы не	13	6
186	мы можем	11	6
187	мы находим	7	6
188	на первый	3	6
189	в сущности	13	6
190	не является	16	6
191	только для	6	6
192	смысле слова	6	6
193	о том	14	6
194	именно в	8	6
195	все что	4	6
196	в которых	6	6
197	от друга	4	6
198	слова и	5	6
199	в совершенно	5	6
200	и речи	45	6
201	с помощью	16	6
202	во все	3	5
203	стороны и	3	5
204	о чем	2	5
205	и вообще	2	5
206	по своей	9	5
207	понятно что	2	5
208	был бы	2	5
209	он должен	4	5
210	так что	2	5
211	ничем не	3	5
212	одно из	3	5
213	от этого	4	5
214	с другими	5	5
215	все основные	3	5
216	что все	8	5
217	там где	8	5
218	той или	3	5
219	что они	5	5
220	в этой	13	5
221	одно и	2	5
222	и от	4	5
223	числе и	3	5
224	хотя бы	7	5
225	бы он	3	5
226	мы имеем	2	5
227	в своей	7	5
228	протяжении всего	2	5
229	об этом	6	5
230	тем что	7	5
231	с этой	7	5
232	первый план	3	5
233	не имеет	5	5
234	и является	2	5
235	он может	2	5
236	в смысле	2	5
237	но на	4	5
238	точка зрения	3	5
239	или в	2	5
240	и только	2	5
241	как его	2	5
242	той же	4	5
243	мы будем	2	5
244	мы и	3	5
245	даже в	4	4
246	перед нами	7	4
247	из того	7	4
248	мы должны	11	4
249	его на	3	4
250	в одной	3	4
251	по себе	9	4
252	по отношению	12	4
253	в другом	7	4
254	которых мы	2	4
255	друг друга	5	4
256	и т.д	15	4
257	и при	2	4
258	что он	16	4
259	между этими	7	4
260	как он	7	4
261	о которых	4	4
262	в один	4	4
263	по линии	2	4
264	к вопросу	4	4
265	вопросу о	2	4
266	в чем	5	4
267	что не	2	4
268	другой стороны	10	4
269	и те	2	4
270	языка и	3	4
271	а затем	5	4
272	связаны с	2	4
273	принадлежит к	2	4
274	и со	2	4
275	всего того	2	4
276	в данном	5	4
277	включает в	2	4
278	тем более	7	4
279	на одном	3	4
280	только что	7	4
281	как если	3	4
282	и вот	3	4
283	себе и	3	4
284	и более	6	4
285	связан с	5	4
286	всей его	5	4
287	раз в	3	4
288	в своих	6	4
289	несмотря на	6	4
290	всяком случае	5	4
291	же что	2	4
292	а следовательно	2	4
293	друг другу	4	4
294	же самое	4	4
295	во всем	4	4
296	в нашем	3	4
297	и развития	2	3
298	все более	4	3
299	вопрос о	11	3
300	которые в	2	3
301	его к	3	3
302	но мы	4	3
303	в тех	2	3
304	что здесь	2	3
305	наконец в	2	3
306	связи между	3	3
307	и эти	2	3
308	в новом	3	3
309	он хочет	2	3
310	точку зрения	8	3
311	как это	6	3
312	в другую	2	3
313	самого начала	9	3
314	этом процессе	2	3
315	как уже	9	3
316	почти всегда	2	3
317	значение для	3	3
318	по сравнению	10	3
319	этой проблемы	10	3
320	тому что	6	3
321	она не	3	3
322	она становится	2	3
323	на одной	2	3
324	в более	3	3
325	все прочие	2	3
326	что на	2	3
327	не входит	2	3
328	и идеи	2	3
329	не столько	4	3
330	же как	8	3
331	из всех	3	3
332	в зависимости	8	3
333	и самый	2	3
334	как нечто	2	3
335	на этом	3	3
336	под влиянием	3	3
337	с самого	9	3
338	в двух	3	3
339	вот почему	5	3
340	с которыми	2	3
341	не могли	2	3
342	он как	4	3
343	бы в	5	3
344	все время	8	3
345	другом месте	6	3
346	и еще	2	3
347	бы и	4	3
348	дело в	3	3
349	этими двумя	2	3
350	в значительной	2	3
351	по мере	5	3
352	целый ряд	6	3
353	к другу	3	3
354	зависимости от	8	3
355	мы увидим	3	3
356	в заключение	4	3
357	как на	5	3
358	в течение	4	3
359	которой мы	3	3
360	нас в	2	3
361	от всех	3	3
362	можно сказать	6	3
363	строго говоря	2	3
364	если мы	8	3
365	в свою	4	3
366	связь с	2	3
367	если не	3	3
368	главным образом	2	3
369	что мы	9	3
370	в море	2	3
371	которой он	2	3
372	находится в	2	3
373	друг к	2	3
374	в борьбе	2	3
375	и есть	2	3
376	сравнению с	9	3
377	не к	3	3
378	в слове	2	3
379	мы говорили	4	3
380	без всякого	2	3
381	по самому	2	3
382	играют в	2	2
383	данном случае	5	2
384	в каком	3	2
385	начиная с	2	2
386	или даже	2	2
387	нигде не	3	2
388	от всего	2	2
389	идет о	5	2
390	всю картину	2	2
391	действия и	4	2
392	с чем	2	2
393	в полном	3	2
394	одну из	4	2
395	для всего	3	2
396	приходит к	4	2
397	и поэтому	2	2
398	свою очередь	3	2
399	как явление	2	2
400	который может	2	2
401	в наших	4	2
402	должен быть	6	2
403	того в	2	2
404	автора к	2	2
405	одном из	3	2
406	возникает в	2	2
407	самом деле	8	2
408	на место	2	2
409	из которой	3	2
410	утверждает что	3	2
411	его не	3	2
412	что даже	2	2
413	от них	2	2
414	связей и	2	2
415	в стороне	2	2
416	могло бы	2	2
417	месте и	2	2
418	живет в	3	2
419	с которой	2	2
420	на ее	2	2
421	видит в	2	2
422	по этому	4	2
423	можно назвать	2	2
424	своей природе	3	2
425	и пр	2	2
426	связь между	10	2
427	этого рода	2	2
428	всех своих	2	2
429	этого слова	7	2
430	должны быть	2	2
431	самому своему	2	2
432	автора мы	2	2
433	вопрос об	8	2
434	с их	2	2
435	мы видели	8	2
436	когда мы	2	2
437	то и	4	2
438	более и	3	2
439	его с	2	2
440	то он	3	2
441	ее на	4	2
442	лежит в	3	2
443	представлений о	2	2
444	вернуться к	2	2
445	человек с	3	2
446	животных и	2	2
447	словом и	3	2
448	все другие	2	2
449	о котором	3	2
450	которое мы	6	2
451	со всем	2	2
452	речи в	17	2
453	но этот	3	2
454	контакт с	4	2
455	как они	2	2
456	как по	2	2
457	другом в	2	2
458	для нас	4	2
459	нами в	3	2
460	к своему	2	2
461	в отдельных	3	2
462	но если	3	2
463	которые мы	2	2
464	моментов в	2	2
465	не можем	3	2
466	человека с	3	2
467	должны были	6	2
468	про себя	2	2
469	что у	3	2
470	отношения в	2	2
471	с собой	5	2
472	в единое	2	2
473	образом и	4	2
474	этот вопрос	6	2
475	но для	2	2
476	мы говорим	2	2
477	как таковой	2	2
478	не существует	4	2
479	тогда когда	8	2
480	и связи	3	2
481	решающее значение	2	2
482	действительность в	3	2
483	я не	4	2
484	по ту	2	2
485	от жизни	2	2
486	он сам	3	2
487	говорить о	4	2
488	высшей степени	7	2
489	является не	2	2
490	как только	3	2
491	и сам	2	2
492	целом и	6	2
493	представление о	7	2
494	ясно что	2	2
