N	2gram	Bakhtin_Fr	Istorich
1	и в	73	181
2	может быть	5	115
3	не только	11	114
4	что он	8	111
5	мы имеем	2	102
6	что в	14	90
7	но и	15	85
8	в этом	21	81
9	так как	9	75
10	то что	12	73
11	таким образом	34	72
12	вместе с	9	71
13	и не	13	67
14	все же	2	65
15	мы видим	13	65
16	в этих	6	64
17	еще не	3	63
18	не может	4	61
19	так же	11	57
20	то же	16	56
21	никогда не	6	56
22	в том	13	53
23	том что	8	53
24	с другой	3	52
25	а в	10	52
26	потому что	9	52
27	что и	6	51
28	и что	5	51
29	и здесь	5	51
30	мы видели	7	49
31	о том	13	48
32	а не	2	48
33	связь с	2	47
34	его в	3	47
35	не в	12	47
36	другой стороны	2	46
37	превращается в	2	45
38	но в	12	44
39	это не	7	43
40	и его	18	43
41	в нем	18	42
42	только в	7	42
43	как в	9	42
44	представление о	3	41
45	или в	5	39
46	в его	18	38
47	для нас	2	38
48	тем что	8	38
49	и на	12	38
50	так и	13	37
51	он не	4	37
52	уже не	2	37
53	как и	19	37
54	мы уже	25	37
55	мы увидим	4	36
56	с тем	2	35
57	что они	2	35
58	все эти	24	35
59	мы не	2	35
60	во время	12	34
61	что это	9	34
62	а именно	2	34
63	видим что	2	34
64	связи с	5	34
65	у него	13	34
66	об этом	2	33
67	сих пор	3	32
68	в качестве	11	32
69	ничего не	4	31
70	прежде всего	18	31
71	один из	5	31
72	с этим	4	30
73	до сих	3	30
74	с одной	3	30
75	к нему	7	30
76	но все	5	29
77	как мы	19	29
78	одной стороны	3	29
79	но это	3	29
80	например в	8	28
81	и другие	3	28
82	и с	17	28
83	как он	4	27
84	так что	2	27
85	в образе	6	27
86	героя в	2	27
87	того что	5	27
88	мы здесь	3	26
89	в ней	10	26
90	как это	2	26
91	и др	12	26
92	на него	2	26
93	в дальнейшем	3	25
94	и он	4	25
95	было бы	5	24
96	в виде	2	24
97	что мы	2	24
98	к этому	5	24
99	того как	7	24
100	не будем	2	23
101	все это	19	23
102	в доме	2	23
103	в частности	2	23
104	в этой	18	23
105	их в	5	23
106	имеем в	2	23
107	и это	6	23
108	как бы	15	23
109	представлений о	3	23
110	при этом	5	22
111	и по	4	22
112	с ним	6	22
113	в одном	5	21
114	сказать что	4	21
115	в другом	4	21
116	к тому	2	21
117	они не	2	21
118	здесь не	2	21
119	связано с	3	21
120	в связи	3	21
121	связан с	3	21
122	другими словами	2	20
123	одна из	7	20
124	в свете	3	20
125	в других	2	20
126	из них	6	20
127	очень часто	5	20
128	так например	2	19
129	и как	5	19
130	после того	6	19
131	что у	3	19
132	с собой	2	19
133	в другой	2	19
134	на том	2	19
135	не совсем	2	19
136	есть и	4	19
137	вход в	4	19
138	но он	8	19
139	в данном	3	18
140	вовсе не	11	18
141	в то	14	18
142	по существу	8	17
143	и этим	2	17
144	том как	3	17
145	в них	14	17
146	дело не	2	17
147	возможно что	3	16
148	всех этих	2	16
149	перед нами	5	16
150	и все	19	16
151	в котором	4	16
152	во всех	13	16
153	в своей	4	15
154	даже в	4	15
155	и то	3	15
156	в особенности	5	15
157	и эти	2	15
158	и даже	4	15
159	в которых	3	15
160	в одной	5	15
161	но есть	3	15
162	и тем	3	15
163	он в	2	15
164	от него	3	14
165	отношение к	3	14
166	у нас	4	14
167	такое же	2	14
168	должна быть	3	14
169	а также	8	14
170	с этой	4	14
171	мы еще	3	14
172	в него	4	14
173	можно было	4	14
174	отношению к	3	14
175	уже видели	2	14
176	из которых	2	14
177	и есть	3	14
178	и ее	2	14
179	одной из	5	14
180	по отношению	3	14
181	и наконец	6	14
182	но они	3	14
183	находится в	2	14
184	него и	2	14
185	в нее	3	13
186	своего рода	3	13
187	и для	8	13
188	все что	5	13
189	в таких	2	13
190	и от	10	13
191	на этом	6	13
192	в книге	2	13
193	в своем	13	13
194	и у	7	13
195	не имеет	4	13
196	в себе	16	13
197	с ними	4	13
198	не просто	3	13
199	в форме	6	13
200	по себе	2	13
201	таким же	4	13
202	с мотивом	2	12
203	кроме того	6	12
204	во всем	5	12
205	в их	5	12
206	и их	5	12
207	одним из	3	12
208	в более	4	12
209	между прочим	2	12
210	на землю	2	12
211	к себе	3	12
212	в основном	2	12
213	о нем	3	12
214	дает ему	2	12
215	не знает	4	12
216	и вот	3	11
217	же мы	2	11
218	от этого	3	11
219	никто не	11	11
220	связанные с	4	11
221	только с	2	11
222	точки зрения	6	11
223	хотя и	5	11
224	но уже	3	11
225	уже в	9	11
226	человека в	3	11
227	далеко не	2	11
228	же в	2	11
229	у меня	2	11
230	на которой	3	11
231	к которому	2	11
232	я не	3	11
233	такой же	3	11
234	но оно	3	11
235	на этой	4	10
236	в ее	6	10
237	он может	3	10
238	говорит о	2	10
239	есть только	3	10
240	связанных с	5	10
241	не знаем	2	10
242	на земле	5	10
243	начинается с	2	10
244	он и	2	10
245	не мог	2	10
246	в состоянии	2	10
247	не как	2	10
248	и других	3	10
249	связаны с	7	10
250	в которой	3	10
251	ни в	7	10
252	его к	3	10
253	о чем	2	10
254	в это	3	10
255	а на	4	10
256	от них	2	10
257	не было	4	10
258	еще один	2	10
259	себя в	3	10
260	и к	6	10
261	в различных	2	10
262	в истории	3	9
263	тот же	3	9
264	в основе	3	9
265	в свою	3	9
266	которой он	2	9
267	из этого	2	9
268	в себя	3	9
269	не могут	3	9
270	здесь нет	3	9
271	по этому	4	9
272	но эти	2	9
273	представлениями о	3	9
274	в индии	5	9
275	более или	3	9
276	жизни и	6	9
277	но по	3	9
278	на первый	2	9
279	является и	4	9
280	или менее	3	9
281	только на	2	9
282	в чем	3	9
283	себе в	3	9
284	но здесь	2	9
285	на небе	3	9
286	с его	5	9
287	в течение	2	9
288	и так	2	9
289	целый ряд	4	9
290	ему в	2	9
291	тем самым	3	8
292	можно наблюдать	2	8
293	должен быть	4	8
294	роль в	4	8
295	у них	3	8
296	одно из	2	8
297	здесь в	9	8
298	для этого	2	8
299	именно в	4	8
300	в страну	3	8
301	во всяком	2	8
302	или даже	2	8
303	именно на	2	8
304	смерть и	2	8
305	образом и	2	8
306	в отдельности	3	8
307	он говорит	2	8
308	солнца и	2	8
309	здесь же	2	8
310	на другой	2	8
311	большинстве случаев	9	8
312	в преисподнюю	25	8
313	и потому	6	8
314	оказывается что	3	8
315	это явление	2	8
316	также что	3	8
317	что его	2	8
318	ту же	3	8
319	смерти в	4	8
320	та же	7	8
321	в целях	2	8
322	и из	2	8
323	но с	3	8
324	которые в	2	8
325	и стал	2	8
326	он был	7	8
327	и эта	4	8
328	и сам	2	8
329	конечно не	2	8
330	на самом	2	7
331	в конце	9	7
332	и о	2	7
333	с самого	2	7
334	а только	2	7
335	того чтобы	2	7
336	этот момент	2	7
337	тех же	2	7
338	случаев в	2	7
339	как у	3	7
340	себе и	2	7
341	еще в	4	7
342	есть не	2	7
343	но эта	2	7
344	как она	2	7
345	одного из	3	7
346	и когда	3	7
347	в начале	4	7
348	по всему	2	7
349	того же	7	7
350	если мы	2	7
351	землю и	4	7
352	между тем	2	7
353	на голову	2	7
354	в эту	2	7
355	те же	3	7
356	между собой	2	7
357	во многих	2	7
358	из земли	2	7
359	то он	2	7
360	им в	2	7
361	не есть	2	7
362	земли и	7	7
363	в области	3	7
364	превращаются в	3	7
365	самом деле	4	7
366	образом в	2	7
367	на них	3	7
368	здесь и	5	7
369	страх перед	2	7
370	для него	7	7
371	со своими	2	7
372	в большинстве	9	7
373	одну из	2	6
374	говорит что	2	6
375	же что	2	6
376	ничем не	3	6
377	характерно что	4	6
378	в другое	5	6
379	между ними	2	6
380	загробном мире	2	6
381	его за	2	6
382	что все	3	6
383	на место	4	6
384	той же	9	6
385	не могла	2	6
386	до того	3	6
387	сам он	3	6
388	его как	3	6
389	не на	5	6
390	также и	6	6
391	здесь на	3	6
392	в одну	4	6
393	в преисподней	12	6
394	жить в	2	6
395	он дает	5	6
396	они и	4	6
397	к жизни	4	6
398	со всех	3	6
399	что по	2	6
400	все его	3	6
401	с одним	2	6
402	в область	3	5
403	это уже	3	5
404	как нечто	2	5
405	это было	4	5
406	мы сейчас	2	5
407	что образ	4	5
408	с образом	5	5
409	иногда в	3	5
410	в свое	2	5
411	xix века	2	5
412	по своему	3	5
413	том числе	4	5
414	мира и	6	5
415	ее как	2	5
416	что если	2	5
417	другом месте	3	5
418	это в	4	5
419	бы в	3	5
420	с ее	3	5
421	части тела	2	5
422	здесь он	3	5
423	наших дней	2	5
424	их и	2	5
425	о котором	5	5
426	несмотря на	3	5
427	мы в	2	5
428	в совершенно	2	5
429	в главе	5	5
430	в виду	4	5
431	может иметь	2	5
432	они были	5	5
433	до наших	2	5
434	переходит в	2	5
435	видели в	3	5
436	за что	2	5
437	еще более	4	5
438	оно не	2	5
439	что между	2	5
440	во все	3	5
441	на все	2	5
442	нас не	5	5
443	например у	2	5
444	и очень	2	5
445	и может	2	5
446	он как	2	5
447	в лице	2	5
448	всех сторон	2	5
449	но этот	4	5
450	как о	5	5
451	не видел	2	5
452	к этим	3	4
453	связанное с	2	4
454	бы его	2	4
455	здесь как	2	4
456	людей и	3	4
457	явление в	3	4
458	превращения в	2	4
459	и во	4	4
460	из одного	4	4
461	и вообще	3	4
462	все время	4	4
463	время в	3	4
464	все они	7	4
465	находятся в	2	4
466	он уже	2	4
467	о загробном	4	4
468	о происхождении	2	4
469	до него	2	4
470	нами выше	2	4
471	рассказы о	3	4
472	во второй	3	4
473	каждый из	2	4
474	одном из	5	4
475	в разных	2	4
476	тела и	7	4
477	как один	2	4
478	во всей	2	4
479	царей и	2	4
480	особенно в	2	4
481	в результате	7	4
482	для этой	3	4
483	что есть	2	4
484	в ту	3	4
485	в человеческом	3	4
486	как раз	3	4
487	он сам	4	4
488	человека и	3	4
489	огонь в	2	4
490	в руках	4	4
491	также как	2	4
492	принадлежит к	2	4
493	в литературе	5	4
494	в рот	4	4
495	на волю	2	4
496	в глаза	2	4
497	нас в	3	4
498	здесь только	3	4
