N	4gram	Tiupa_Vved	Narrotol
1	в даме с собачкой	4	9
2	в то же время	4	8
3	мы имеем дело с	4	5
4	актом рассказывания отмежеванная от	2	2
5	той мере в какой	2	2
6	события свидетель и судия	2	2
7	возможного но неопределенного горизонта	2	2
8	которые разворачиваются в сердцевине	2	2
9	самим актом рассказывания отмежеванная	2	2
10	мира самим актом рассказывания	2	2
11	между двумя или несколькими	2	2
12	делающее его знаком если	2	2
13	направлении возможного но неопределенного	2	2
14	множественными виртуальными перспективами которые	2	2
15	свойство делающее его знаком	2	2
16	разворачиваются в сердцевине истории	2	2
17	в сердцевине истории в	2	2
18	по отношению к ним	2	2
19	своего и чужого слова	2	2
20	сердце у него сжалось	2	2
21	плачут и долго думают	2	2
22	в том как произойдет	2	2
23	виртуальными перспективами которые разворачиваются	2	2
24	характерное свойство делающее его	2	2
25	имплицитно заключает в себе	2	2
26	перспективами которые разворачиваются в	2	2
27	из участников рассказываемой истории	2	2
28	двумя или несколькими социально-языковыми	2	2
29	сердцевине истории в направлении	2	2
30	диегетического мира самим актом	2	2
31	в войне и мире	2	2
32	повествования с прецедентной картиной	2	2
33	в той мере в	2	2
34	а не все что	2	2
35	в направлении возможного но	2	2
36	действующее лицо события свидетель	2	2
37	лицо события свидетель и	2	2
38	истории в направлении возможного	2	2
39	исключительно в сфере слова	2	2
40	с прецедентной картиной мира	4	2
41	или несколькими социально-языковыми кругозорами	2	2
42	дистанция между двумя или	2	2
43	главное действующее лицо события	2	2
