N	3gram	Bakhtin_Fr	slovoVRo
1	не может быть	2	19
2	в то же	13	18
3	то же время	13	18
4	той или иной	2	15
5	с точки зрения	4	15
6	в узком смысле	2	14
7	в отличие от	3	14
8	в той или	2	13
9	в большинстве случаев	3	11
10	с одной стороны	4	11
11	во всяком случае	2	8
12	но в то	7	7
13	в значительной степени	2	7
14	большей или меньшей	3	6
15	с другой стороны	5	6
16	и в то	2	6
17	но все же	2	6
18	в том что	2	5
19	в этом отношении	4	5
20	не только в	3	5
21	может быть и	2	5
22	как мы уже	8	5
23	по отношению к	2	5
24	в большей или	2	4
25	одной стороны и	2	4
26	для того чтобы	5	4
27	или меньшей степени	2	4
28	мы уже сказали	2	4
29	а также и	4	4
30	до сих пор	6	4
31	можно сказать что	2	4
32	в свою очередь	2	4
33	как мы видели	4	3
34	как и в	2	3
35	в данном случае	3	3
36	в связи с	5	3
37	тех или иных	2	3
38	и в романе	2	2
39	во франции в	2	2
40	его отношение к	2	2
41	же время это	3	2
42	вовсе не в	2	2
43	мы уже говорили	5	2
44	о том что	3	2
45	можно было бы	2	2
46	но конечно не	2	2
47	на протяжении всего	2	2
48	и не было	2	2
49	но и в	4	2
50	в мировой литературе	3	2
