N	2gram	Losev_Prob	DiskursI
1	в качестве	9	72
2	а не	7	60
3	может быть	11	56
4	не только	28	49
5	и в	48	49
6	как и	10	47
7	при этом	6	46
8	в том	25	44
9	и не	29	44
10	то есть	38	41
11	том что	29	40
12	в этом	31	38
13	в себе	7	37
14	в частности	5	36
15	но и	21	35
16	но не	12	31
17	так и	15	28
18	но в	17	28
19	не может	6	27
20	по своей	3	26
21	как в	3	25
22	такого рода	4	24
23	еще не	4	23
24	отнюдь не	14	23
25	а также	8	20
26	все же	12	19
27	прежде всего	15	19
28	в нем	8	19
29	в своей	29	19
30	далеко не	6	18
31	по отношению	2	17
32	в данном	6	17
33	то же	6	17
34	с другой	8	17
35	отношению к	2	17
36	точки зрения	17	16
37	только в	21	16
38	в его	19	15
39	то что	26	15
40	о том	17	15
41	это не	8	14
42	или иной	4	14
43	не в	16	14
44	не менее	8	14
45	одной стороны	5	14
46	можно сказать	10	14
47	не является	2	14
48	ни к	2	14
49	с одной	5	14
50	для него	2	13
51	как бы	10	13
52	данном случае	5	12
53	в своем	16	12
54	и все	12	12
55	того же	7	12
56	в своих	3	12
57	и на	9	12
58	что в	12	11
59	по мысли	4	11
60	с его	3	11
61	и как	10	11
62	не было	4	11
63	для себя	6	10
64	а в	8	10
65	а с	4	10
66	той или	5	10
67	также и	21	10
68	тем самым	2	9
69	в то	6	9
70	в силу	6	9
71	между тем	2	9
72	в них	5	9
73	уже не	12	9
74	еще в	6	9
75	внимание на	4	9
76	человека в	3	8
77	этом отношении	4	8
78	и о	9	8
79	к тому	7	8
80	потому что	21	8
81	хотя и	10	8
82	если в	2	8
83	в противоположность	3	8
84	и даже	24	8
85	жизни в	7	8
86	в этих	3	8
87	в котором	5	8
88	в одном	6	8
89	из них	4	8
90	он не	4	8
91	перед нами	14	7
92	его в	9	7
93	о чем	2	7
94	могут быть	2	7
95	и ее	2	7
96	одной из	5	7
97	и для	11	7
98	но это	7	7
99	что и	8	7
100	в этой	14	7
101	другой стороны	8	7
102	к этому	2	7
103	мира в	3	7
104	в рассказе	2	7
105	ни в	17	7
106	я в	4	7
107	в русской	4	7
108	и его	11	7
109	таким образом	20	7
110	нового времени	4	7
111	тому же	5	7
