N	2gram	Ircho_Kome	StatiiOP
1	в и	3	145
2	и в	37	103
3	в том	24	89
4	том что	22	77
5	в этом	18	76
6	что в	11	74
7	не только	13	60
8	и т	5	51
9	о том	21	47
10	но и	18	46
11	то что	5	44
12	что он	15	42
13	в его	12	42
14	и не	28	41
15	может быть	14	38
16	т е	18	33
17	было бы	7	32
18	в этой	7	31
19	вовсе не	6	31
20	все это	7	29
21	тем что	12	29
22	таким образом	16	28
23	в г	3	28
24	а в	12	27
25	а не	5	27
26	но в	7	26
27	так и	4	25
28	этом отношении	2	24
29	и его	10	24
30	все же	9	23
31	не в	7	23
32	так что	7	23
33	точки зрения	8	23
34	потому что	19	23
35	в области	3	22
36	прежде всего	7	22
37	для того	9	22
38	в которой	6	22
39	как в	4	22
40	того чтобы	9	21
41	это не	3	20
42	до сих	12	20
43	т п	5	19
44	в то	14	19
45	сих пор	12	19
46	в своей	6	19
47	г в	2	19
48	только в	3	19
49	об этом	12	18
50	не может	9	18
51	с другой	5	18
52	в котором	6	18
53	он не	11	18
54	самом деле	13	17
55	в самом	17	17
56	как бы	7	17
57	г и	2	16
58	с этим	5	16
59	сказать что	4	16
60	в ней	7	16
61	можно было	3	16
62	если бы	18	16
63	в этих	2	16
64	в отношении	4	15
65	с тем	6	15
66	как и	10	15
67	например в	3	15
68	другой стороны	2	15
69	из этих	2	15
70	я не	4	15
71	и на	6	15
72	у него	10	15
73	как раз	9	15
74	в сцене	2	14
75	была бы	2	14
76	к тому	11	14
77	между тем	6	14
78	то же	14	14
79	в течение	3	14
80	но все	5	14
81	с точки	6	14
82	и что	8	14
83	в своем	9	13
84	в конце	14	13
85	со стороны	16	13
86	а с	2	13
87	что касается	5	13
88	тому что	5	13
89	в качестве	4	13
90	в нем	8	13
91	во всяком	3	13
92	из них	11	13
93	всяком случае	3	13
94	в той	2	13
95	вместе с	16	13
96	не менее	9	12
97	что они	3	12
98	так как	16	12
99	обстоятельство что	3	12
100	как например	2	12
101	в первой	3	12
102	хотя бы	5	12
103	что у	2	12
104	ни в	14	12
105	в своих	4	12
106	никогда не	5	11
107	вопрос о	2	11
108	и с	5	11
109	в другом	2	11
110	в них	6	11
111	и по	3	11
112	из его	3	11
113	того как	5	11
114	на то	3	11
115	то обстоятельство	3	11
116	не было	6	11
117	ясно что	12	11
118	так же	8	10
119	ответ на	7	10
120	в виду	3	10
121	а как	2	10
122	в частности	4	10
123	на вопрос	5	10
124	ничего не	6	10
125	не столько	3	10
126	речь идет	5	10
127	в целом	4	10
128	что и	12	10
129	в истории	2	10
130	в начале	5	10
131	во всех	4	10
132	во второй	2	10
133	в рукописи	2	10
134	но не	9	10
135	же время	12	10
136	но он	3	10
137	в каждом	3	9
138	в чем	7	9
139	такого рода	2	9
140	что же	2	9
141	несмотря на	7	9
142	по этому	3	9
143	он был	6	9
144	во время	8	9
145	в одном	3	9
146	не является	5	9
147	с этой	5	9
148	времени и	2	9
149	его жизни	2	9
150	и для	7	9
151	и к	4	9
152	для нас	7	9
153	что мы	4	9
154	говорит о	2	9
155	что эта	2	9
156	и тем	4	9
157	и это	4	9
158	до конца	4	8
159	могут быть	3	8
160	отношение к	7	8
161	в их	5	8
162	к сожалению	2	8
163	той же	2	8
164	в какой	4	8
165	по мнению	2	8
166	связи с	5	8
167	к этому	11	8
168	а также	3	8
169	мы имеем	4	8
170	это в	2	8
171	дело не	2	8
172	что она	10	8
173	в результате	2	8
174	тем не	3	8
175	и даже	6	8
176	должен был	6	8
177	одним из	2	8
178	совершенно не	2	8
179	такой же	2	8
180	и о	3	8
181	действующих лиц	7	8
182	не имеет	6	8
183	еще более	4	8
184	в которых	7	8
185	по его	2	8
186	том как	5	7
187	о чем	11	7
188	вплоть до	2	7
189	уже в	3	7
190	в это	2	7
191	что здесь	2	7
192	конце концов	3	7
193	одной из	4	7
194	того же	9	7
195	во втором	2	7
196	уже о	2	7
197	как это	5	7
198	тем более	9	7
199	в ее	3	7
200	с самого	5	7
201	материал для	2	7
202	еще не	10	7
203	отношению к	4	7
204	на этот	6	7
205	что для	7	7
206	из этого	2	7
207	то время	3	7
208	представление о	2	7
209	не мог	2	7
210	даже в	3	6
211	идет о	3	6
212	в себе	4	6
213	в одной	2	6
214	по отношению	6	6
215	должно было	3	6
216	должен быть	2	6
217	из которых	7	6
218	его не	3	6
219	по существу	4	6
220	к нему	8	6
221	и все	6	6
222	на его	5	6
223	и во	3	6
224	и я	3	6
225	с его	6	6
226	одно из	3	6
227	что с	4	6
228	независимо от	4	6
229	мы не	6	6
230	и здесь	11	6
231	при его	2	6
232	отношения между	2	6
233	же и	2	6
234	что я	5	6
235	и сам	11	6
236	время как	3	6
237	за то	2	6
238	этот вопрос	2	6
239	в устах	2	6
240	этих двух	2	6
241	времени не	2	6
242	разумеется что	3	6
243	говорить о	6	6
244	тем же	3	6
245	не о	3	5
246	его в	9	5
247	возможно что	4	5
248	на себя	10	5
249	даже не	5	5
250	но если	3	5
251	не был	2	5
252	в свое	2	5
253	том же	2	5
254	как он	5	5
255	и потому	2	5
256	не так	4	5
257	не приходится	5	5
258	она была	2	5
259	одного из	4	5
260	одной стороны	4	5
261	что не	5	5
262	такое же	2	5
263	один из	6	5
264	в уста	2	5
265	при этом	11	5
266	в тех	4	5
267	в сущности	3	5
268	не на	3	5
269	до того	4	5
270	никто не	2	5
271	должна быть	2	5
272	в двух	7	5
273	хотя и	6	5
274	самого начала	5	5
275	что ему	4	5
276	которую он	3	5
277	то это	5	5
278	на это	3	5
279	не как	2	5
280	к ней	9	5
281	целый ряд	5	5
282	и почему	3	5
283	как будто	3	5
284	не по	7	5
285	с одной	5	5
286	после того	3	5
287	том чтобы	4	5
288	нет и	4	5
289	раз в	3	5
290	столь же	5	5
291	и если	3	5
292	если не	7	5
293	не совсем	3	5
294	конечно не	4	5
295	о которой	2	5
296	без всякого	2	5
297	трагедии и	2	4
298	в каждой	2	4
299	не могут	2	4
300	на этом	3	4
301	нисколько не	3	4
302	и у	4	4
303	по своей	2	4
304	же можно	2	4
305	нет ни	2	4
306	не всегда	2	4
307	как можно	2	4
308	на долю	4	4
309	не зная	5	4
310	в развитии	3	4
311	что ни	7	4
312	не знает	7	4
313	общего с	2	4
314	так или	3	4
315	они не	2	4
316	он говорит	3	4
317	тех пор	5	4
318	состоит в	2	4
319	и без	2	4
320	что его	10	4
321	в образе	5	4
322	на сцене	7	4
323	мы видим	2	4
324	обращает на	3	4
325	в связи	4	4
326	е в	2	4
327	в первом	2	4
328	обращается к	4	4
329	который в	3	4
330	как мы	6	4
331	да и	3	4
332	если в	4	4
333	молодой человек	9	4
334	для этого	3	4
335	за пределы	3	4
336	в эпоху	2	4
337	что по	2	4
338	и он	5	4
339	в обоих	2	4
340	в центре	2	4
341	и тот	6	4
342	на него	6	4
343	бы на	2	4
344	только что	11	4
345	из двух	3	4
346	как о	3	4
347	тому же	11	4
348	и речи	4	4
349	все что	6	4
350	ни у	2	4
351	меньше всего	5	4
352	а по	5	4
353	это время	2	4
354	с которым	3	4
355	здесь нет	4	4
356	более чем	6	4
357	пребывания в	2	4
358	а на	3	4
359	на рубеже	2	4
360	в смысле	2	4
361	в таком	2	4
362	в основе	3	4
363	или иначе	3	4
364	чем в	5	4
365	в первую	2	3
366	конечно в	2	3
367	ему не	4	3
368	в остальном	4	3
369	сцена с	3	3
370	из того	3	3
371	от него	2	3
372	что вы	2	3
373	при всей	2	3
374	котором он	2	3
375	в других	4	3
376	от того	2	3
377	как к	3	3
378	не хочет	6	3
379	всю свою	2	3
380	к своему	4	3
381	нет никаких	2	3
382	видно что	2	3
383	или менее	2	3
384	на основании	3	3
385	это дело	2	3
386	сто лет	3	3
