N	2gram	Tiupa_Narr	Vvedenie
1	и т	3	45
2	в том	20	38
3	в этом	23	35
4	и в	22	35
5	том что	15	30
6	может быть	24	30
7	не только	50	26
8	для того	4	23
9	того чтобы	7	22
10	таким образом	5	21
11	также и	4	20
12	не может	16	19
13	то что	14	19
14	потому что	7	18
15	со стороны	14	16
16	о том	5	16
17	только в	23	16
18	представляет собой	21	14
19	и не	34	13
20	что в	6	13
21	в самом	8	13
22	в нем	9	13
23	того что	7	12
24	xix в	2	12
25	точки зрения	8	12
26	в его	12	12
27	как на	2	12
28	в данном	17	11
29	то же	12	11
30	по себе	4	11
31	в ее	4	11
32	как мы	3	11
33	ясно что	2	11
34	не в	12	10
35	прежде всего	7	10
36	но в	10	10
37	в той	4	10
38	между тем	5	10
39	из этих	6	9
40	тем не	7	9
41	и как	4	9
42	все же	10	9
43	представляют собой	5	9
44	но не	7	9
45	не менее	6	9
46	дело с	4	9
47	это не	6	8
48	можно было	2	8
49	о котором	4	8
50	с другой	6	8
51	именно в	5	8
52	в качестве	27	8
53	и то	3	7
54	самом деле	4	7
55	сих пор	3	7
56	как и	15	7
57	как бы	11	7
58	представить себе	3	7
59	но и	39	7
60	было бы	2	7
61	до сих	3	7
62	сказать что	5	6
63	хотя бы	4	6
64	об этом	8	6
65	и даже	4	6
66	как он	3	6
67	а именно	2	6
68	в какой	2	6
69	на этот	2	6
70	а в	19	6
71	уже не	11	6
72	в то	9	6
73	один из	8	6
74	и его	12	6
75	же время	7	6
76	вовсе не	2	6
77	вместе с	3	6
78	данном случае	12	5
79	дело в	2	5
80	дело не	3	5
81	и т.д	7	5
82	в виду	2	5
83	и тем	9	5
84	а как	2	5
85	одним из	2	5
86	с этой	3	5
87	что он	7	5
88	т п	2	5
89	быть в	2	5
90	что не	2	5
91	по своему	3	5
92	одно из	2	5
93	как это	7	5
94	а потому	2	5
95	язык как	2	5
96	другой стороны	2	5
97	в целом	5	5
98	всяком случае	2	5
99	внимание на	7	5
100	что и	3	5
101	не просто	2	5
102	а не	27	5
103	в первом	4	5
104	хотя и	8	5
105	во всяком	2	5
106	да и	5	4
107	в результате	4	4
108	мы имеем	6	4
109	о чем	6	4
110	одной стороны	5	4
111	и ее	3	4
112	в области	4	4
113	по отношению	5	4
114	только что	4	4
115	в особенности	2	4
116	этом отношении	5	4
117	как о	2	4
118	еще не	6	4
119	времени и	9	4
120	по мере	2	4
121	отношению к	5	4
122	в чем	3	4
123	отличие от	6	4
124	в отличие	6	4
125	с одной	5	4
126	к тому	13	4
127	одной из	2	4
128	и для	4	4
129	из наиболее	6	4
130	не имеет	3	4
131	только с	2	4
132	в котором	3	4
133	в тексте	17	4
134	в виде	2	4
135	в центре	4	4
136	не вполне	3	4
137	ответ на	6	4
138	в одном	5	4
139	из них	4	4
140	или иначе	2	4
141	видит в	3	4
142	в себе	14	4
143	как она	2	4
144	с точки	2	4
145	в своей	8	4
146	как раз	9	4
147	можно сказать	11	4
148	той же	2	4
149	однако не	2	4
150	никогда не	8	3
151	до конца	2	3
152	одна из	5	3
153	что это	4	3
154	на нее	2	3
155	или иной	6	3
156	известном смысле	4	3
157	в своем	7	3
158	а также	11	3
159	так же	2	3
160	в строгом	3	3
161	в начале	4	3
162	что она	3	3
163	к этому	2	3
164	в другом	5	3
165	в конце	4	3
166	отношение к	2	3
167	во второй	2	3
168	и здесь	3	3
169	если бы	9	3
170	в принципе	6	3
171	зависимости от	3	3
172	в сущности	2	3
173	и вот	2	3
174	текста и	3	3
175	может оказаться	2	3
176	в этих	3	3
177	в силу	5	3
178	только на	4	3
179	в частности	23	3
180	как в	9	3
181	такого рода	17	3
182	что может	2	3
183	к нему	5	3
184	на том	2	3
185	и на	5	3
186	того же	2	3
187	может служить	5	3
188	зависит от	3	3
189	времени в	3	3
190	в ней	5	3
191	входит в	2	3
192	в конечном	6	3
193	и к	7	3
194	между ними	3	3
195	однако в	4	3
196	большей или	2	3
197	в известном	4	3
198	своего рода	17	3
199	здесь не	4	3
200	же как	2	3
201	и того	5	3
202	говорит о	3	3
203	при этом	31	3
204	он сам	4	3
205	в зависимости	3	3
206	и уже	4	3
207	что с	2	3
208	наряду с	2	3
209	все эти	3	3
210	той или	7	3
211	связи с	3	3
