N	2gram	Bakhtin_Pr	VerxiiNi
1	и в	83	26
2	таким образом	9	22
3	в этом	24	15
4	вместе с	5	15
5	точки зрения	17	13
6	как бы	27	12
7	в том	22	11
8	не только	14	10
9	из этих	3	10
10	и с	10	10
11	может быть	23	10
12	что в	5	9
13	так как	12	9
14	в области	6	9
15	но и	16	9
16	но не	9	8
17	с другой	4	8
18	в общем	2	8
19	главным образом	3	8
20	и у	8	8
21	и не	41	8
22	в эпоху	12	7
23	к нему	3	7
24	потому что	9	7
25	связанные с	3	7
26	из них	7	7
27	то что	14	7
28	но в	12	7
29	том что	9	7
30	представление о	3	6
31	в отношении	3	6
32	все же	3	6
33	к тому	2	6
34	о том	3	6
35	мы должны	4	6
36	того же	5	6
37	в себе	10	6
38	в конце	5	6
39	несмотря на	3	6
40	что и	4	6
41	с точки	13	6
42	и т.д	5	6
43	все эти	9	6
44	все это	11	6
45	и потому	6	6
46	так и	9	6
47	во всяком	2	6
48	никогда не	10	5
49	в мире	8	5
50	одной из	6	5
51	и для	5	5
52	более или	3	5
53	так же	4	5
54	том числе	15	5
55	и к	13	5
56	друг с	6	5
57	отношение к	14	5
58	к жизни	2	5
59	в его	15	5
60	крайней мере	2	5
61	с другом	6	5
62	а не	19	5
63	тому же	3	5
64	по крайней	2	5
65	образом в	2	5
66	сих пор	8	5
67	до сих	8	5
68	или менее	3	5
69	и от	4	4
70	что все	3	4
71	далеко не	4	4
72	а в	4	4
73	с другими	6	4
74	в котором	8	4
75	в самом	7	4
76	в нем	21	4
77	не может	18	4
78	в смысле	2	4
79	в которых	2	4
80	бога и	2	4
81	то есть	86	4
82	из которых	2	4
83	то же	10	4
84	числе и	13	4
85	и что	3	4
86	и по	5	4
87	в этих	8	4
88	только в	10	4
89	что он	6	4
90	он не	5	4
91	ничем не	3	4
92	в этой	3	4
93	в то	8	4
94	что это	2	3
95	в своем	2	3
96	с самого	4	3
97	но с	2	3
98	если в	2	3
99	к ним	5	3
100	и если	4	3
101	уже не	5	3
102	хотя бы	6	3
103	к этому	5	3
104	в результате	2	3
105	с ней	4	3
106	в которой	2	3
107	тем не	2	3
108	и даже	5	3
109	в других	2	3
110	при этом	6	3
111	всегда и	3	3
112	не менее	4	3
113	когда он	2	3
114	и при	2	3
115	в связи	2	3
116	и другие	14	3
117	в таком	3	3
118	и о	3	3
119	можно сказать	12	3
120	отношению к	5	3
121	в одном	4	3
122	по своему	6	2
123	мы видели	2	2
124	сказать что	12	2
125	так например	2	2
126	связан с	2	2
127	от них	2	2
128	которые в	3	2
129	для этого	2	2
130	начиная с	4	2
131	с идеей	2	2
132	в эту	3	2
133	по сравнению	6	2
134	и это	3	2
135	или иной	2	2
136	не могут	4	2
137	но при	2	2
138	а также	4	2
139	на то	2	2
140	в самой	2	2
141	для всех	2	2
142	или по	3	2
143	он в	2	2
144	одновременно и	5	2
145	мы имеем	4	2
146	в процессе	4	2
147	мы можем	9	2
148	между этими	2	2
149	положение в	2	2
150	в начале	2	2
151	связь с	4	2
152	и другой	4	2
153	литературы мы	3	2
154	вплоть до	5	2
155	между тем	2	2
156	одним из	6	2
157	особенно в	7	2
158	к его	2	2
159	не как	5	2
160	ни у	3	2
161	связанных с	2	2
162	из своих	3	2
163	именно в	3	2
164	конечно не	11	2
165	отличается от	2	2
166	в образе	3	2
167	но если	4	2
168	что мы	2	2
169	под разными	4	2
170	в них	4	2
171	и особенно	3	2
172	и на	27	2
173	и здесь	4	2
174	и действительно	3	2
175	уже в	3	2
176	еще не	10	2
177	по своей	12	2
178	наконец в	3	2
179	жизни и	13	2
180	что именно	2	2
181	не было	5	2
182	по своим	2	2
183	превращается в	5	2
184	самого начала	5	2
185	можно назвать	2	2
186	не в	10	2
187	не всегда	3	2
188	и наконец	4	2
189	той или	2	2
190	на все	4	2
191	и все	14	2
192	же время	8	2
193	один из	7	2
194	в виду	3	2
195	со всеми	8	2
196	сравнению с	6	2
197	и перед	2	2
198	не к	3	2
199	быть даже	2	2
200	людей и	6	2
201	силы и	2	2
202	пор еще	2	2
203	прежде всего	20	2
204	и из	3	2
205	тот же	2	2
206	связана с	3	2
207	с его	4	2
208	во всех	15	2
209	всех других	2	2
210	в разных	4	2
211	быть и	2	2
212	по существу	7	2
