N	3gram	Losev_Dial	Problemy
1	то же время	3	26
2	в то же	3	26
3	с точки зрения	25	25
4	не может быть	12	14
5	в самом деле	6	9
6	во всяком случае	3	9
7	с другой стороны	3	9
8	в том что	12	8
9	бы то ни	2	7
10	как раз и	3	7
11	и в то	2	7
12	сама по себе	11	7
13	и в этом	4	7
14	и т д	38	7
15	как и все	5	6
16	по крайней мере	10	5
17	той или иной	2	5
18	сам по себе	6	5
19	к тому же	2	5
20	подобно тому как	5	5
21	в зависимости от	3	5
22	и прежде всего	6	4
23	тем не менее	10	4
24	он не может	3	4
25	о том что	6	4
26	само по себе	8	4
27	как и в	3	4
28	сами по себе	3	4
29	в этом отношении	2	4
30	хотя и не	2	4
31	и то же	2	3
32	в то время	6	3
33	в данном случае	3	3
34	на то что	3	3
35	одно и то	2	3
36	не только не	7	3
37	т е в	4	3
38	то время как	6	3
39	потому что она	2	3
40	что он есть	4	3
41	того что он	4	3
42	вы говорите что	2	2
43	этой точки зрения	4	2
44	т е не	4	2
45	одна и та	3	2
46	но это не	2	2
47	и та же	3	2
48	в лучшем случае	2	2
49	к тому что	2	2
50	в нем не	2	2
51	не есть конечно	2	2
52	того или другого	3	2
53	ни в чем	2	2
54	не в силах	2	2
