N	2gram	Bakhtin_Fr	Formalny
1	и в	68	95
2	и не	25	78
3	может быть	10	66
4	в этом	28	61
5	не может	5	57
6	вовсе не	18	53
7	таким образом	22	52
8	и его	26	51
9	так и	8	50
10	точки зрения	8	47
11	в нем	12	42
12	в его	21	42
13	прежде всего	23	41
14	с точки	4	40
15	как и	17	39
16	не в	2	35
17	в самом	6	35
18	а не	6	34
19	но и	17	33
20	то же	14	32
21	самом деле	5	32
22	не только	21	30
23	в том	12	26
24	если бы	3	26
25	то что	11	25
26	на самом	7	24
27	при этом	5	24
28	в своей	11	24
29	лишь в	3	24
30	в ней	6	23
31	связи с	8	23
32	было бы	4	23
33	с помощью	5	23
34	в то	14	22
35	и ее	3	22
36	в истории	5	21
37	как бы	7	21
38	что в	14	21
39	и с	15	21
40	в их	6	20
41	не менее	2	20
42	между ними	4	20
43	и от	4	20
44	входит в	2	20
45	как мы	18	20
46	же время	13	20
47	все это	6	19
48	хотя бы	2	19
49	все же	6	18
50	и все	16	18
51	все эти	16	18
52	в связи	7	18
53	с его	6	18
54	и их	5	18
55	только в	9	18
56	как в	4	17
57	как раз	8	17
58	так же	3	16
59	во всяком	2	16
60	с другой	8	16
61	потому что	3	16
62	всяком случае	2	16
63	его в	7	15
64	все время	3	15
65	но в	20	15
66	так как	7	15
67	во всех	8	15
68	в литературе	10	15
69	именно в	5	15
70	и на	16	15
71	что он	7	14
72	только на	4	14
73	в целом	3	14
74	в ее	5	14
75	в своем	11	14
76	еще не	3	14
77	в этой	15	14
78	и потому	6	14
79	жизни и	6	14
80	вместе с	4	14
81	до конца	10	13
82	в настоящее	2	13
83	настоящее время	2	13
84	со стороны	2	13
85	того что	3	13
86	говорит он	2	13
87	а в	3	13
88	что и	3	13
89	тем что	6	13
90	ни в	6	13
91	как его	2	13
92	по отношению	3	12
93	того чтобы	6	12
94	там где	6	12
95	и здесь	5	12
96	отношению к	2	12
97	и для	6	12
98	уже не	2	12
99	никогда не	2	11
100	этом отношении	4	11
101	это и	4	11
102	в корне	3	11
103	они не	4	11
104	в общем	2	11
105	в основе	7	11
106	так сказать	7	11
107	в большинстве	3	11
108	но не	4	11
109	слова и	3	11
110	что они	3	11
111	для него	7	11
112	между тем	3	11
113	его целом	3	10
114	друг друга	2	10
115	здесь и	6	10
116	и др	9	10
117	в художественном	3	10
118	мы не	3	10
119	не было	7	10
120	в дальнейшем	4	10
121	мы видели	6	10
122	другой стороны	5	10
123	как о	2	10
124	и как	5	10
125	метод в	3	10
126	в своих	7	10
127	главным образом	3	10
128	большинстве случаев	3	10
129	раз и	2	10
130	конечно не	4	10
131	он не	11	10
132	в слове	2	10
133	тем же	2	10
134	быть и	2	9
135	ничего не	4	9
136	для понимания	5	9
137	здесь не	5	9
138	но это	5	9
139	и до	14	9
140	менее всего	2	9
141	и даже	7	9
142	но ведь	3	9
143	у нас	4	9
144	язык и	2	9
145	еще более	5	9
146	в свою	3	9
147	метода в	2	9
148	со всею	5	9
149	мы знаем	3	9
150	отношения к	2	9
151	в языке	2	9
152	это не	5	8
153	в других	4	8
154	до сих	6	8
155	одной стороны	4	8
156	в них	19	8
157	с одной	5	8
158	в области	5	8
159	для этого	3	8
160	что это	4	8
161	с этим	2	8
162	в данном	5	8
163	всех этих	5	8
164	сих пор	6	8
165	из этого	3	8
166	всего этого	2	8
167	и к	4	8
168	роль в	7	8
169	для того	5	8
170	на основе	3	8
