N	3gram	Losev_Prob	StatiiOP
1	в том что	17	47
2	и т д	20	32
3	о том что	8	29
4	для того чтобы	4	19
5	до сих пор	4	19
6	с точки зрения	9	14
7	во всяком случае	8	13
8	с другой стороны	11	13
9	не может быть	5	11
10	в то же	10	9
11	на то что	2	9
12	можно было бы	6	9
13	дело в том	4	9
14	на самом деле	5	8
15	тем не менее	23	8
16	не только в	2	8
17	том что он	2	7
18	в данном случае	12	7
19	в конце концов	4	7
20	заключается в том	5	7
21	в то время	6	7
22	но также и	2	7
23	и в этом	6	7
24	по крайней мере	9	6
25	так и в	2	6
26	так же как	3	6
27	не только не	5	6
28	в том смысле	4	6
29	в этом смысле	5	6
30	что же касается	5	5
31	что он не	2	5
32	обратить внимание на	2	5
33	то время как	6	5
34	но и в	2	5
35	иметь в виду	2	4
36	ничего общего с	2	4
37	дело не в	4	4
38	сами по себе	8	4
39	в связи с	9	4
40	с одной стороны	2	4
41	что и в	3	4
42	так или иначе	2	4
43	того или иного	5	4
44	бы то ни	5	3
45	всяком случае не	2	3
46	можно сказать что	2	3
47	не имеет ничего	3	3
48	в первую очередь	3	3
49	имеет ничего общего	3	3
50	только в том	2	3
51	том смысле что	4	3
52	себе отчет в	2	3
53	а вовсе не	3	3
54	и не в	2	3
55	и только в	3	3
56	на этот раз	3	3
57	в этом случае	8	3
58	более или менее	2	3
59	и тем не	6	3
60	как и вообще	2	3
61	потому что он	6	3
62	о том как	4	3
63	то или иное	3	3
64	только потому что	3	3
65	не значит что	2	3
66	то же самое	17	2
67	как мы видели	2	2
68	вовсе не в	2	2
69	сам по себе	10	2
70	ни в каком	8	2
71	может быть и	3	2
72	так что в	2	2
73	ни о каком	2	2
74	в чем же	2	2
75	как и в	2	2
76	той или иной	16	2
77	и в то	2	2
78	что это за	3	2
79	в отличие от	2	2
80	то ни было	4	2
81	у нас не	2	2
82	но с другой	2	2
83	в настоящее время	4	2
84	вовсе не является	4	2
85	в зависимости от	3	2
86	точно так же	5	2
87	т д и	5	2
88	хотя бы и	2	2
89	только в виде	2	2
90	и в других	2	2
91	то что у	3	2
92	а то что	3	2
93	и то что	8	2
94	в той или	7	2
