N	2gram	Trubetskoy	Dialekti
1	и не	8	120
2	а не	5	78
3	и в	26	77
4	точки зрения	13	72
5	может быть	10	71
6	не только	10	66
7	то что	7	59
8	не может	4	53
9	и даже	3	47
10	так как	9	46
11	с точки	6	46
12	что это	3	46
13	потому что	7	45
14	как бы	12	43
15	и что	4	42
16	не имеет	5	41
17	в том	11	40
18	в этом	15	39
19	то же	4	39
20	в себе	6	38
21	том что	7	37
22	что он	4	37
23	прежде всего	2	37
24	так что	3	36
25	что в	9	34
26	в нем	4	34
27	и все	2	33
28	того что	3	33
29	но и	9	32
30	все это	6	31
31	ясно что	3	31
32	и как	3	30
33	сказать что	2	30
34	так и	6	29
35	никогда не	5	27
36	крайней мере	5	26
37	по крайней	5	26
38	в виду	2	26
39	не в	2	26
40	учение о	4	25
41	если бы	3	24
42	в то	4	23
43	что оно	4	23
44	таким образом	22	23
45	что все	4	20
46	только в	4	20
47	что и	6	20
48	о том	6	20
49	уже не	3	20
50	и с	10	20
51	в таком	3	20
52	в своем	3	19
53	что мы	2	19
54	не менее	3	19
55	и это	2	19
56	тогда когда	2	19
57	в самом	4	19
58	с другой	8	18
59	хотя бы	3	18
60	же время	2	18
61	жизни и	2	18
62	но если	2	17
63	той или	2	17
64	можно сказать	3	17
65	только не	2	16
66	к нему	7	16
67	тем не	3	16
68	конечно не	2	16
69	и о	3	15
70	быть и	2	15
71	только что	2	15
72	все же	6	15
73	так же	5	15
74	в виде	4	15
75	на то	2	15
76	несмотря на	6	15
77	и потому	6	14
78	не было	2	14
79	и только	4	14
80	в силу	5	13
81	но в	7	13
82	отличается от	2	13
83	он не	4	13
84	что именно	2	13
85	в смысле	4	13
86	и к	5	13
87	еще не	2	12
88	все эти	6	12
89	иной раз	2	12
90	именно в	2	12
91	и если	3	12
92	не могут	2	12
93	а в	4	12
94	и нет	3	12
95	и тогда	4	12
96	но не	8	12
97	мы должны	6	11
98	можно только	2	11
99	ничем не	4	11
100	его не	2	11
101	в них	2	11
102	мы имеем	2	11
103	из них	7	11
104	одно из	2	10
105	к тому	6	10
106	в его	5	10
107	для того	5	10
108	с этой	3	10
109	и для	5	10
110	или иное	2	10
111	во всяком	6	10
112	в результате	3	10
113	то или	2	10
114	общего с	2	9
115	и по	4	9
116	превращается в	2	9
117	не как	2	9
118	в этих	4	9
119	в котором	4	9
120	в одном	3	9
121	или иной	2	9
122	и от	4	9
123	утверждать что	2	9
124	или по	2	9
125	же как	3	9
126	при этом	3	9
127	случае не	3	9
128	мы можем	2	9
129	как о	3	9
130	и на	2	9
131	в отношении	6	8
132	в этой	4	8
133	и из	2	8
134	с одной	7	8
135	но все	7	8
136	один из	2	8
137	всегда и	3	8
138	ничего общего	2	8
139	или иначе	3	8
140	в разных	2	8
141	в конце	6	7
142	из этих	10	7
143	и при	3	7
144	связи с	9	7
145	в связи	3	7
146	очень много	2	7
147	все что	2	7
148	не потому	2	7
149	не всегда	2	7
150	грань между	2	7
151	точно так	3	7
152	и больше	2	7
153	с его	2	7
154	так или	3	7
155	в мире	5	7
156	из которых	4	7
157	так чтобы	2	7
158	то ни	2	7
159	как на	8	7
160	оказывается что	3	6
161	отношение к	5	6
162	с тем	18	6
163	более или	5	6
164	того чтобы	5	6
165	для этого	2	6
166	в которой	3	6
167	по своей	2	6
168	но с	3	6
169	вместе с	15	6
170	или менее	5	6
171	по существу	2	6
172	по своему	2	6
173	одной стороны	7	6
174	этой точки	2	6
175	во всех	2	6
176	о котором	2	6
177	для него	3	6
178	не с	2	6
179	уже в	2	6
180	всяком случае	6	6
181	с целью	2	5
182	надо было	2	5
183	к религии	2	5
184	если в	3	5
185	по сравнению	2	5
186	ли это	2	5
187	и наконец	2	5
188	сих пор	5	5
189	когда он	3	5
190	из этого	2	5
191	конце концов	3	5
192	сравнению с	2	5
193	от бога	2	5
194	вплоть до	2	5
195	и у	8	5
196	в области	9	5
197	в одно	2	5
198	может ли	2	5
199	тех пор	2	5
200	в качестве	3	5
201	к этому	3	5
202	большею частью	2	5
203	в течение	4	5
204	тому же	5	5
205	до сих	5	5
206	у них	3	4
207	очень мало	4	4
208	только для	2	4
209	связанные с	7	4
210	ни один	2	4
211	из себя	2	4
212	если не	2	4
213	главным образом	8	4
214	к богу	3	4
215	с тех	2	4
216	на все	2	4
217	в общем	8	4
218	людей и	2	4
219	и вместе	4	4
220	в другое	2	4
221	что эти	3	4
222	то ясно	2	4
223	бы то	2	4
224	к ним	3	4
225	этом отношении	2	4
226	со всеми	2	4
227	и является	2	4
228	и здесь	2	4
229	к жизни	5	4
230	можно назвать	2	4
231	же самое	2	4
232	представление о	6	4
233	взгляд на	2	4
234	уже с	3	3
235	самого начала	2	3
236	а с	7	3
237	одной из	5	3
238	с самого	3	3
239	и сейчас	2	3
240	тот же	2	3
241	при таком	2	3
242	целый ряд	4	3
243	лишь в	5	3
244	религия без	2	3
245	бытие есть	2	3
246	далеко не	4	3
247	в свою	2	3
248	в которых	4	3
249	для всех	2	3
250	вслед за	2	3
251	еще на	2	3
252	различия между	2	3
253	во время	4	3
254	с другими	4	3
255	больше чем	2	3
256	ни было	2	3
257	ее с	2	3
258	уже давно	2	3
259	культуры и	3	3
260	явлений природы	2	3
261	не к	2	3
262	этого последнего	2	3
263	ко всему	2	3
264	когда же	2	3
265	между тем	2	3
266	должно было	2	2
267	в новом	2	2
268	из соединения	2	2
269	к сожалению	3	2
270	те же	2	2
271	такое положение	2	2
272	его можно	2	2
273	не могла	2	2
274	отличаются от	2	2
275	в образе	2	2
276	в процессе	2	2
277	то с	3	2
278	исторического развития	2	2
279	относится к	2	2
280	в эпоху	7	2
281	живых существ	2	2
