N	2gram	Trubetskoy	Komedia
1	и в	26	77
2	и не	8	47
3	в том	11	44
4	том что	7	42
5	о том	6	33
6	но и	9	32
7	может быть	10	30
8	таким образом	22	29
9	из них	7	29
10	в то	4	28
11	в этом	15	27
12	потому что	7	27
13	что он	4	26
14	к тому	6	26
15	не только	10	25
16	тому же	5	25
17	вместе с	15	25
18	так как	9	24
19	что в	9	23
20	что и	6	22
21	если бы	3	22
22	в самом	4	22
23	в конце	6	21
24	так и	6	21
25	а в	4	21
26	то же	4	21
27	ясно что	3	21
28	в его	5	20
29	во время	4	19
30	к этому	3	19
31	в этой	4	18
32	еще не	2	17
33	и здесь	2	17
34	в нем	4	17
35	же время	2	17
36	все же	6	16
37	не менее	3	16
38	при этом	3	16
39	тот же	2	16
40	сих пор	5	16
41	он не	4	16
42	до сих	5	16
43	в своем	3	15
44	не в	2	15
45	точки зрения	13	15
46	между тем	2	15
47	прежде всего	2	15
48	один из	2	15
49	в которой	3	15
50	и на	2	15
51	к нему	7	14
52	все это	6	14
53	в свою	2	14
54	и с	10	14
55	то что	7	13
56	так что	3	13
57	но в	7	13
58	того же	6	13
59	в них	2	13
60	того чтобы	5	13
61	мы можем	2	13
62	только что	2	13
63	в одном	3	13
64	так же	5	12
65	с другой	8	12
66	для того	5	12
67	уже в	2	12
68	несмотря на	6	12
69	в качестве	3	12
70	в начале	2	12
71	не может	4	12
72	но не	8	12
73	в котором	4	12
74	из которых	4	12
75	с тем	18	11
76	и даже	3	11
77	на этот	4	11
78	и для	5	11
79	в отношении	6	10
80	отношение к	5	10
81	одной из	5	10
82	и все	2	10
83	в глазах	2	10
84	с его	2	10
85	с одной	7	10
86	как бы	12	10
87	и что	4	10
88	одной стороны	7	9
89	в образе	2	9
90	и особенно	2	9
91	и по	4	9
92	а также	2	9
93	больше чем	2	9
94	отношению к	3	9
95	но все	7	9
96	все что	2	9
97	только в	4	9
98	тех пор	2	8
99	то ни	2	8
100	по своему	2	8
101	с самого	3	8
102	связи с	9	8
103	с этой	3	8
104	в течение	4	8
105	в которых	4	8
106	если не	2	8
107	не было	2	8
108	во всех	2	8
109	в себе	6	7
110	и у	8	7
111	и к	5	7
112	самого начала	2	7
113	и о	3	7
114	в других	3	7
115	так или	3	7
116	но если	2	7
117	и это	2	7
118	в связи	3	7
119	во всяком	6	7
120	бы то	2	7
121	если в	3	7
122	из этих	10	7
123	хотя бы	3	7
124	в результате	3	7
125	целый ряд	4	7
126	должен был	4	7
127	ни было	2	7
128	в этих	4	7
129	в народном	3	7
130	не имеет	5	7
131	или иначе	3	7
132	к его	2	7
133	конце концов	3	7
134	всяком случае	6	7
135	после смерти	10	7
136	когда же	2	6
137	в силу	5	6
138	в виду	2	6
139	в области	9	6
140	его от	2	6
141	надо было	2	6
142	том числе	5	6
143	к концу	3	6
144	тем не	3	6
145	и как	3	6
146	на то	2	6
147	когда он	3	6
148	представляет собой	3	6
149	главным образом	8	6
150	с точки	6	6
151	а не	5	6
152	никогда не	5	5
153	и если	3	5
154	этом отношении	2	5
155	из всех	3	5
156	для всех	2	5
157	вслед за	2	5
158	одним из	2	5
159	по существу	2	5
160	от них	2	5
161	к ним	3	5
162	мы имеем	2	5
163	не могла	2	5
164	признать что	2	5
165	сказать что	2	5
166	представление о	6	5
167	и от	4	5
168	для этого	2	5
169	что это	3	5
170	в мире	5	5
171	именно в	2	5
172	приводит к	2	5
