N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	3	33
2	не только	25	24
3	и в	55	24
4	в частности	6	23
5	то есть	44	22
6	состоит в	5	22
7	может быть	35	22
8	в том	55	20
9	при этом	28	20
10	и не	24	17
11	а в	10	15
12	но и	12	14
13	так и	6	14
14	а не	18	14
15	в себе	6	14
16	но не	5	13
17	представляет собой	2	13
18	в этом	21	12
19	то же	17	12
20	произведение искусства	9	12
21	но в	5	12
22	сводится к	3	12
23	в его	8	12
24	том что	30	11
25	точки зрения	32	11
26	и его	14	11
27	как это	8	10
28	что в	39	10
29	не в	19	9
30	в искусстве	24	9
31	с другой	7	9
32	в то	8	9
33	только в	18	9
34	не может	30	8
35	как бы	11	8
36	в своей	6	8
37	же время	2	8
38	в своем	3	7
39	мы имеем	7	7
40	отношение к	3	7
41	в области	12	7
42	отличие от	6	7
43	в самом	18	7
44	в отличие	4	7
45	однако в	2	7
46	в нем	5	7
47	тем самым	2	6
48	того или	2	6
49	другой стороны	7	6
50	конечном счете	6	6
51	в конечном	6	6
52	со стороны	5	6
53	не менее	9	6
54	еще не	2	6
55	то что	47	6
56	или менее	3	6
57	художественного впечатления	2	6
58	как и	25	6
59	более или	3	6
60	с другими	2	6
61	уже не	3	6
62	приводит к	3	6
63	между ними	2	6
64	в ее	7	6
65	в основе	13	6
66	с его	3	6
67	по преимуществу	2	5
68	художественного произведения	22	5
69	как в	17	5
70	как к	2	5
71	иначе говоря	6	5
72	ни в	9	5
73	в виду	6	5
74	и тем	5	5
75	не является	5	5
76	для того	12	5
77	и о	4	5
78	искусства в	14	5
79	на почве	3	5
80	между тем	6	5
81	могут быть	15	5
82	в художественном	9	5
83	того чтобы	13	5
84	того что	15	5
85	он не	8	5
86	в себя	3	5
87	можно сказать	2	5
88	художественного творчества	6	5
89	никогда не	13	4
90	сказать что	12	4
91	в отношении	3	4
92	его в	3	4
93	или иным	2	4
94	и ее	4	4
95	искусства но	7	4
96	в силу	4	4
97	этого слова	5	4
98	художественного восприятия	2	4
99	в их	4	4
100	одного и	2	4
101	в этих	6	4
102	что он	17	4
103	по своему	2	4
104	далеко не	7	4
105	к тому	8	4
106	а только	4	4
107	того же	3	4
108	слова в	5	4
109	в свою	3	4
110	в целом	8	4
111	произведения искусства	4	4
112	совпадает с	4	4
113	отношении к	3	4
114	и что	28	4
115	не на	2	4
116	с ее	3	4
117	и сам	3	4
118	в слове	3	4
119	хотя и	3	4
120	но он	3	4
121	даже в	2	3
122	и то	4	3
123	эстетического объекта	2	3
124	мышления и	3	3
125	и потому	2	3
126	во всех	4	3
127	понятие о	2	3
128	сводятся к	2	3
129	из этих	6	3
130	одной стороны	7	3
131	о чем	2	3
132	в которой	6	3
133	без остатка	3	3
134	и для	9	3
135	тем не	6	3
136	и как	9	3
137	говоря о	2	3
138	области искусства	2	3
139	если бы	10	3
140	роль в	4	3
141	в узком	2	3
142	или в	2	3
143	подобно тому	7	3
144	художественное произведение	16	3
145	свою очередь	3	3
146	как говорит	5	3
147	в таком	5	3
148	с этой	8	3
149	к области	3	3
150	и вот	5	3
151	была бы	2	3
152	с одной	6	3
153	а с	2	3
154	и составляет	3	3
155	есть в	7	3
156	в жизни	5	3
157	искусства и	24	3
158	в произведении	7	3
159	для себя	2	3
160	это отношение	2	3
161	столь же	6	3
162	или иных	2	3
163	их в	4	3
164	потому что	27	3
165	тому как	10	3
166	прежде всего	5	3
167	и к	5	3
168	этом смысле	3	3
169	отнюдь не	11	3
170	только не	4	3
171	из которого	6	3
172	от себя	4	3
173	не будет	4	3
174	с точки	12	3
175	а на	4	3
176	все эти	7	3
177	о ней	4	3
178	и по	7	3
