N	2gram	Tiupa_Narr	Marksizm
1	прямой речи	2	77
2	точки зрения	10	69
3	может быть	25	64
4	и в	19	63
5	и не	20	55
6	как бы	4	53
7	не может	10	47
8	с точки	2	46
9	и его	5	41
10	в этом	17	39
11	как мы	3	32
12	языка и	2	31
13	в пределах	2	31
14	не только	32	29
15	в нем	4	28
16	то же	4	28
17	но и	23	27
18	самом деле	2	25
19	связи с	4	25
20	прежде всего	4	24
21	как и	7	24
22	так и	9	23
23	и т.п	8	23
24	только в	4	23
25	в том	18	22
26	то что	11	22
27	а не	12	22
28	при этом	9	20
29	для него	2	20
30	том что	14	19
31	не в	14	19
32	в его	9	19
33	но в	6	18
34	в ее	3	18
35	и для	2	18
36	все же	7	17
37	в сущности	3	17
38	в то	3	16
39	по отношению	7	16
40	и как	5	16
41	ни было	3	16
42	что он	6	15
43	в связи	2	15
44	отношению к	6	15
45	отнюдь не	5	15
46	высказывания и	3	15
47	же время	4	15
48	в данном	5	14
49	хотя бы	4	14
50	ничего не	2	13
51	так же	2	13
52	было бы	4	13
53	не является	8	13
54	то ни	3	13
55	что в	3	13
56	в результате	2	12
57	а в	11	12
58	в основе	5	12
59	бы то	3	12
60	он не	3	12
61	между тем	3	12
62	как в	7	11
63	и все	2	11
64	к нему	5	11
65	и на	3	11
66	высказывания в	6	11
67	в ней	3	11
68	не столько	4	11
69	все эти	2	11
70	еще не	7	11
71	и того	2	11
72	никогда не	3	10
73	его в	2	10
74	и потому	2	10
75	бытия в	3	10
76	отличие от	5	10
77	без исключения	2	10
78	с его	6	10
79	сказать что	4	10
80	одна из	3	10
81	в своем	2	10
82	совершенно не	2	10
83	в отличие	5	10
84	с другой	8	10
85	именно в	6	10
86	в таком	2	10
87	в себе	8	9
88	это не	2	9
89	одной из	4	9
90	к тому	7	9
91	что это	3	9
92	не имеет	2	9
93	ни в	3	9
94	точка зрения	6	9
95	перед нами	4	8
96	или иной	5	8
97	и ее	2	8
98	не как	2	8
99	в форме	5	8
100	и т.д	7	8
101	что не	4	8
102	не будет	3	8
103	этого слова	2	8
104	другой стороны	4	8
105	и даже	3	8
106	в свою	3	8
107	и с	4	8
108	столь же	3	8
109	не было	2	8
110	сводится к	3	8
111	к другому	2	8
112	у него	4	8
113	свою очередь	3	7
114	того что	2	7
115	по себе	5	7
116	те же	4	7
117	могут быть	3	7
118	в качестве	21	7
119	в этой	5	7
120	далеко не	5	7
121	о том	6	7
122	оно может	2	7
123	не существует	3	7
124	он сам	2	7
125	как раз	2	7
126	не есть	3	6
127	она может	2	6
128	то есть	19	6
129	одной стороны	7	6
130	в какой	2	6
131	с ее	3	6
132	должна быть	2	6
133	из этих	3	6
134	же в	4	6
135	от одного	2	6
136	с одной	7	6
137	между ними	2	6
138	уже не	5	6
139	в той	6	6
140	речевой акт	2	6
141	этом отношении	3	5
142	различие между	2	5
143	но как	2	5
144	о чем	2	5
145	и тем	4	5
146	точку зрения	4	5
147	то в	6	5
148	в особенности	4	5
149	не менее	3	5
150	или в	2	5
151	той или	4	5
152	в первом	3	5
153	в двух	2	5
154	хотя и	3	5
155	да и	4	5
156	себя в	5	5
157	тем более	2	5
158	жизни в	3	5
159	она не	2	5
160	но не	6	5
161	таком случае	2	5
162	или даже	2	4
163	нуждается в	5	4
164	все те	4	4
165	в области	2	4
166	можно сказать	5	4
167	одного из	4	4
168	и он	3	4
169	между двумя	5	4
170	и до	2	4
171	и самого	3	4
172	что они	3	4
173	нет и	2	4
174	во всей	2	4
175	первом случае	2	4
176	независимо от	2	4
177	к другой	2	4
178	и тот	2	4
179	переход от	4	4
180	одним из	2	4
181	но все	4	4
182	из них	3	4
183	мог бы	3	4
184	уже в	3	4
185	несмотря на	2	4
186	жизни и	3	4
187	это и	3	4
188	тем что	3	4
189	даже в	2	3
190	не о	3	3
191	к себе	5	3
192	не все	5	3
193	по своей	3	3
194	как к	2	3
195	роль в	2	3
196	в значительной	2	3
197	или менее	2	3
198	они и	2	3
199	как это	6	3
200	они не	2	3
201	более или	2	3
202	том числе	6	3
203	во втором	4	3
204	как ни	2	3
205	между собой	2	3
206	и др	2	3
207	не на	2	3
208	а иногда	2	3
209	имеет место	4	3
210	все то	2	3
211	числе и	4	3
212	значительной степени	2	3
213	того или	2	3
214	здесь не	4	3
215	ту или	2	3
216	подход к	2	3
217	можно было	2	3
218	тем не	3	3
219	на первый	2	3
220	человека в	2	3
221	не могло	2	3
222	на протяжении	6	3
223	не с	3	3
224	со стороны	9	3
225	когда он	3	3
226	или иначе	3	3
227	в общей	2	3
228	а по	2	3
229	приводит к	2	3
230	из которых	4	3
231	говорить о	2	3
232	и есть	2	3
233	и только	2	3
234	сознания к	2	2
235	точкой зрения	2	2
236	тем самым	6	2
237	они все	2	2
238	идет о	2	2
239	одну из	2	2
240	каждый из	2	2
241	иное как	2	2
242	сами по	2	2
243	имеют место	2	2
244	в частности	14	2
245	а с	3	2
246	о нем	4	2
247	же не	4	2
248	в прошлом	3	2
249	так или	2	2
250	к самому	2	2
251	речевых жанров	4	2
252	мира и	2	2
253	или ином	2	2
254	не то	2	2
255	том или	2	2
256	же как	3	2
257	которых и	2	2
258	себя и	2	2
259	данном случае	4	2
260	во внешнем	2	2
261	например в	2	2
262	или иного	2	2
263	когда мы	2	2
264	в литературе	2	2
