N	2gram	Bakhtin_Pr	slovoVRo
1	и в	38	92
2	в романе	4	89
3	и т	14	82
4	т п	13	72
5	то есть	46	64
6	в нем	15	59
7	может быть	26	59
8	и его	16	59
9	и не	42	51
10	не только	9	44
11	не может	27	41
12	но и	9	39
13	в этом	15	36
14	а не	5	34
15	во всех	11	32
16	так и	5	30
17	точки зрения	8	30
18	могут быть	5	29
19	и др	8	29
20	в пределах	6	29
21	в его	43	27
22	слова в	7	26
23	все это	3	25
24	языка в	3	25
25	слово в	2	24
26	слова и	3	24
27	как бы	22	24
28	то же	5	23
29	и на	3	22
30	не в	7	21
31	говорящий человек	2	21
32	как в	4	21
33	вовсе не	2	21
34	в то	4	20
35	прежде всего	13	19
36	как мы	7	19
37	или иной	2	18
38	как и	7	18
39	себя в	2	18
40	же время	3	18
41	с ним	5	18
42	все же	6	17
43	оно не	3	17
44	все эти	5	17
45	в истории	2	17
46	в основе	5	17
47	и даже	3	17
48	в большинстве	5	17
49	таким образом	10	17
50	к своему	2	16
51	отличие от	5	16
52	при этом	5	16
53	в них	5	16
54	но в	4	16
55	там где	6	15
56	той или	2	15
57	и с	17	15
58	с точки	6	15
59	в отличие	5	14
60	узком смысле	2	14
61	только в	13	14
62	это не	5	13
63	точка зрения	3	13
64	рядом с	5	13
65	с его	2	13
66	в особенности	2	13
67	и для	11	13
68	с другой	7	13
69	на фоне	3	13
70	в слове	3	13
71	никогда не	5	12
72	и потому	4	12
73	отношение к	10	12
74	а в	6	12
75	или в	2	12
76	и наконец	6	12
77	еще не	7	12
78	и к	3	12
79	в плане	7	11
80	языка как	2	11
81	большинстве случаев	5	11
82	с ними	4	11
83	одной стороны	3	11
84	в этих	2	11
85	язык в	2	11
86	всех его	4	11
87	с одной	3	11
88	все они	5	10
89	в своем	5	10
90	в том	8	10
91	и все	3	10
92	она не	2	10
93	в себе	4	10
94	с другими	3	10
95	в него	2	10
96	лишь в	2	10
97	далеко не	5	10
98	его в	9	9
99	и от	3	9
100	и других	2	9
101	более того	4	9
102	к нему	10	9
103	здесь в	2	9
104	в их	10	9
105	и мир	2	9
106	в своей	7	9
107	сказать что	4	9
108	одна из	2	9
109	но не	12	9
110	на почве	3	9
111	конечно не	5	9
112	он не	3	9
113	не могут	2	8
114	может стать	3	8
115	для понимания	2	8
116	в ней	4	8
