N	2gram	Voloshinov	FransuaR
1	и в	32	367
2	то есть	2	209
3	в этом	27	112
4	и т.п	17	108
5	и не	42	101
6	таким образом	29	100
7	и его	33	99
8	в его	10	98
9	прежде всего	19	92
10	не только	18	87
11	мы уже	7	85
12	но и	17	84
13	как бы	31	82
14	все эти	8	79
15	вовсе не	15	77
16	в романе	2	77
17	как и	19	76
18	в нем	17	75
19	но в	13	75
20	и др	3	72
21	и на	8	72
22	в том	13	71
23	как мы	26	71
24	то же	19	66
25	и все	8	66
26	так и	21	65
27	в этой	3	65
28	в сущности	17	64
29	и с	4	64
30	во время	2	63
31	в то	7	63
32	все это	4	62
33	во всех	13	62
34	же время	7	55
35	что в	5	52
36	в своем	3	51
37	только в	14	48
38	так как	5	46
39	и до	4	46
40	том что	12	45
41	здесь в	5	41
42	то что	12	41
43	жизни и	4	40
44	у него	2	40
45	в самом	14	38
46	точки зрения	48	37
47	в ней	5	37
48	с его	6	36
49	может быть	50	35
50	мы видим	2	35
51	он был	2	35
52	о том	4	35
53	сказать что	7	34
54	и даже	4	34
55	в себе	5	34
56	рядом с	7	32
57	в конце	5	32
58	он не	5	32
59	мы видели	5	32
60	для него	18	32
61	в своей	5	31
62	нового времени	2	31
63	связаны с	3	31
64	до конца	6	31
65	в литературе	2	31
66	так же	10	30
67	никогда не	7	30
68	и потому	7	30
69	той же	5	30
70	потому что	2	30
71	в духе	2	29
72	в этих	2	29
73	не может	40	29
74	еще не	7	29
75	его в	7	29
76	не в	13	29
77	при этом	13	29
78	в одном	2	29
79	связи с	22	29
80	что он	5	29
81	из них	3	28
82	в основе	10	28
83	всех этих	2	28
84	в той	6	28
85	и к	3	28
86	сих пор	10	27
87	и другие	2	27
88	до сих	10	27
89	и их	2	27
90	том числе	3	27
91	все же	13	27
92	кроме того	7	26
93	в условиях	5	26
94	на самом	10	25
95	с помощью	11	25
96	в области	3	25
97	мира и	2	25
98	того чтобы	9	24
99	в ее	9	24
100	и от	6	24
101	в частности	2	24
102	например в	2	24
103	но не	2	24
104	в большинстве	7	24
105	как в	5	24
106	он и	2	24
107	так сказать	19	23
108	и для	15	23
109	это не	5	23
110	в их	5	23
111	еще и	2	23
112	и здесь	9	23
113	к нему	5	23
114	большинстве случаев	7	23
115	форм и	5	22
116	связь с	4	22
117	и во	2	22
118	границы между	2	22
119	а в	5	22
120	что и	5	22
121	там где	4	22
122	и других	3	22
123	тем что	3	22
124	вместе с	2	22
125	не было	6	22
126	именно в	6	21
127	в своих	2	21
128	в качестве	4	21
129	что это	3	21
130	в отношении	7	21
131	ни в	7	21
132	одним из	4	21
133	культуры и	2	21
134	и как	8	21
135	уже в	3	21
136	как раз	5	20
137	одной из	5	20
138	этом отношении	4	20
139	в виду	2	20
140	в значительной	3	20
141	с точки	31	20
142	самом деле	18	20
143	и это	6	20
144	в связи	12	20
145	в форме	3	19
146	того же	11	19
147	в дальнейшем	3	19
148	к этому	10	19
149	было бы	8	19
150	за пределы	8	19
151	далеко не	5	19
152	с другой	6	19
153	с ее	2	19
154	на протяжении	2	19
155	здесь не	2	18
156	превращается в	2	18
157	но они	2	18
158	это и	3	18
159	одна из	6	18
160	конечно и	2	18
161	числе и	3	17
162	для того	8	17
163	но все	4	17
164	того что	5	17
165	можно было	2	17
166	в результате	9	17
167	связана с	4	17
168	и вот	2	17
169	конечно не	9	17
170	а не	15	17
171	между тем	8	16
172	тот же	4	16
173	ничего не	9	16
174	влияние на	3	16
175	в начале	7	16
176	между ними	6	16
177	в другом	5	16
178	они не	2	16
179	с одной	2	16
180	в истории	5	15
181	и вообще	3	15
182	мысли и	7	15
183	еще в	2	15
184	в нашем	4	15
185	и прежде	4	15
186	xix века	4	15
187	как на	2	15
188	в первой	2	15
189	с их	2	15
