N	2gram	Tiupa_Narr	Stilisti
1	и в	22	42
2	как бы	11	30
3	не только	50	28
4	и т.п	11	25
5	прежде всего	7	22
6	и т.д	7	21
7	хотя бы	4	18
8	внутренней речи	3	18
9	то же	12	16
10	но и	39	16
11	и не	34	14
12	не может	16	13
13	может быть	24	13
14	как и	15	12
15	точки зрения	8	11
16	что мы	2	11
17	в себе	14	10
18	и как	4	10
19	ситуации и	2	10
20	отнюдь не	6	10
21	в этом	23	10
22	как мы	3	10
23	в то	9	9
24	для того	4	9
25	все же	10	9
26	то что	14	9
27	при этом	31	9
28	мы не	5	9
29	тем самым	9	8
30	ничего не	8	8
31	в ней	5	8
32	таким образом	5	8
33	с его	6	8
34	никогда не	8	7
35	и от	3	7
36	в которой	2	7
37	мы можем	2	7
38	зависимости от	3	7
39	же время	7	7
40	так и	12	7
41	потому что	7	7
42	только в	23	7
43	а не	27	7
44	и на	5	7
45	того чтобы	7	7
46	в зависимости	3	7
47	было бы	2	7
48	и его	12	7
49	той же	2	7
50	и тем	9	7
51	одно и	2	6
52	или иной	6	6
53	бы в	2	6
54	во всех	2	6
55	не в	12	6
56	в области	4	6
57	говорящего и	2	6
58	точку зрения	3	6
59	в конце	4	6
60	в нем	9	6
61	в свою	4	6
62	в процессе	2	6
63	в его	12	6
64	в форме	7	6
65	слова в	4	6
66	в этой	8	6
67	с помощью	2	6
68	и то	3	5
69	все время	2	5
70	того или	3	5
71	в сознании	6	5
72	в нашем	4	5
73	то есть	15	5
74	не является	7	5
75	и наконец	2	5
76	своей жизни	2	5
77	самом деле	4	5
78	как это	7	5
79	а с	2	5
80	и является	2	5
81	тому что	4	5
82	точек зрения	2	5
83	а в	19	5
84	но в	10	5
85	или иного	3	5
86	в самом	8	5
87	и с	3	5
88	в той	4	5
89	с точки	2	5
90	же самое	3	5
91	вместе с	3	5
92	да и	5	4
93	что это	4	4
94	слов в	2	4
95	в одном	5	4
96	так же	2	4
97	так сказать	4	4
98	о своей	3	4
99	в данной	2	4
100	на него	4	4
101	его внутренней	3	4
102	если бы	9	4
103	что именно	2	4
104	лишь в	3	4
105	свою очередь	2	4
106	у нас	4	4
107	к своему	2	4
108	того что	7	4
109	можно было	2	4
110	один из	8	4
111	с появлением	2	4
112	и все	7	4
113	к тому	13	4
114	о том	5	4
115	точка зрения	5	4
116	уже не	11	4
117	и к	7	4
118	в целом	5	4
119	не существует	3	4
120	той или	7	4
121	не просто	2	4
122	в качестве	27	4
123	себя в	4	4
124	заключает в	2	4
125	можно сказать	11	4
126	не к	4	4
127	в слове	4	4
128	тем же	3	4
129	сказать что	5	3
130	это не	6	3
131	которое может	2	3
132	но при	5	3
133	том что	15	3
134	а к	3	3
135	в начале	4	3
136	но для	5	3
137	перед нами	9	3
138	о своем	2	3
139	об этом	8	3
140	и даже	4	3
141	и здесь	3	3
142	роль в	4	3
143	во второй	2	3
144	в виду	2	3
145	та же	2	3
146	в том	20	3
147	в частности	23	3
148	еще не	6	3
149	только на	4	3
150	его и	2	3
151	как в	9	3
152	и вот	2	3
153	т.п и	2	3
154	не знает	2	3
155	для него	8	3
156	по своему	3	3
157	и для	4	3
158	что у	6	3
159	в котором	3	3
160	их в	4	3
161	высказывания в	3	3
162	зрения как	2	3
163	зрения на	2	3
164	ответ на	6	3
165	жизни это	2	3
166	если не	4	3
167	между ними	3	3
168	не будет	2	3
169	из них	4	3
170	для нас	2	3
171	представить себе	3	3
172	хотя и	8	3
173	жизни и	7	3
174	что и	3	3
175	в ее	4	3
176	и уже	4	3
177	все эти	3	3
178	связи с	3	3
179	между тем	5	3
180	не мог	7	3
181	до конца	2	2
182	и потому	2	2
183	первобытного человека	2	2
184	бытия в	2	2
185	ни слова	2	2
186	мы имеем	6	2
187	из этих	6	2
188	но как	3	2
189	в первой	3	2
190	времени и	9	2
191	на одном	2	2
192	каждый из	3	2
193	к этому	2	2
194	жизни мы	2	2
195	по отношению	5	2
196	за столом	2	2
197	за ними	3	2
198	отношение к	2	2
199	ли не	3	2
200	друг друга	2	2
201	а на	2	2
202	человека в	2	2
203	этом отношении	5	2
204	другого человека	2	2
205	не всегда	4	2
206	художественного высказывания	2	2
207	в этих	3	2
208	что он	7	2
209	по своей	3	2
210	и сам	4	2
211	всех его	2	2
212	связано с	2	2
213	отношению к	5	2
214	себе и	2	2
215	к чему	3	2
216	сих пор	3	2
217	в пределах	2	2
218	в какой	2	2
219	одной из	2	2
220	в жизни	9	2
221	в мире	8	2
222	на этот	2	2
223	но не	7	2
224	в душе	3	2
225	в него	2	2
226	также и	4	2
227	к нему	5	2
228	тому же	9	2
229	которое не	2	2
230	слово это	2	2
231	зависит от	3	2
232	в своих	2	2
233	с собой	2	2
234	говорить и	2	2
235	о них	5	2
236	однако в	4	2
237	представляет собой	21	2
238	между собой	3	2
239	и он	8	2
240	место в	3	2
241	о чем	6	2
242	для них	2	2
243	ли он	2	2
244	не было	3	2
245	между двумя	6	2
246	и когда	3	2
247	здесь не	4	2
248	но это	2	2
249	в своей	8	2
250	или даже	3	2
251	и тогда	2	2
252	или в	7	2
253	в связи	3	2
254	он не	8	2
255	с ним	6	2
256	вовсе не	2	2
257	у себя	2	2
258	к миру	2	2
259	ясно что	2	2
