N	2gram	Voloshinov	Myshleni
1	в том	6	195
2	внутренней речи	3	191
3	в этом	4	167
4	то что	5	166
5	и в	12	162
6	том что	5	161
7	таким образом	12	147
8	точки зрения	14	143
9	с помощью	6	131
10	что в	2	119
11	не только	4	116
12	того что	3	109
13	в процессе	6	101
14	так же	3	100
15	может быть	14	89
16	с точки	2	89
17	не может	16	81
18	как и	5	79
19	так как	9	78
20	и не	10	78
21	только в	6	75
22	но и	3	70
23	речи в	2	70
24	в его	2	67
25	сказать что	7	65
26	как бы	13	64
27	вместе с	2	62
28	и что	2	60
29	то же	5	58
30	в отношении	2	55
31	что мы	5	53
32	между собой	2	53
33	в самом	4	52
34	мы можем	2	48
35	мы не	3	47
36	тогда когда	2	47
37	если бы	9	46
38	но не	2	45
39	с другой	4	45
40	по отношению	11	45
41	как это	2	42
42	отношению к	11	42
43	одной стороны	2	40
44	о том	3	40
45	так и	4	39
46	никогда не	5	39
47	с одной	2	39
48	не в	4	37
49	и к	4	37
50	в своем	2	36
51	все эти	3	36
52	и его	13	36
53	как в	5	36
54	а не	5	36
55	он не	2	35
56	в себе	3	35
57	при этом	6	33
58	прежде всего	8	33
59	по себе	3	33
60	что и	2	32
61	же самое	2	32
62	но в	5	32
63	слова и	6	32
64	и на	4	32
65	и то	2	31
66	все же	4	31
67	между тем	3	29
68	могут быть	2	29
69	от того	4	29
70	к слову	2	28
71	самом деле	3	28
72	в своей	3	27
73	с этой	2	27
74	в то	2	27
75	другой стороны	2	27
76	и с	3	27
77	для него	3	26
78	все это	3	25
79	еще не	3	25
80	уже в	2	25
81	это не	2	25
82	в чем	2	25
83	можно сказать	5	25
84	в какой	2	24
85	в нем	6	24
86	зависимости от	4	24
87	как уже	2	24
88	ни в	3	23
89	в зависимости	2	22
90	отношение к	4	21
91	все время	6	21
92	и более	3	21
93	в нашем	11	21
94	его в	4	21
95	там где	2	21
96	к этому	2	21
97	и все	2	21
98	между ними	2	21
99	и следовательно	5	21
100	и ее	3	21
101	в такой	3	20
102	в котором	3	20
103	в виду	5	20
104	едва ли	2	20
105	не менее	3	20
106	но мы	2	19
107	для других	2	19
108	в данном	2	19
109	словом и	2	19
110	в себя	2	19
111	с ним	3	19
112	как на	2	19
113	и по	3	19
114	независимо от	2	19
115	но это	2	18
116	сих пор	3	17
117	и для	3	17
118	этой точки	3	17
119	совпадает с	2	17
120	не есть	2	17
121	в этих	2	17
122	до конца	2	17
123	до сих	3	17
124	и другие	2	16
125	для нас	7	16
126	такой же	2	16
127	мы имеем	2	16
128	данном случае	2	15
129	когда он	3	15
130	те же	2	15
131	хотя бы	5	15
132	ничего не	2	15
133	на все	2	15
134	в них	3	15
135	и является	4	15
136	он должен	3	14
137	точку зрения	2	14
138	точка зрения	3	14
139	из этого	3	14
140	но что	2	14
141	одно и	2	14
142	с его	2	14
143	и здесь	2	14
144	этих двух	2	14
145	она не	2	13
146	но все	2	13
147	значения и	2	13
148	имеет место	2	13
149	отнюдь не	5	13
150	к его	2	13
151	его к	2	13
152	в основном	2	13
153	стороны и	2	13
154	с другими	2	13
155	и потому	2	12
156	тем не	3	12
157	выражение в	2	12
158	что слово	2	12
159	ко всем	2	12
160	в ней	6	12
161	которые мы	2	12
162	свое выражение	4	12
163	ясно что	3	12
164	только на	3	12
165	к нему	4	12
166	за пределы	4	12
167	тому же	2	12
168	на самом	4	11
169	в каком	3	11
170	действия и	2	11
171	в пределах	3	11
172	нуждается в	3	11
173	и наконец	3	11
174	на примере	2	11
175	слово в	3	11
176	относится к	2	10
177	но для	3	10
178	является для	2	10
179	и слово	2	10
180	этого положения	2	10
181	но этот	2	10
182	и значение	2	10
183	к предмету	5	9
184	в момент	2	9
185	зависит от	2	9
186	мы в	2	9
187	как только	2	9
188	и притом	2	9
189	находит свое	3	9
190	оно не	2	9
191	место в	2	9
192	связь с	2	8
193	что не	4	8
194	дело с	2	8
195	и др	5	8
196	какой степени	2	8
197	и те	2	8
198	отношении к	3	8
199	должна быть	5	7
200	на один	2	7
201	имеет в	3	7
202	общего с	2	7
203	в жизни	5	7
204	на него	2	7
205	но тем	2	7
206	со словом	2	7
207	бы мы	3	6
208	не способен	2	6
209	и вообще	3	6
210	социальной среды	2	6
211	точек зрения	3	6
212	уже не	4	6
213	нашего сознания	2	6
214	как к	3	6
215	дело в	4	6
216	ни на	2	6
217	в условиях	2	6
218	не остается	2	6
219	может стать	2	6
220	опираясь на	2	5
221	предметом исследования	2	5
222	мы никогда	2	5
223	это как	3	5
224	слова но	2	5
225	все они	2	5
226	от всех	2	5
227	содержания и	2	5
228	разрыв между	2	5
229	к ним	2	5
230	как если	4	5
231	более того	2	5
232	почти исключительно	2	5
233	в форме	2	5
234	кроме того	2	5
235	бы оно	2	4
236	и та	2	4
237	или не	3	4
238	из него	2	4
239	бы то	3	4
240	и самое	2	4
241	ни было	4	4
242	не к	3	4
243	формы и	3	4
244	себя и	2	4
245	из общей	2	4
246	общения и	2	4
247	тем как	2	4
248	в корне	2	4
249	была бы	2	4
250	известной степени	2	4
251	здесь не	3	4
252	слова так	2	4
253	жизни и	4	4
254	самое слово	2	4
255	в некоторых	3	4
256	конечно не	3	4
257	как же	2	3
258	до известной	2	3
259	социальной средой	2	3
260	сливается с	2	3
261	и совершенно	2	3
262	а к	2	3
263	на это	2	3
264	словами и	2	3
265	каком отношении	2	3
266	не так	2	3
267	по природе	2	3
268	нас и	2	3
269	имеем в	2	3
270	нашем примере	7	3
271	если же	2	3
272	в настоящее	2	3
273	находит в	2	3
274	настоящее время	2	3
275	является продуктом	3	3
276	да и	3	3
277	конечно в	2	3
278	то ни	3	3
279	бы не	2	3
280	бы даже	2	3
281	и пр	3	3
282	с чисто	2	2
283	за его	2	2
284	структурой и	2	2
285	влияние на	2	2
286	вещи и	2	2
287	в словесном	2	2
288	контекста в	2	2
289	вторая точка	2	2
290	автора и	2	2
291	мы ни	5	2
292	перестает быть	2	2
293	метод в	2	2
294	числа в	2	2
295	художественное произведение	3	2
296	делает его	2	2
297	но зато	2	2
298	из общего	3	2
299	его как	2	2
300	как не	2	2
301	нет ничего	2	2
302	формой и	2	2
303	и уже	3	2
304	в самое	2	2
305	и так	2	2
306	они ни	2	2
