N	3gram	Medvedev_F	FransuaR
1	в то же	13	55
2	то же время	13	55
3	до сих пор	7	27
4	в том что	3	27
5	в большинстве случаев	5	22
6	в этом отношении	7	20
7	но в то	3	20
8	с точки зрения	17	20
9	для того чтобы	3	17
10	как мы видели	5	16
11	в связи с	9	16
12	и до конца	3	16
13	но и в	4	15
14	и прежде всего	2	14
15	начала и до	2	14
16	с начала и	2	14
17	на самом деле	7	13
18	не может быть	11	13
19	с одной стороны	5	13
20	в той же	2	13
21	с другой стороны	4	12
22	и в то	4	12
23	как и все	2	11
24	в отличие от	2	11
25	в конце концов	2	10
26	в данном случае	2	10
27	в значительной степени	3	10
28	по отношению к	4	9
29	так и в	6	9
30	до известной степени	3	9
31	более или менее	7	8
32	в его целом	8	8
33	в своей книге	2	7
34	в настоящее время	11	7
35	в отрыве от	2	7
36	прежде всего в	5	7
37	в самом деле	5	7
38	с самого начала	2	6
39	но все же	2	6
40	в свою очередь	6	6
41	и до сих	2	6
42	во всяком случае	6	5
43	и в этой	2	5
44	в применении к	4	5
45	до настоящего времени	3	5
46	и в частности	2	5
47	одной стороны и	4	5
48	в строгом смысле	2	4
49	может быть и	4	4
50	и до настоящего	2	4
51	влияние и на	2	4
52	как раз и	4	4
53	как мы увидим	3	4
54	в нем и	2	4
55	что и в	2	4
56	и не может	5	4
57	связи с этим	4	4
58	но даже и	2	4
59	бы то ни	4	3
60	в этом процессе	2	3
61	большое место в	2	3
62	как мы знаем	2	3
63	в этом смысле	3	3
64	как один из	2	3
65	не только не	2	3
66	вместе с тем	5	3
67	нет и не	2	3
68	как бы ни	3	3
69	что в нем	2	3
70	и ни на	2	3
71	в ней и	2	3
72	в предисловии к	3	3
73	и не в	2	3
74	в своей статье	5	3
75	в связи со	2	3
76	смысле этого слова	4	3
77	и в этом	6	3
78	но и с	2	3
79	друг от друга	2	3
80	в ее целом	3	3
81	в целом ряде	2	3
82	в последнем счете	2	2
83	сам по себе	2	2
84	ничего общего с	2	2
85	хотя бы в	4	2
86	тем путем что	2	2
87	не могут быть	4	2
88	быть и не	2	2
89	мы полагаем что	3	2
90	настоящее время в	3	2
91	все более и	3	2
92	мы не можем	3	2
93	этого прежде всего	2	2
94	же время не	2	2
95	же время и	2	2
96	между этими двумя	2	2
97	для этого прежде	2	2
98	не могло не	3	2
99	более и более	3	2
100	как и всякая	2	2
101	главным образом на	2	2
102	в том чтобы	3	2
