N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	2	33
2	в мире	3	26
3	не только	16	24
4	и в	65	24
5	в частности	3	23
6	то есть	30	22
7	состоит в	4	22
8	может быть	33	22
9	в том	46	20
10	при этом	10	20
11	и не	20	17
12	а в	9	15
13	но и	6	14
14	так и	3	14
15	а не	11	14
16	в себе	9	14
17	но не	3	13
18	представляет собой	3	13
19	в этом	37	12
20	то же	17	12
21	но в	5	12
22	в его	11	12
23	том что	28	11
24	точки зрения	19	11
25	и его	8	11
26	как это	13	10
27	что в	36	10
28	в данном	5	9
29	не в	12	9
30	в искусстве	2	9
31	с другой	8	9
32	в то	5	9
33	только в	9	9
34	не может	17	8
35	как бы	29	8
36	в своей	6	8
37	в своем	8	7
38	мы имеем	2	7
39	отношение к	2	7
40	в самом	41	7
41	место в	6	7
42	в нем	8	7
43	тем самым	4	6
44	или иного	2	6
45	того или	2	6
46	другой стороны	5	6
47	в первой	2	6
48	в конечном	2	6
49	со стороны	4	6
50	еще не	3	6
51	то что	61	6
52	как и	12	6
53	в русской	4	6
54	или иначе	2	6
55	уже не	2	6
56	в ее	9	6
57	в основе	5	6
58	с его	2	6
59	данном случае	5	5
60	по преимуществу	2	5
61	художественного произведения	2	5
62	как в	8	5
63	как к	6	5
64	и одновременно	2	5
65	иначе говоря	10	5
66	ни в	6	5
67	в виду	6	5
68	и тем	4	5
69	не является	2	5
70	для того	18	5
71	и о	6	5
72	для него	4	5
73	между тем	10	5
74	того чтобы	21	5
75	того что	9	5
76	он не	11	5
77	можно сказать	2	5
78	никогда не	9	4
79	сказать что	14	4
80	его в	5	4
81	это не	7	4
82	и ее	4	4
83	в другом	6	4
84	в силу	2	4
85	этого слова	5	4
86	в их	3	4
87	одного и	2	4
88	в этих	3	4
89	что он	23	4
90	по своему	6	4
91	далеко не	3	4
92	к тому	18	4
93	для читателя	2	4
94	того же	4	4
95	в свою	6	4
96	в целом	8	4
97	со своей	3	4
98	совпадает с	2	4
99	и что	29	4
100	говорить о	3	4
101	с ее	5	4
102	не следует	3	4
103	отношения к	3	4
104	но он	5	4
105	даже в	2	3
106	и то	10	3
107	перед нами	12	3
108	во всех	4	3
109	из этих	6	3
110	одной стороны	6	3
111	в которой	8	3
112	и для	4	3
113	и как	10	3
114	в порядке	4	3
115	если бы	22	3
116	к которому	3	3
117	роль в	2	3
118	или в	6	3
119	он должен	2	3
120	художественное произведение	2	3
121	свою очередь	3	3
122	как говорит	2	3
123	в таком	6	3
124	слова как	3	3
125	одним из	2	3
126	с этой	5	3
127	несет в	3	3
128	на две	3	3
129	и вот	6	3
130	была бы	5	3
131	в романе	2	3
132	между собой	2	3
133	с одной	7	3
134	а с	4	3
135	не с	2	3
136	есть в	3	3
137	в жизни	6	3
138	столь же	5	3
139	их в	4	3
140	именно в	3	3
141	потому что	26	3
142	все прочие	2	3
143	в сторону	2	3
144	имеем в	3	3
145	прежде всего	2	3
146	к его	2	3
147	к действительности	3	3
148	и к	5	3
149	отнюдь не	2	3
150	только не	3	3
151	не будет	2	3
152	с точки	11	3
153	а на	2	3
154	все эти	7	3
155	и по	2	3
156	связи с	2	3
157	таким образом	21	3
158	во всей	3	3
159	принадлежит к	3	3
160	например в	5	3
161	в этой	20	3
162	имеет место	2	3
163	в одном	9	3
164	как раз	14	3
165	вовсе не	11	3
166	вслед за	4	3
167	между двумя	3	3
168	одно и	4	2
169	может служить	8	2
170	еще и	2	2
171	в каком	8	2
172	чтобы не	2	2
173	не могли	5	2
174	на время	2	2
175	от имени	3	2
176	не от	2	2
177	видим в	2	2
178	имеет в	2	2
179	могла бы	6	2
180	не могут	2	2
181	идет о	8	2
182	для всех	2	2
183	русской поэзии	2	2
184	так же	12	2
185	если в	2	2
186	но как	3	2
187	тем более	2	2
188	дело не	3	2
189	что она	34	2
190	говорит что	17	2
191	это было	4	2
192	в глаза	3	2
193	отличается от	2	2
194	об этом	4	2
195	и даже	4	2
196	в конце	5	2
197	на свою	2	2
198	и здесь	9	2
199	на деле	4	2
200	и прежде	2	2
201	либо в	6	2
202	это и	4	2
203	события в	3	2
204	это делает	2	2
205	казалось бы	7	2
206	от своего	2	2
207	у нас	4	2
208	к своему	2	2
209	только на	3	2
210	и другие	3	2
211	своей жизни	2	2
212	у него	6	2
213	самом деле	33	2
214	в рассказе	9	2
215	автора и	2	2
216	в чем	3	2
217	вместе с	10	2
218	в какой	8	2
219	здесь мы	6	2
220	творческий акт	2	2
221	рассказ о	2	2
222	вытекает из	2	2
223	к нему	2	2
224	и это	13	2
225	ее в	7	2
226	в повести	2	2
227	тому что	10	2
228	о том	17	2
229	в самой	9	2
230	что такое	2	2
231	могли бы	6	2
232	есть как	2	2
233	если мы	19	2
234	образом и	3	2
235	должен быть	4	2
236	и на	7	2
237	этой точки	2	2
238	на этом	6	2
239	к чему	6	2
240	из которых	6	2
241	в европейской	2	2
242	всякий раз	6	2
243	один из	7	2
244	в них	4	2
245	по себе	5	2
246	материала в	3	2
247	тем в	3	2
248	речь идет	7	2
249	несмотря на	7	2
250	здесь не	3	2
251	в той	8	2
252	мы в	4	2
253	что и	7	2
254	и больше	2	2
255	для автора	2	2
256	о его	2	2
257	имеет дело	2	2
258	заключается в	13	2
259	не просто	7	2
260	все это	12	2
261	что они	9	2
262	как будто	13	2
263	в первом	3	2
264	ясно говорит	2	2
265	я не	9	2
266	и который	2	2
267	полагал что	3	2
