N	3gram	Losev_Prob	Vladivir
1	в том что	17	29
2	о том что	8	22
3	тем не менее	23	18
4	а к толстого	2	16
5	что же касается	5	14
6	и то что	8	14
7	в то время	6	13
8	необходимо сказать что	4	13
9	дело в том	4	13
10	во всяком случае	8	12
11	в связи с	9	12
12	более или менее	2	11
13	содержит в себе	13	11
14	в конце концов	4	11
15	в то же	10	10
16	с точки зрения	9	10
17	не может быть	5	10
18	как раз и	5	9
19	на этот раз	3	9
20	в этом смысле	5	9
21	на то что	2	8
22	это значит что	8	7
23	на первый план	3	7
24	точно так же	5	7
25	у нас выше	3	7
26	том что он	2	6
27	в данном случае	12	6
28	в отличие от	2	6
29	также и то	5	6
30	в настоящее время	4	6
31	как мы видели	2	6
32	никакого отношения к	3	6
33	с другой стороны	11	6
34	и в этом	6	6
35	так или иначе	2	6
36	само по себе	5	6
37	бы то ни	5	5
38	а иной раз	2	5
39	то время как	6	5
40	но даже и	7	5
41	и в то	2	5
42	не только в	2	5
43	и в его	3	5
44	что и в	3	5
45	в сравнении с	4	5
46	по крайней мере	9	4
47	сам по себе	10	4
48	можно сказать что	2	4
49	вовсе не есть	12	4
50	и ни в	4	4
51	не что иное	6	4
52	можно было бы	6	4
53	себе отчет в	2	4
54	заключается в том	5	4
55	с одной стороны	2	4
56	для того чтобы	4	4
57	что иное как	6	4
58	в себе и	2	4
59	и т д	20	4
60	то это значит	3	4
61	что он не	2	3
62	ни в каком	8	3
63	и больше ничего	3	3
64	иметь в виду	2	3
65	в первую очередь	3	3
66	так что в	2	3
67	не имеет никакого	3	3
68	ничего общего с	2	3
69	даже и в	3	3
70	только то что	4	3
71	только в том	2	3
72	и в частности	4	3
73	не только не	5	3
74	по себе в	2	3
75	хотя бы и	2	3
76	хотя и не	2	3
77	на самом же	7	3
78	это вовсе не	5	3
79	мы должны сказать	6	3
80	самом же деле	7	3
81	это же самое	3	3
82	нам представляется что	3	3
83	а то что	3	3
84	должны сказать что	5	3
85	и прежде всего	3	2
86	и то же	5	2
87	не так уж	2	2
88	и не в	2	2
89	да и то	2	2
90	или по крайней	6	2
91	так и в	2	2
92	не имеет ничего	3	2
93	может быть и	3	2
94	как мы сказали	2	2
95	взятое само по	3	2
96	то что мы	3	2
97	так же как	3	2
98	есть прежде всего	3	2
99	имеет ничего общего	3	2
100	но в том	2	2
101	мы не будем	3	2
102	едва ли можно	2	2
103	даже и не	6	2
104	до сих пор	4	2
105	и совсем не	2	2
106	одно и то	4	2
107	в таком случае	7	2
108	ни в чем	2	2
109	те или иные	6	2
110	и тем не	6	2
111	есть не что	6	2
112	здесь перед нами	2	2
113	только в виде	2	2
114	то что у	3	2
115	в этом случае	8	2
116	так же и	3	2
117	автор настоящей работы	2	2
118	то ни было	4	2
119	отчет в том	3	2
120	несмотря на свою	2	2
121	это и есть	3	2
122	нечего и говорить	2	2
123	если иметь в	2	2
124	но только в	2	2
125	только при помощи	4	2
