N	2gram	Losev_Prob	VLabPisa
1	таким образом	9	32
2	в этом	30	29
3	не только	37	26
4	и в	64	26
5	и т	13	25
6	может быть	29	23
7	хотя бы	15	20
8	и не	63	20
9	объективной действительности	3	19
10	т е	2	18
11	не может	18	17
12	т д	12	16
13	в том	19	15
14	в его	12	15
15	этом отношении	2	14
16	в силу	2	14
17	прежде всего	17	13
18	все это	11	13
19	в частности	5	12
20	как это	7	12
21	в качестве	3	12
22	что в	21	11
23	с другой	8	11
24	из них	3	11
25	то же	10	10
26	не могут	6	10
27	но и	23	10
28	и др	2	10
29	о том	25	10
30	по этому	6	10
31	об этом	10	9
32	для него	2	9
33	в своем	7	8
34	том что	26	8
35	говорит и	3	8
36	могут быть	2	8
37	другой стороны	7	8
38	все эти	15	8
39	было бы	16	8
40	только в	19	8
41	вместе с	4	8
42	это не	7	7
43	из этих	5	7
44	во всех	9	7
45	то что	72	7
46	действительности и	5	7
47	тому что	6	7
48	как и	7	7
49	их в	6	7
50	в нем	14	7
51	этому поводу	5	7
52	не было	7	7
53	говорит о	4	7
54	же в	5	7
55	а не	21	7
56	не в	6	6
57	в то	7	6
58	в себе	16	6
59	или менее	7	6
60	все же	7	6
61	думается что	2	6
62	в искусстве	3	6
63	так и	17	6
64	более или	7	6
65	один из	7	6
66	в зависимости	2	6
67	и его	3	6
68	бы и	5	6
69	между тем	3	6
70	никогда не	8	5
71	даже в	2	5
72	сказать что	33	5
73	в плане	2	5
74	перед нами	7	5
75	в результате	6	5
76	в пределах	2	5
77	зависимости от	2	5
78	в их	7	5
79	не является	12	5
80	одним из	2	5
81	и при	4	5
82	действующих лиц	2	5
83	к тому	5	5
84	он говорит	2	5
85	как бы	18	5
86	утверждать что	2	5
87	в них	8	5
88	связи с	8	5
89	и есть	7	5
90	художественный образ	9	5
91	по поводу	6	4
92	одна из	4	4
93	в сознании	5	4
94	в нашей	3	4
95	и ее	9	4
96	только что	2	4
97	роль в	2	4
98	в виду	10	4
99	это только	4	4
100	ее в	2	4
101	что он	11	4
102	по существу	2	4
103	с тем	6	4
104	что все	9	4
105	что для	4	4
106	отнюдь не	15	4
107	в самом	10	4
108	как раз	20	4
109	в ее	3	4
110	в своей	8	4
111	является не	4	4
112	в связи	7	4
113	можно сказать	9	4
114	в этой	14	4
115	чем же	2	4
116	с его	3	4
117	что пишет	2	3
118	не столь	2	3
119	и от	3	3
120	никак не	13	3
121	например в	2	3
122	при помощи	21	3
123	и к	2	3
124	с этим	7	3
125	мы имеем	3	3
126	так же	12	3
127	но как	11	3
128	том как	2	3
129	всех этих	11	3
130	бы в	3	3
131	та или	2	3
132	но даже	3	3
133	в значительной	2	3
134	в конце	13	3
135	его в	9	3
136	и как	10	3
137	тому как	3	3
138	если бы	8	3
139	подобно тому	2	3
140	как он	4	3
141	значительной мере	2	3
142	как о	4	3
143	для того	10	3
144	и их	4	3
145	у нас	31	3
146	как на	3	3
147	того что	18	3
148	нет и	5	3
149	далеко не	9	3
150	этот вопрос	2	3
151	она не	5	3
152	а в	7	3
153	в котором	5	3
154	именно в	5	3
155	точки зрения	5	3
156	даже и	18	3
157	значит и	2	3
158	в которых	4	3
159	что оно	4	3
160	естественно что	2	3
161	что не	8	3
162	того чтобы	10	3
163	что и	2	3
164	сводится к	3	3
165	и по	3	3
166	или в	5	3
167	этой области	5	3
168	что они	5	3
169	же и	4	3
170	момент в	2	3
171	это мы	2	3
172	вовсе не	60	3
173	не о	7	2
174	в целях	2	2
175	относится к	6	2
176	если в	2	2
177	да и	11	2
178	самого себя	2	2
179	чтобы не	3	2
