N	2gram	Propp_Isto	Stilisti
1	и в	40	42
2	как бы	6	30
3	не только	28	28
4	прежде всего	15	22
5	хотя бы	5	18
6	то же	21	16
7	но и	21	16
8	и не	19	14
9	не может	19	13
10	может быть	37	13
11	как и	5	12
12	что мы	9	11
13	мы уже	7	11
14	в себе	6	10
15	и как	3	10
16	отнюдь не	2	10
17	мы должны	17	10
18	в этом	13	10
19	как мы	3	10
20	в то	4	9
21	все же	17	9
22	то что	17	9
23	эти слова	3	9
24	при этом	6	9
25	мы не	12	9
26	тем самым	2	8
27	ничего не	6	8
28	так как	20	8
29	и это	2	8
30	с тем	13	8
31	в ней	10	8
32	что же	4	8
33	таким образом	13	8
34	никогда не	25	7
35	другими словами	8	7
36	и от	2	7
37	в которой	2	7
38	мы можем	7	7
39	зависимости от	3	7
40	так и	13	7
41	потому что	12	7
42	только в	16	7
43	а не	18	7
44	и на	6	7
45	того чтобы	3	7
46	в зависимости	3	7
47	было бы	11	7
48	и его	5	7
49	и тем	2	7
50	когда мы	4	6
51	и так	3	6
52	бы в	2	6
53	во всех	3	6
54	не в	11	6
55	в области	2	6
56	точку зрения	3	6
57	в нем	8	6
58	на его	2	6
59	в его	10	6
60	в форме	3	6
61	слова в	2	6
62	в этой	9	6
63	мы будем	5	6
64	и то	3	5
65	связанных с	2	5
66	мы увидим	17	5
67	и наконец	5	5
68	и их	4	5
69	самом деле	2	5
70	как это	6	5
71	а с	4	5
72	мы видели	4	5
73	но все	9	5
74	а в	15	5
75	но в	13	5
76	и с	5	5
77	уже в	2	5
78	же самое	3	5
79	вместе с	13	5
80	да и	3	4
81	что это	12	4
82	в одном	8	4
83	так же	18	4
84	так сказать	3	4
85	на это	3	4
86	в данной	2	4
87	его в	15	4
88	на него	7	4
89	если бы	8	4
90	не что	3	4
91	были бы	2	4
92	к своему	3	4
93	того что	6	4
94	всего в	2	4
95	самого начала	4	4
96	можно было	8	4
97	один из	10	4
98	с самого	4	4
99	к тому	6	4
100	о том	12	4
101	и пр	11	4
102	что такое	3	4
103	точка зрения	2	4
104	если мы	4	4
105	уже не	3	4
106	в целом	3	4
107	не существует	2	4
108	не знаем	3	4
109	мы видим	16	4
110	не просто	5	4
111	все это	6	4
112	в качестве	8	4
113	себя в	2	4
114	сказать что	7	3
115	на самом	3	3
116	это не	8	3
117	том что	11	3
118	бы мы	2	3
119	в начале	3	3
120	в тех	4	3
121	перед нами	5	3
122	об этом	11	3
123	и даже	4	3
124	то мы	6	3
125	и здесь	15	3
126	социальной жизни	4	3
127	роль в	3	3
128	для наших	2	3
129	в виду	2	3
130	в том	12	3
131	он должен	3	3
132	в частности	3	3
133	у них	2	3
134	еще не	14	3
135	только на	2	3
136	вследствие этого	2	3
137	его и	6	3
138	как в	7	3
139	и вот	2	3
140	не знает	7	3
141	в разных	2	3
142	для него	2	3
143	не с	3	3
144	предположим что	2	3
145	то он	2	3
146	не так	2	3
147	и для	5	3
148	видели что	5	3
149	что у	3	3
150	в котором	5	3
151	их в	7	3
152	заметить что	2	3
153	должно было	4	3
154	ответ на	3	3
155	между ними	2	3
156	из которых	3	3
157	главным образом	2	3
158	но что	2	3
159	из них	5	3
160	для нас	17	3
161	что и	9	3
162	в ее	2	3
163	мы в	4	3
164	все эти	6	3
165	конечно не	2	3
166	связи с	10	3
167	отношения к	2	3
168	уже видели	4	3
169	что эти	5	3
170	этом случае	3	3
171	между тем	2	3
172	связь между	4	3
173	в основе	4	3
174	не мог	4	3
175	здесь мы	9	3
176	что иное	3	2
177	еще и	2	2
178	в каком	2	2
179	первый взгляд	2	2
180	для этого	3	2
181	вопрос о	8	2
182	и потому	3	2
183	которые в	3	2
184	с этим	5	2
185	для всех	2	2
186	относится к	2	2
187	с другими	2	2
188	в нашей	2	2
189	мы имеем	25	2
190	нет ничего	2	2
191	из этих	2	2
192	но как	2	2
193	будем называть	2	2
194	на эту	3	2
195	должно быть	2	2
196	к этому	2	2
197	с ней	2	2
198	по отношению	6	2
199	иное как	3	2
200	должны были	9	2
201	друг друга	2	2
202	есть не	2	2
203	должен быть	3	2
204	к которому	5	2
205	в середине	3	2
206	на первый	2	2
207	кроме того	3	2
208	тем что	7	2
209	не обладает	3	2
210	в их	6	2
211	не всегда	9	2
212	разве не	2	2
213	уяснить себе	2	2
214	в этих	17	2
215	что он	32	2
216	по своей	2	2
217	ничем не	2	2
218	нас не	3	2
219	наших целей	2	2
220	с природой	2	2
221	связано с	2	2
222	ни к	3	2
223	отношению к	6	2
224	к чему	4	2
225	сих пор	12	2
226	его не	3	2
227	в пределах	4	2
228	в какой	4	2
229	нужно было	2	2
230	не должен	8	2
231	подойти к	2	2
232	со всех	4	2
233	увидим что	8	2
234	одной из	6	2
235	в жизни	2	2
236	на этот	2	2
237	но не	7	2
238	как уже	2	2
239	в него	2	2
240	также и	3	2
241	к нему	3	2
242	но мы	2	2
243	видим что	13	2
244	связанные с	3	2
245	зависит от	3	2
246	только одна	2	2
247	связь с	8	2
248	с собой	2	2
249	не есть	2	2
250	этот вопрос	7	2
251	даже на	2	2
252	в которых	2	2
253	ни один	8	2
254	однако в	2	2
255	представляет собой	7	2
256	теперь к	2	2
257	между собой	4	2
258	и он	4	2
259	к рассмотрению	2	2
260	ли он	3	2
261	не было	3	2
262	смысле этого	2	2
263	и когда	4	2
264	здесь не	5	2
265	но это	8	2
266	в своей	2	2
267	или даже	3	2
268	и тогда	3	2
269	или в	6	2
270	в связи	7	2
271	был бы	4	2
272	войти в	2	2
273	он не	10	2
274	значение и	2	2
275	в дальнейшем	6	2
276	с ним	3	2
277	тот же	3	2
278	вовсе не	3	2
279	у себя	2	2
280	ясно что	2	2
