N	2gram	Voloshinov	EvropaiE
1	и в	16	37
2	в пределах	2	25
3	точки зрения	8	23
4	что в	3	21
5	не только	7	18
6	с точки	6	17
7	хотя бы	4	15
8	то же	2	15
9	но в	4	14
10	но и	4	14
11	и не	4	14
12	в этом	9	12
13	в том	3	11
14	в области	3	11
15	так и	4	10
16	так же	2	9
17	не может	8	9
18	отнюдь не	4	9
19	прежде всего	9	9
20	только в	4	9
21	было бы	2	8
22	в своей	2	8
23	по своему	2	7
24	нам кажется	2	7
25	как и	2	7
26	так как	4	7
27	том что	3	6
28	во всех	3	6
29	и даже	4	6
30	может быть	17	6
31	и на	4	6
32	с этой	2	6
33	то что	3	6
34	как бы	5	6
35	и по	2	5
36	и потому	3	5
37	как мы	4	5
38	в частности	2	5
39	же как	2	5
40	сказать что	7	4
41	в каком	2	4
42	и притом	3	4
43	можно сказать	4	4
44	в самом	2	4
45	мы не	2	4
46	для нас	2	4
47	ни было	2	4
48	не на	2	4
49	как это	3	4
50	никогда не	2	3
51	и для	2	3
52	и только	9	3
53	о том	2	3
54	к ним	2	3
55	в общем	3	3
56	вообще не	2	3
57	того же	2	3
58	этом смысле	3	3
59	мира и	3	3
60	и к	6	3
61	мы можем	9	3
62	не будет	2	3
63	в них	2	3
64	всяком случае	3	3
65	что и	2	3
66	и мы	2	3
67	большинстве случаев	3	3
68	ее в	2	3
69	во всяком	3	3
70	есть в	2	2
71	кажется что	2	2
72	в его	4	2
73	не есть	2	2
74	и этот	2	2
75	что это	2	2
76	не могут	2	2
77	а в	3	2
78	с этим	2	2
79	с другими	3	2
80	но как	2	2
81	в большинстве	3	2
82	и с	8	2
83	что на	2	2
84	могут быть	3	2
85	в развитии	2	2
86	между ними	3	2
87	на язык	3	2
88	в одном	3	2
89	на них	2	2
90	и как	3	2
91	не можем	2	2
92	в этих	3	2
93	жизни и	3	2
94	и теперь	3	2
95	как не	2	2
96	и других	2	2
97	мы видим	2	2
98	и наконец	4	2
99	можем сказать	2	2
100	и все	4	2
101	по сравнению	3	2
102	таким образом	9	2
103	он не	2	2
104	во всей	2	2
105	сравнению с	3	2
106	в этой	4	2
107	и таким	2	2
108	между собой	2	2
109	вместе с	3	2
110	на основе	2	2
