N	2gram	Vygotskiy_	Mirosoze
1	и в	47	97
2	может быть	20	64
3	не только	36	63
4	в этом	47	55
5	но и	19	54
6	он не	5	53
7	а не	7	53
8	в нем	6	49
9	не может	23	49
10	у него	2	47
11	и не	27	39
12	никогда не	7	38
13	потому что	26	37
14	в ней	5	37
15	не в	7	34
16	и есть	4	33
17	для него	6	31
18	не есть	4	30
19	но он	3	30
20	прежде всего	9	29
21	как и	19	29
22	но в	9	27
23	и он	4	27
24	о человеке	2	26
25	и это	2	25
26	в своей	4	25
27	и все	5	24
28	у нас	3	24
29	в своем	3	23
30	что в	23	23
31	что он	13	22
32	в самом	15	21
33	в себе	14	20
34	отношение к	8	20
35	до конца	8	19
36	как бы	13	19
37	в его	7	18
38	и потому	3	17
39	того что	27	17
40	в том	38	16
41	том что	28	16
42	то что	40	16
43	было бы	12	16
44	и его	14	16
45	в этой	7	15
46	не знает	3	15
47	в котором	6	15
48	в конце	5	14
49	она не	7	14
50	так как	25	14
51	та же	2	13
52	друг друга	9	13
53	и на	4	13
54	это не	6	12
55	в любви	2	12
56	к нему	5	12
57	в них	3	12
58	все это	5	12
59	привести к	4	12
60	но не	13	12
61	он сам	2	12
62	с тем	8	11
63	и там	3	11
64	но это	4	11
65	менее всего	3	11
66	в которой	16	11
67	только в	24	11
68	как в	7	11
69	и для	5	11
70	и к	11	11
71	не могут	9	10
72	так же	26	10
73	есть не	3	10
74	это и	7	10
75	один из	3	10
76	чем у	3	10
77	то же	16	10
78	связана с	4	10
79	не имеет	6	10
80	в самой	3	10
81	а в	3	9
82	к тому	13	9
83	что и	4	9
84	и во	5	9
85	я не	3	9
86	должно быть	3	9
87	все что	7	9
88	в свою	3	9
89	с ним	5	9
90	лишь в	3	9
91	не мог	2	9
92	вместе с	19	9
93	вопрос о	9	8
94	ничего не	2	8
95	в этих	2	8
96	они не	2	8
97	что не	2	8
98	того чтобы	26	8
99	в отношении	9	8
100	только и	5	8
101	за пределы	2	8
102	тем что	14	8
103	для того	24	8
104	отношении к	4	8
105	что есть	2	8
106	нет и	4	8
107	о том	5	8
108	и с	5	8
109	еще в	3	8
110	уже в	3	8
111	она есть	2	7
112	но если	5	7
113	что все	6	7
114	мог бы	6	7
115	точки зрения	39	7
116	себя и	2	7
117	что она	8	7
118	на этом	4	7
119	в высшей	3	7
120	также и	2	7
121	в нашем	6	7
122	от нее	3	7
123	отношения к	5	7
124	во всем	4	7
125	чем в	5	7
126	его в	7	6
127	у них	2	6
128	всего в	2	6
129	и она	2	6
130	в ее	7	6
131	совсем не	2	6
132	должен был	2	6
133	это есть	6	6
134	того как	6	6
135	и от	6	6
136	что это	7	6
137	можно было	7	6
138	к ней	2	6
139	к другу	4	6
140	если бы	8	6
141	с этой	5	6
142	по своей	12	6
143	и более	2	6
144	что у	4	6
145	на то	5	6
146	и здесь	5	6
147	в которых	3	6
148	друг к	3	6
149	оно не	3	5
150	с собой	3	5
151	в то	10	5
152	к которому	3	5
153	в их	4	5
154	так и	8	5
155	все время	3	5
156	они и	2	5
157	от этого	3	5
158	связано с	4	5
159	и вместе	2	5
160	не для	2	5
161	должны быть	5	5
162	до того	2	5
163	сказать что	18	5
164	интерес к	2	5
165	во всяком	2	5
166	в основе	5	5
167	одно из	6	5
168	с этим	5	5
169	вопроса о	2	5
170	говорит что	3	5
171	момент в	3	5
172	мысли и	13	5
173	отличается от	6	5
174	и как	7	5
175	бы в	7	5
176	для этого	4	5
177	еще не	5	5
178	его и	2	5
179	сих пор	6	5
180	когда он	2	5
181	до сих	6	5
182	той же	13	5
183	по отношению	10	4
184	в каждом	3	4
185	от того	6	4
186	как к	4	4
187	так что	8	4
188	в момент	4	4
189	в такой	6	4
190	есть в	5	4
191	в разных	6	4
192	к другому	5	4
193	а с	3	4
194	по своему	11	4
195	была в	2	4
196	в чем	5	4
197	по сравнению	23	4
198	только с	2	4
199	тому что	14	4
200	к этой	2	4
201	в центре	2	4
202	себе и	2	4
203	могут быть	7	4
204	тогда когда	12	4
205	и против	2	4
206	отношение между	7	4
207	его отношение	2	4
208	в начале	6	4
209	мы видим	10	4
210	и до	3	4
211	все эти	7	4
212	и тогда	3	4
213	что они	11	4
214	себе в	5	4
215	никто не	2	4
216	к которой	3	4
217	его с	3	4
218	оно есть	5	4
219	начинается в	3	4
220	с ней	3	4
221	и даже	3	4
222	и по	6	4
223	что было	2	4
224	в свете	9	4
225	на деле	2	4
226	ни в	3	4
227	в середине	2	4
228	нельзя было	2	4
229	заключает в	2	4
230	и их	7	4
231	и только	7	4
232	все равно	2	4
233	мы не	10	4
234	отношению к	9	4
235	нас в	4	4
236	от его	2	4
237	время как	7	4
238	мысль что	2	4
239	но на	3	4
240	в той	7	4
241	в своих	2	4
242	и что	14	4
243	то время	8	4
244	человеческого сознания	2	3
245	к его	3	3
246	были бы	5	3
247	этого вопроса	3	3
248	ведь это	2	3
249	остается в	2	3
250	о чем	8	3
251	поэтому он	2	3
252	в состоянии	4	3
253	должны были	2	3
254	для себя	24	3
255	является в	7	3
256	этот путь	3	3
257	одним из	3	3
258	и тем	10	3
259	раньше чем	2	3
260	все же	7	3
261	она может	2	3
262	одной и	5	3
263	одно только	3	3
264	можно ли	2	3
265	мы должны	7	3
266	на том	2	3
267	что же	3	3
268	между тем	2	3
269	в виду	5	3
270	ту же	4	3
271	что оно	9	3
272	на его	3	3
273	же как	14	3
274	от всякой	2	3
275	движения в	3	3
276	принадлежит к	2	3
277	с таким	3	3
278	всю свою	2	3
279	хотя и	4	3
280	в строении	2	3
281	и то	10	3
282	не до	2	3
283	к этому	2	3
284	конечно не	2	3
285	об этом	4	3
286	в этот	3	3
287	в значительной	3	3
288	в иной	2	3
289	находится в	3	3
290	но также	3	3
291	и ничего	2	3
292	и той	5	3
293	и самое	2	3
294	для нас	4	3
295	со всеми	2	3
296	но этот	2	3
297	в пределах	3	3
298	во всех	9	3
299	в ином	3	3
300	не с	3	3
301	на этот	2	3
302	в самых	2	3
303	с другим	3	3
304	своему значению	3	3
305	входит в	3	3
306	но для	2	3
307	приводит к	10	3
308	в одном	4	3
309	всякий раз	3	3
310	ко всем	6	3
311	тому как	2	3
312	ближе к	2	3
313	движение в	3	3
314	только одно	2	3
315	сравнению с	21	3
316	но с	4	3
317	учение о	3	3
318	самому себе	2	2
319	на самом	3	2
320	в каком	2	2
321	все более	2	2
322	это означает	2	2
323	в понимании	2	2
324	что их	2	2
325	в плане	3	2
326	или иной	2	2
327	в действительности	3	2
328	из всех	5	2
329	его к	2	2
330	если в	6	2
331	есть только	3	2
332	отношений между	11	2
333	оказывается что	2	2
334	не видит	2	2
335	не раз	2	2
336	во власть	2	2
337	нас на	2	2
338	в единую	2	2
339	и других	5	2
340	он мог	2	2
341	самом деле	6	2
342	была бы	3	2
343	смысле этого	4	2
344	его от	2	2
345	нужно было	4	2
346	которые в	5	2
347	только потому	3	2
348	на высшую	2	2
349	не менее	6	2
350	того же	7	2
351	тем самым	14	2
352	могли бы	10	2
353	по природе	2	2
354	к самому	2	2
355	в мыслях	3	2
356	своей собственной	2	2
357	и без	2	2
358	с внутренней	8	2
359	между ними	8	2
360	протекает в	2	2
361	вот почему	3	2
362	своей природе	8	2
363	речи о	4	2
364	связи с	4	2
365	в сущности	16	2
366	и ее	3	2
367	во время	2	2
368	он понял	2	2
369	во всей	3	2
370	столь же	2	2
371	этого слова	5	2
372	как для	2	2
373	бы сказать	4	2
374	их в	2	2
375	между двумя	5	2
376	относится к	5	2
377	достигает своего	2	2
378	с которыми	3	2
379	не могли	5	2
380	есть то	4	2
381	ее как	2	2
382	что если	2	2
383	когда мы	2	2
384	то в	4	2
385	его мысль	3	2
386	происходит в	2	2
387	и единственно	2	2
388	с их	2	2
389	у нее	5	2
390	это было	2	2
391	другим и	3	2
392	себя но	2	2
393	этом отношении	7	2
394	переход от	5	2
395	в мысли	7	2
396	целый ряд	6	2
397	про себя	2	2
398	находятся в	2	2
399	подобно тому	2	2
400	ее в	11	2
401	в уме	4	2
402	для нашей	2	2
403	и о	4	2
404	не по	7	2
405	не означает	4	2
406	в какой	6	2
407	в пределе	3	2
408	это отношение	3	2
409	с предметом	3	2
410	новое слово	2	2
411	новых и	2	2
412	вообще не	6	2
413	с другой	7	2
414	прежде чем	3	2
415	слова он	2	2
416	в сфере	8	2
417	на одной	2	2
418	другу и	2	2
419	пути и	3	2
420	выражения в	3	2
421	что такое	2	2
422	в смысле	9	2
423	которой он	2	2
424	и своего	2	2
425	не оставляет	2	2
426	во втором	5	2
427	и судьбе	2	2
428	это совершенно	2	2
429	том смысле	2	2
430	что мы	14	2
431	по себе	5	2
432	ко всему	2	2
433	которое было	2	2
434	над ними	2	2
435	сам по	2	2
436	и другой	3	2
437	что эта	7	2
438	она в	2	2
439	и весь	3	2
440	но эта	2	2
441	одного только	2	2
