N	2gram	Voloshinov	KulturaY
1	и в	32	84
2	в том	13	74
3	потому что	2	68
4	не только	18	60
5	точки зрения	48	59
6	в этом	27	57
7	было бы	8	53
8	и не	42	52
9	может быть	50	47
10	том что	12	44
11	того чтобы	9	44
12	что в	5	44
13	для того	8	41
14	в самом	14	41
15	у нас	4	38
16	самом деле	18	37
17	хотя бы	8	37
18	так как	5	36
19	с точки	31	36
20	в области	3	34
21	таким образом	29	33
22	а не	15	33
23	можно было	2	32
24	если бы	12	32
25	не в	13	30
26	прежде всего	19	30
27	в его	10	30
28	и пр	31	30
29	все же	13	29
30	того что	5	28
31	не менее	5	28
32	все эти	8	28
33	в языке	8	26
34	уже не	2	26
35	не может	40	25
36	то что	12	25
37	вовсе не	15	25
38	вопрос о	6	24
39	еще не	7	24
40	с другой	6	24
41	так и	21	23
42	то же	19	23
43	только в	14	23
44	с помощью	11	23
45	иными словами	2	22
46	языка в	17	22
47	тем не	3	21
48	во всяком	8	20
49	но и	17	20
50	по себе	5	20
51	и что	2	20
52	что он	5	19
53	но в	13	19
54	языка и	28	19
55	речи в	4	19
56	зависимости от	4	19
57	тем что	3	19
58	о том	4	19
59	всяком случае	4	19
60	что же	5	19
61	между тем	8	18
62	связи с	22	18
63	все это	4	18
64	в качестве	4	18
65	к тому	8	18
66	в сущности	17	18
67	как бы	31	18
68	и с	4	18
69	вместе с	2	18
70	это не	5	17
71	как раз	5	17
72	как это	2	17
73	что это	3	17
74	другой стороны	7	17
75	о языке	9	17
76	в той	6	17
77	слова и	8	17
78	в виду	2	16
79	ничего не	9	16
80	в зависимости	2	16
81	что не	4	16
82	что и	5	16
83	тот же	4	16
84	но не	2	16
85	по отношению	10	15
86	и тем	4	15
87	а в	5	15
88	при этом	13	15
89	в данном	8	15
90	должно быть	4	15
91	целый ряд	3	15
92	лишь в	17	15
93	ни к	3	15
94	именно в	6	15
95	не было	6	15
96	как на	2	15
97	в нашем	4	15
98	в связи	12	14
99	как мы	26	14
100	сказать что	7	14
101	отношению к	9	14
102	сих пор	10	14
103	что такое	3	14
104	если мы	17	14
105	и на	8	14
106	в ней	5	14
107	до сих	10	14
108	не могут	4	13
109	это и	3	13
110	в пределах	7	13
111	к языку	2	13
112	в этой	3	13
113	там где	4	13
114	и его	33	13
115	той же	5	13
116	этот вопрос	5	12
117	с этой	2	12
118	как в	5	12
119	а только	2	12
120	того же	11	12
121	тогда когда	2	12
122	могут быть	4	12
123	этого слова	7	12
124	в результате	9	12
125	язык есть	5	12
126	говорить о	2	12
127	однако не	3	12
128	ясно что	6	12
129	еще и	2	11
130	или иной	8	11
131	должен быть	2	11
132	в их	5	11
133	в своем	3	11
134	языка как	26	11
135	речи и	6	11
136	те же	5	11
137	язык как	13	11
138	из этих	3	11
139	должна быть	6	11
140	в нем	17	11
141	этом отношении	4	11
142	совершенно не	6	11
143	и здесь	9	11
144	что язык	2	11
145	и то	4	11
146	слова в	8	11
147	в какой	5	11
148	и если	2	11
149	уже в	3	11
150	он не	5	11
151	в каком	6	10
152	так же	10	10
153	в то	7	10
154	к этому	10	10
155	со стороны	2	10
156	они не	2	10
157	как и	19	10
158	ту же	2	10
159	бы и	2	10
160	того или	2	10
161	с этим	6	10
162	тем более	3	10
163	бы в	4	10
164	от того	4	10
165	в первом	3	10
166	этом смысле	2	10
167	конечно не	9	10
168	не просто	2	10
169	ли не	2	9
170	то мы	4	9
171	в целом	2	9
172	xix века	4	9
173	здесь не	2	9
174	что все	3	9
175	и для	15	9
176	в своей	5	9
177	можно сказать	4	9
178	что слово	5	9
179	рядом с	7	9
180	или иного	2	9
181	в которой	4	9
182	но уже	2	9
183	и вот	2	9
184	слова как	9	9
185	не имеет	6	9
186	на то	4	9
187	ни в	7	9
188	но для	4	9
189	и есть	3	9
190	на самом	10	8
191	в частности	2	8
192	мы видели	5	8
193	в своих	2	8
194	тех пор	2	8
195	в чем	2	8
196	с одной	2	8
197	этом случае	3	8
198	слов и	3	8
199	с его	6	8
200	само по	2	8
201	независимо от	3	8
202	по преимуществу	5	8
203	и как	8	8
204	в этих	2	8
205	тому что	6	8
206	но все	4	8
207	далеко не	5	8
208	не есть	6	8
209	отнюдь не	14	8
210	в таком	8	8
211	тому же	2	8
212	до конца	6	7
213	в свою	6	7
214	в процессе	31	7
215	о слове	4	7
216	как он	3	7
217	свою очередь	5	7
218	и потому	7	7
219	не знает	4	7
220	смысле этого	7	7
221	она не	2	7
222	следует что	7	7
223	одной стороны	2	7
224	с ними	5	7
225	но вот	2	7
226	например в	2	7
227	так сказать	19	7
228	не все	3	7
229	до тех	2	7
230	как о	2	7
231	же и	3	7
232	язык в	5	7
233	в истории	5	7
234	не следует	2	7
235	и более	6	7
236	чуть ли	2	7
237	на этот	3	7
238	есть лишь	2	7
239	столь же	2	7
240	в котором	6	7
241	история языка	4	7
242	в одном	2	7
243	сводится к	5	7
244	лишь с	6	7
245	пор пока	2	7
246	в слове	13	7
247	не значит	2	7
248	учение о	3	7
249	его к	4	6
250	в себе	5	6
251	нуждается в	4	6
252	как к	2	6
253	были бы	2	6
254	отличие от	7	6
255	мы знаем	7	6
256	от этого	3	6
257	на этой	6	6
258	в отличие	7	6
259	что оно	3	6
260	не столько	5	6
261	в ее	9	6
262	должны быть	4	6
263	той или	5	6
264	не на	2	6
265	на язык	3	6
266	в корне	6	6
267	речи а	2	6
268	истории языка	5	6
269	за пределы	8	6
270	мы не	6	6
271	или в	4	6
272	же время	7	6
273	не с	2	6
274	только что	2	6
275	языка не	5	6
276	приводит к	3	6
277	могли бы	2	6
278	главным образом	2	6
279	на основе	4	6
280	тем же	4	6
281	никогда не	7	5
282	в отношении	7	5
283	к его	4	5
284	язык не	4	5
285	как же	5	5
286	и к	3	5
287	мы должны	4	5
288	относится к	4	5
289	все те	4	5
290	речи как	2	5
291	не будем	4	5
292	в духе	2	5
293	в форме	3	5
294	в другом	5	5
295	в конце	5	5
296	но если	2	5
297	слово в	5	5
298	здесь как	2	5
299	и при	3	5
300	или менее	3	5
301	же касается	2	5
302	так что	2	5
303	не так	2	5
304	бы на	2	5
305	установка на	2	5
306	более или	3	5
307	даже и	2	5
308	широком смысле	2	5
309	языку как	5	5
310	но как	3	5
311	смысле слова	4	5
312	и тогда	2	5
313	в двух	4	5
314	и от	6	5
315	и он	4	5
316	пр и	5	5
317	всех этих	2	5
318	не как	5	5
319	и даже	4	5
320	переход от	4	5
321	кроме того	7	5
322	превращается в	2	5
323	одного и	9	5
324	для нашей	2	5
325	у него	2	5
326	лишь как	2	5
327	на протяжении	2	5
328	конечно и	2	5
329	и является	4	5
330	формы в	3	5
331	язык и	2	5
332	или иначе	3	5
333	это так	2	5
334	но что	2	5
335	и их	2	5
336	и того	11	5
337	точка зрения	8	5
338	и только	2	5
339	быть не	2	5
340	к одному	5	4
341	его в	7	4
342	остается в	2	4
343	различие между	5	4
344	не имеют	5	4
345	в каждом	8	4
346	или же	2	4
347	и выражения	3	4
348	в науке	6	4
349	первом случае	3	4
350	с языком	2	4
351	точку зрения	4	4
352	связано с	3	4
353	быть в	2	4
354	же мы	2	4
355	подойти к	3	4
356	так например	2	4
357	говорить об	2	4
358	и все	8	4
359	к нему	5	4
360	к этой	2	4
361	мог бы	2	4
362	себе и	2	4
363	во втором	2	4
364	одного из	3	4
365	если б	2	4
366	в узком	4	4
367	между ними	6	4
368	науки о	6	4
369	же как	2	4
370	langue и	2	4
371	на все	2	4
372	здесь мы	7	4
373	могла бы	2	4
374	то в	3	4
375	к другой	3	4
376	чтобы понять	3	4
377	языка а	5	4
378	говорящего коллектива	3	4
379	в данной	5	4
380	мы можем	6	4
381	для лингвиста	2	4
382	мы увидим	3	4
383	как они	2	4
384	бы не	2	4
385	социального общения	15	4
386	тот или	2	4
387	но ведь	4	4
388	в условиях	5	4
389	формы и	4	4
390	отношения к	2	4
391	не к	3	4
392	в смысле	11	4
393	и это	6	4
394	выражение в	8	4
395	из которых	2	4
396	из них	3	4
397	данный момент	2	4
398	так или	2	4
399	в лингвистике	5	4
400	именно на	3	4
