N	3gram	Bakhtin_Fr	StatiiOP
1	в том что	2	47
2	о том что	3	29
3	в этом отношении	4	24
4	для того чтобы	5	19
5	до сих пор	6	19
6	с точки зрения	4	14
7	во всяком случае	2	13
8	с другой стороны	5	13
9	не может быть	2	11
10	в то же	13	9
11	то же время	13	9
12	можно было бы	2	9
13	дело в том	2	9
14	на самом деле	5	8
15	не только в	3	8
16	в данном случае	3	7
17	в конце концов	3	7
18	но все же	2	7
19	по отношению к	2	6
20	за то что	2	5
21	в том же	3	5
22	но и в	4	5
23	как раз в	3	5
24	в мировой литературе	3	4
25	говорит об этом	2	4
26	в связи с	5	4
27	с одной стороны	4	4
28	в той же	5	3
29	можно сказать что	2	3
30	в том числе	4	3
31	находим и в	2	3
32	в значительной степени	2	3
33	мы имеем в	2	2
34	как мы видели	4	2
35	вовсе не в	2	2
36	но в то	7	2
37	может быть и	2	2
38	века и в	2	2
39	а также и	4	2
40	как и в	2	2
41	той или иной	2	2
42	и в то	2	2
43	прежде всего необходимо	3	2
44	в отличие от	3	2
45	в настоящее время	2	2
46	и в других	3	2
47	том числе и	3	2
48	в эту эпоху	2	2
49	в свою очередь	2	2
50	в той или	2	2
