N	2gram	Vygotskiy_	formyVre
1	и в	38	148
2	в этом	35	73
3	в нем	4	51
4	прежде всего	6	46
5	и не	16	37
6	в его	22	36
7	и его	5	36
8	вовсе не	5	35
9	но и	9	33
10	то же	18	32
11	не только	16	32
12	но в	4	31
13	так и	11	29
14	может быть	25	27
15	не в	10	26
16	как мы	14	26
17	как и	20	25
18	как бы	17	25
19	мы уже	8	24
20	точки зрения	27	24
21	в то	5	23
22	только в	16	23
23	то что	27	22
24	в том	59	22
25	все эти	9	21
26	связи с	14	21
27	во всех	3	21
28	в основном	6	19
29	в своем	9	19
30	и для	4	19
31	и на	9	19
32	у него	3	18
33	и все	5	18
34	по существу	4	18
35	еще не	6	18
36	таким образом	36	18
37	человека и	6	17
38	с этим	6	17
39	те же	6	17
40	при этом	13	17
41	так как	19	17
42	все же	11	16
43	того же	12	16
44	и во	4	16
45	в связи	9	16
46	в основе	32	16
47	не может	11	16
48	и их	4	16
49	никогда не	11	15
50	в них	3	15
51	в дальнейшем	3	15
52	в одном	4	15
53	с точки	11	15
54	с его	3	15
55	вместе с	18	15
56	так же	26	14
57	все это	8	14
58	всех этих	2	14
59	и как	11	14
60	и с	5	14
61	а не	7	14
62	роль в	5	13
63	в их	12	13
64	в частности	4	13
65	а в	7	13
66	с другом	10	13
67	здесь в	2	13
68	того чтобы	15	13
69	же в	3	13
70	во время	3	13
71	друг с	10	13
72	для того	14	13
73	как в	14	13
74	в котором	3	13
75	в самом	8	13
76	с ним	4	13
77	отнюдь не	6	12
78	в истории	9	12
79	но не	7	12
80	потому что	14	12
81	он не	6	12
82	что в	31	12
83	его в	8	11
84	и у	7	11
85	между ними	6	11
86	в ней	3	11
87	хотя и	2	11
88	ни в	12	11
89	из них	5	11
90	уже в	10	11
91	здесь не	2	10
92	тот же	10	10
93	сих пор	3	10
94	также и	3	10
95	входит в	7	10
96	уже не	3	10
97	и того	5	10
98	уже говорили	6	10
99	на основе	29	10
100	до сих	3	10
101	могут быть	9	9
102	одного и	5	9
103	и других	4	9
104	на этой	7	9
105	в других	2	9
106	наряду с	3	9
107	том что	44	9
108	должно быть	3	9
109	и даже	4	9
110	та же	3	9
111	и это	7	9
112	с другой	11	9
113	для него	6	9
114	но все	4	9
115	их в	6	9
116	оно не	3	9
117	до конца	2	8
118	это не	5	8
119	или иной	3	8
120	ступени развития	7	8
121	для себя	2	8
122	и потому	2	8
123	к тому	8	8
124	все его	2	8
125	том числе	3	8
126	в целом	22	8
127	и т.п	3	8
128	один из	8	8
129	что и	14	8
130	во всяком	10	8
131	здесь мы	4	8
132	и то	9	8
133	а также	6	8
134	характер и	2	8
135	время как	5	8
136	в результате	6	8
137	и по	5	8
138	если бы	12	8
139	в этих	4	8
140	со всеми	9	8
141	отношению к	3	8
142	с одной	8	8
143	в жизни	3	8
144	в мире	2	8
145	значение в	5	8
146	связанные с	3	8
147	и к	9	8
148	в виду	4	8
149	в процессе	33	7
150	в себе	9	7
151	не как	3	7
152	для других	2	7
153	том же	3	7
154	у них	3	7
155	отличие от	8	7
156	того что	17	7
157	между собой	15	7
158	в той	2	7
159	место в	3	7
160	было бы	15	7
161	в реальном	3	7
162	например в	2	7
163	имеет место	4	7
164	к этому	5	7
165	из этих	5	7
166	этот процесс	4	7
167	в которой	4	7
168	с ее	5	7
169	этом отношении	9	7
170	ее в	2	7
171	в отличие	8	7
172	то время	5	7
173	в форме	2	7
174	в себя	3	7
175	все они	2	6
176	в отношении	14	6
177	не могут	5	6
178	есть и	2	6
179	а как	2	6
180	друг от	2	6
181	с тем	18	6
182	ту же	2	6
183	одной стороны	8	6
184	в основу	5	6
185	между двумя	3	6
186	мы видим	13	6
187	в качестве	25	6
188	во всей	3	6
189	сказать что	10	6
190	только и	2	6
191	тех же	2	6
192	в начале	5	6
193	особенно в	2	6
194	мы не	14	6
195	мы можем	13	6
196	мы находим	3	6
197	на первый	5	6
198	в сущности	3	6
199	не является	13	6
200	смысле слова	5	6
201	о том	6	6
202	именно в	6	6
203	все что	4	6
