N	2gram	Vygotskiy_	Vvedenie
1	и т	36	45
2	т е	3	40
3	т д	10	39
4	в том	55	38
5	в этом	21	35
6	и в	55	35
7	том что	30	30
8	может быть	35	30
9	не только	25	26
10	для того	12	23
11	того чтобы	13	22
12	таким образом	38	21
13	также и	2	20
14	не может	30	19
15	то что	47	19
16	потому что	27	18
17	со стороны	5	16
18	о том	11	16
19	только в	18	16
20	так как	28	15
21	в общем	2	14
22	представляет собой	2	14
23	и не	24	13
24	что в	39	13
25	в самом	18	13
26	в нем	5	13
27	в их	4	12
28	того что	15	12
29	что такое	2	12
30	точки зрения	32	12
31	в его	8	12
32	как на	6	12
33	этом смысле	3	11
34	то же	17	11
35	по себе	21	11
36	в ее	7	11
37	как мы	2	11
38	ясно что	22	11
39	вопрос о	3	10
40	не в	19	10
41	прежде всего	5	10
42	но в	5	10
43	в той	2	10
44	уже и	2	10
45	между тем	6	10
46	из этих	6	9
47	тем не	6	9
48	и как	9	9
49	все же	9	9
50	смысле этого	2	9
51	но не	5	9
52	не менее	9	9
53	дело с	10	9
54	можно было	4	8
55	с другой	7	8
56	а только	4	8
57	как нечто	3	8
58	в качестве	3	8
59	и то	4	7
60	выводу что	2	7
61	к выводу	2	7
62	самом деле	19	7
63	сих пор	8	7
64	как и	25	7
65	как бы	11	7
66	этот вопрос	2	7
67	смысле слова	4	7
68	представить себе	5	7
69	но и	12	7
70	в §	3	7
71	только как	3	7
72	было бы	14	7
73	в применении	2	7
74	до сих	8	7
75	сказать что	12	6
76	его в	3	6
77	не могут	6	6
78	как например	2	6
79	том чтобы	9	6
80	хотя бы	4	6
81	иное как	2	6
82	об этом	3	6
83	и даже	11	6
84	применении к	2	6
85	но если	2	6
86	тем что	7	6
87	как он	4	6
88	мере в	2	6
89	в какой	6	6
90	на вопрос	4	6
91	на этот	2	6
92	с тем	11	6
93	каждой из	3	6
94	и это	6	6
95	а в	10	6
96	уже не	3	6
97	в которых	5	6
98	могут быть	15	6
99	xviii в	2	6
100	в то	8	6
101	один из	6	6
102	и что	28	6
103	и его	14	6
104	все это	11	6
105	же время	2	6
106	вовсе не	7	6
107	вместе с	10	6
108	независимо от	3	5
109	дело в	2	5
110	имеет дело	2	5
111	не что	2	5
112	в виду	6	5
113	и тем	5	5
114	а как	2	5
115	с этой	8	5
116	что он	17	5
117	так что	8	5
118	т п	24	5
119	что иное	2	5
120	на основании	7	5
121	быть в	2	5
122	что не	2	5
