N	2gram	Vygotskiy_	Problemy
1	и в	38	106
2	и не	16	90
3	как бы	17	70
4	может быть	25	66
5	в его	22	56
6	в этом	35	52
7	в нем	4	51
8	не может	11	49
9	что он	13	44
10	как и	20	44
11	но и	9	40
12	точки зрения	27	40
13	для него	6	39
14	и его	5	39
15	а не	7	38
16	не только	16	36
17	то же	18	36
18	то что	27	33
19	но в	4	33
20	прежде всего	6	32
21	в то	5	29
22	все это	8	29
23	он не	6	29
24	и все	5	28
25	не в	10	27
26	в одном	4	27
27	к другому	2	27
28	в сущности	3	25
29	с точки	11	25
30	в самом	8	25
31	и с	5	25
32	самом деле	4	24
33	не как	3	24
34	вовсе не	5	24
35	слова и	8	23
36	и на	9	23
37	таким образом	36	22
38	в каждом	2	22
39	по себе	11	22
40	как мы	14	21
41	там где	4	21
42	никогда не	11	20
43	все же	11	20
44	потому что	14	20
45	только в	16	20
46	что в	31	19
47	с его	3	19
48	отношению к	3	19
49	слова в	8	19
50	в себе	9	18
51	по отношению	4	18
52	о нем	2	18
53	все эти	9	18
54	уже не	3	18
55	еще не	6	18
56	но не	7	18
57	это не	5	17
58	в том	59	17
59	так и	11	17
60	а в	7	17
61	и к	9	17
62	с ним	4	17
63	так же	26	16
64	в другом	3	16
65	если бы	12	16
66	в своей	9	16
67	этом смысле	7	16
68	до конца	2	15
69	и для	4	15
70	у него	3	15
71	в отношении	14	14
72	так как	19	14
73	в своем	9	14
74	и сам	4	14
75	а как	2	14
76	его в	8	13
77	перед нами	15	13
78	и это	7	13
79	в целом	22	13
80	с другими	3	13
81	в мире	2	13
82	на него	2	13
83	но все	4	13
84	том что	44	12
85	слово в	4	12
86	даже в	5	12
87	в плане	2	12
88	так что	3	12
89	к тому	8	12
90	между тем	10	12
91	что и	14	12
92	при этом	13	12
93	было бы	15	12
94	во всяком	10	12
95	но это	7	12
96	и даже	4	12
97	и как	11	12
98	и слово	3	12
99	как в	14	12
100	себе и	2	12
101	в котором	3	12
102	и что	15	12
103	слово с	2	11
104	не могут	5	11
105	в форме	2	11
106	так чтобы	2	11
107	этого слова	13	11
108	бы и	2	11
109	должно быть	3	11
110	бы в	5	11
111	тем что	12	11
112	или как	2	11
113	с другой	11	11
114	их в	6	11
115	входит в	7	11
116	мы уже	8	11
117	к одному	10	10
118	для себя	2	10
119	в него	4	10
120	говорит он	8	10
121	самого начала	6	10
122	до сих	3	10
123	слова с	2	10
124	сих пор	3	10
125	далеко не	2	10
126	приводит к	5	10
127	той же	8	10
128	в слове	3	10
129	и потому	2	9
130	с самого	6	9
131	или в	4	9
132	могут быть	9	9
133	в них	3	9
134	хотя и	2	9
135	другой стороны	5	9
136	хотя бы	2	9
137	друг с	10	9
138	что у	3	9
139	ни в	12	9
140	зрения на	2	9
141	всяком случае	10	9
142	в той	2	9
143	мы должны	15	8
144	но как	4	8
145	уже в	10	8
146	одним из	6	8
147	того что	17	8
148	здесь не	2	8
149	же не	3	8
150	с ними	3	8
151	не на	2	8
152	и от	5	8
153	менее всего	2	8
154	что это	8	8
155	все время	6	8
156	с их	3	8
157	мы увидим	4	8
158	был бы	2	8
159	ни было	2	8
160	в результате	6	8
161	о том	6	8
162	и у	7	8
163	с другом	10	8
164	из них	5	8
165	же и	2	8
166	вопрос о	2	7
167	были бы	3	7
168	его к	6	7
169	в этих	4	7
170	с которым	2	7
171	в их	12	7
172	в виде	4	7
173	в виду	4	7
174	тем как	4	7
175	в процессе	33	7
176	все его	2	7
177	только на	2	7
178	между ними	6	7
179	и другого	2	7
180	что все	2	7
181	что они	23	7
182	все равно	4	7
183	например в	2	7
184	тот же	10	7
185	сказать что	10	7
186	в жизни	3	7
187	что она	7	7
188	отличается от	5	7
189	лишь на	2	7
190	и их	4	7
191	такой же	4	7
192	во всех	3	7
193	мы остановимся	2	7
194	на этот	5	7
195	но на	3	7
196	уже говорили	6	7
197	в себя	3	7
198	идет о	2	6
199	в построении	2	6
200	другого в	2	6
201	как он	8	6
202	которым он	2	6
203	может стать	2	6
204	отличие от	8	6
205	а с	4	6
206	по существу	4	6
207	не менее	8	6
208	на его	5	6
209	и во	4	6
210	во время	3	6
211	и здесь	5	6
212	одна из	2	6
213	для этого	3	6
214	с этим	6	6
215	словом и	3	6
216	в начале	5	6
217	можно было	10	6
218	во всем	7	6
219	зависимости от	7	6
220	внутренней речи	19	6
221	но для	2	6
222	друг друга	7	6
223	в отличие	8	6
224	и только	4	6
225	для его	2	6
226	в этой	7	6
227	на то	7	6
228	в своих	3	6
229	этот вопрос	5	6
