N	3gram	Bakhtin_Pr	Istorich
1	с другой стороны	3	46
2	до сих пор	3	30
3	мы видим что	2	30
4	так же как	4	27
5	в том что	10	25
6	не может быть	8	24
7	но все же	3	23
8	о том что	5	22
9	мы имеем в	2	19
10	не только в	2	19
11	в данном случае	3	15
12	по отношению к	17	14
13	в то время	3	13
14	то время как	2	13
15	как мы видели	3	12
16	можно было бы	4	10
17	же как и	3	9
18	друг с другом	4	9
19	совершенно так же	2	8
20	подобно тому как	5	8
21	в зависимости от	5	8
22	во всяком случае	3	7
23	в большинстве случаев	3	7
24	потому что он	2	7
25	смысле этого слова	2	7
26	с самого начала	3	6
27	этой точки зрения	3	6
28	но это не	3	6
29	на самом деле	4	5
30	для того чтобы	3	5
31	в нем и	2	5
32	в отличие от	3	5
33	нам кажется что	2	4
34	то же что	3	4
35	это и есть	3	4
36	он не может	2	4
37	можно сказать что	3	4
38	с точки зрения	21	4
39	сами по себе	4	4
40	оно может быть	2	4
41	только то что	2	4
42	все то что	3	3
43	бы то ни	3	3
44	даже там где	2	3
45	в й главе	2	3
46	то ни было	2	3
47	но он не	2	3
48	мы уже говорили	2	3
49	потому что у	3	3
50	в одном из	3	3
51	говорит об этом	2	3
52	таким образом в	2	3
53	само по себе	4	3
54	по сравнению с	2	3
55	а не только	2	2
56	то что было	3	2
57	в самом деле	5	2
58	и в том	2	2
59	он не только	2	2
60	она не может	3	2
61	сама по себе	3	2
62	друг от друга	2	2
63	не потому что	3	2
64	это не значит	3	2
65	и не может	3	2
66	они и не	2	2
67	и не потому	2	2
68	том что он	4	2
69	они никогда не	2	2
70	почти никогда не	2	2
71	и входит в	2	2
72	может быть только	3	2
73	он как бы	2	2
74	а может быть	2	2
