N	3gram	Propp_Isto	Analitik
1	в том что	6	25
2	не может быть	8	19
3	по отношению к	6	18
4	о том что	5	15
5	в отличие от	3	14
6	подобно тому как	3	9
7	с одной стороны	7	9
8	с другой стороны	7	9
9	не только в	5	8
10	что иное как	3	7
11	тем не менее	7	6
12	не что иное	3	6
13	есть не что	2	5
14	но и в	4	5
15	в этом случае	3	5
16	большей или меньшей	2	4
17	то ни было	2	3
18	бы то ни	2	3
19	то же самое	3	3
20	и тот же	2	3
21	дело не в	2	3
22	в связи с	5	3
23	дело в том	3	3
24	в зависимости от	3	3
25	что он не	4	2
26	в таких случаях	4	2
27	на этот вопрос	2	2
28	более или менее	5	2
29	здесь мы имеем	2	2
30	можно было бы	5	2
31	со всех сторон	4	2
32	друг с другом	3	2
33	один и тот	2	2
34	в чистом виде	2	2
35	в этих случаях	10	2
36	до сих пор	11	2
37	могли бы быть	2	2
38	на первый взгляд	2	2
39	в обратном порядке	2	2
40	на то что	5	2
