N	2gram	Vygotskiy_	EvropaiC
1	таким образом	35	34
2	в том	50	31
3	и в	55	24
4	том что	46	20
5	все эти	5	19
6	не может	15	18
7	то что	69	18
8	может быть	34	17
9	до сих	9	15
10	все же	11	15
11	сих пор	9	15
12	точки зрения	15	14
13	в этом	30	13
14	все это	8	13
15	в своем	12	12
16	с этим	4	12
17	самом деле	17	12
18	между тем	4	12
19	по отношению	3	11
20	но и	16	11
21	отношению к	2	11
22	не только	24	10
23	так и	6	10
24	во всех	6	10
25	мы знаем	4	10
26	как и	9	10
27	как бы	33	10
28	в результате	6	9
29	друг с	6	9
30	и не	19	9
31	не в	12	9
32	что в	43	9
33	и все	15	9
34	на то	27	9
35	с другом	6	9
36	того же	5	9
37	потому что	48	9
38	при этом	11	9
39	и что	45	9
40	так же	19	8
41	из этих	4	8
42	если бы	21	8
43	чем у	3	8
44	для того	45	8
45	идет речь	3	8
46	к тому	12	8
47	в самом	18	8
48	знаем что	5	8
49	того чтобы	43	8
50	с точки	5	8
51	мы говорили	4	8
52	ясно что	10	8
53	на самом	9	7
54	для этого	12	7
55	о которых	3	7
56	в сознании	2	7
57	так как	20	7
58	в силу	3	7
59	что он	30	7
60	того что	12	7
61	о котором	9	7
62	о том	24	7
63	из этого	7	7
64	что и	11	7
65	в этой	15	7
66	по существу	4	7
67	что при	5	7
68	вместе с	16	7
69	отличается от	4	6
70	только в	12	6
71	все они	2	6
72	еще не	6	6
73	и при	3	6
74	друг от	2	6
75	так что	8	6
76	что касается	4	6
77	в то	6	6
78	должна быть	2	6
79	и для	13	6
80	с другой	12	6
81	говорили выше	2	6
82	от друга	2	6
83	и если	13	6
84	и на	12	6
85	мы можем	8	6
86	несмотря на	5	6
87	что с	8	6
88	как на	15	6
89	тому же	4	6
90	с ним	4	6
91	и от	2	5
92	его в	2	5
93	но все	5	5
94	по сравнению	4	5
95	в себе	13	5
96	в состоянии	3	5
97	должно быть	6	5
98	к этому	5	5
99	оказывается что	2	5
100	в которой	4	5
101	на все	2	5
102	и их	3	5
103	из них	7	5
104	что это	15	5
105	у него	9	5
106	что все	12	5
107	далеко не	4	5
108	но в	7	5
109	столь же	3	5
110	именно в	9	5
111	основано на	2	5
112	и с	3	5
113	и к	5	5
114	другой стороны	8	5
115	в целом	7	5
116	не будет	3	5
117	в его	8	5
118	как будто	7	5
119	сравнению с	4	5
120	быть и	2	5
121	никогда не	15	4
122	и то	12	4
123	тот факт	6	4
124	не могут	4	4
125	из того	4	4
126	мы должны	10	4
127	что эта	8	4
128	всех этих	3	4
129	хотя бы	5	4
130	чем больше	3	4
131	в конце	10	4
132	которых мы	5	4
133	целый ряд	5	4
134	конце концов	6	4
135	факт что	8	4
136	та же	6	4
137	то же	16	4
138	в их	3	4
139	в области	2	4
140	а с	7	4
141	в виде	3	4
142	совершенно не	11	4
143	что его	2	4
144	в течение	2	4
145	и проч	2	4
146	между собой	2	4
147	что для	6	4
148	с тем	10	4
149	не так	4	4
150	этом случае	2	4
151	и сейчас	5	4
152	ни один	2	4
153	не есть	4	4
154	из которых	5	4
155	что мы	12	4
156	связи с	2	4
157	в психологии	3	4
158	в таком	4	4
159	он не	10	4
160	это есть	3	4
161	мы сказали	2	4
162	если мы	24	4
163	признать что	4	4
164	мы уже	7	4
165	даже в	2	3
166	данном случае	4	3
167	и вообще	2	3
168	вопрос о	6	3
169	что их	2	3
170	при помощи	5	3
171	это не	9	3
172	что если	9	3
173	и потому	8	3
174	что по	3	3
175	к которой	4	3
176	и до	4	3
177	от него	5	3
178	в тех	3	3
179	каждый из	2	3
180	бы в	7	3
181	которые не	2	3
182	от того	6	3
183	только что	11	3
184	очевидно что	3	3
185	с этой	5	3
186	в этих	3	3
187	является ли	2	3
188	конечно не	3	3
189	и других	2	3
190	и наконец	5	3
191	одного и	2	3
192	у нас	7	3
193	они должны	2	3
194	прежде всего	6	3
195	отличие от	3	3
196	жизнь и	2	3
197	с одной	15	3
198	образом в	3	3
199	в жизни	2	3
200	но не	9	3
201	и это	13	3
