N	2gram	Vygotskiy_	RusskieA
1	и в	65	79
2	в том	46	64
3	том что	28	59
4	что в	36	57
5	не только	16	41
6	во время	4	38
7	так как	13	34
8	в этом	37	33
9	и другие	3	33
10	состоит в	4	32
11	как бы	29	31
12	но и	6	31
13	как и	12	28
14	может быть	33	28
15	и на	7	28
16	одна из	6	24
17	и т	19	23
18	о том	17	23
19	при этом	10	22
20	т д	6	21
21	это не	7	20
22	как мы	12	20
23	а в	9	20
24	из них	10	19
25	представляют собой	3	18
26	все это	12	18
27	с тем	14	17
28	потому что	26	17
29	показывает что	4	17
30	то что	61	17
31	об этом	4	17
32	таким образом	21	17
33	вместе с	10	17
34	мы не	7	16
35	один из	7	15
36	будто бы	3	15
37	у нас	4	14
38	мы видели	7	14
39	для нас	14	14
40	в них	4	14
41	как это	13	14
42	и не	20	14
43	и с	4	14
44	и что	29	14
45	так что	10	13
46	и по	2	13
47	к этому	5	13
48	не может	17	13
49	еще не	3	13
50	как в	8	13
51	уже не	2	13
52	в которых	9	13
53	в день	3	13
54	в некоторых	2	13
55	в виде	5	12
56	между собой	2	12
57	мы имеем	2	12
58	тем что	7	12
59	полагает что	5	12
60	что на	4	11
61	а на	2	11
62	но это	6	11
63	мы увидим	14	11
64	не имеет	8	11
65	далеко не	3	11
66	его в	5	10
67	и других	5	10
68	так и	3	10
69	по существу	4	10
70	так например	5	10
71	между тем	10	10
72	все же	10	10
73	что и	7	10
74	в течение	5	10
75	том чтобы	2	10
76	представляет собой	3	10
77	или в	6	10
78	данном случае	5	9
79	но в	5	9
80	и все	14	9
81	что они	9	9
82	того как	4	9
83	то же	17	9
84	но не	3	9
85	так же	12	8
86	после этого	5	8
87	того что	9	8
88	одно из	4	8
89	в данном	5	8
90	того чтобы	21	8
91	их в	4	8
92	же в	2	8
93	связи с	2	8
94	что это	19	8
95	во всех	4	8
96	ее в	7	8
97	для того	18	8
98	в этих	3	8
99	что по	3	8
100	в своем	8	7
101	мы должны	3	7
102	ничего не	4	7
103	не в	12	7
104	главным образом	6	7
105	а с	4	7
106	к нему	2	7
107	животных и	3	7
108	было бы	22	7
109	до конца	5	7
110	для этого	9	7
111	из этих	6	7
112	и как	10	7
113	мы рассмотрим	2	7
114	не можем	4	7
115	только в	9	7
116	как будто	13	7
117	а не	11	7
118	в этой	20	6
119	должны были	2	6
120	и их	2	6
121	на этом	6	6
122	в их	3	6
123	только на	3	6
124	тому что	10	6
125	она не	10	6
126	к тому	18	6
127	что этот	5	6
128	в нем	8	6
129	же как	3	6
130	все эти	7	6
131	в качестве	2	6
132	в одном	9	6
133	что она	34	6
134	и о	6	6
135	что здесь	2	6
136	в первый	2	6
137	должен был	4	6
138	но они	2	6
139	и более	4	6
140	видели что	2	6
141	в таком	6	6
142	на самом	3	5
143	за этим	3	5
144	в тех	5	5
145	к себе	2	5
146	но если	6	5
147	или же	2	5
148	тогда когда	2	5
149	что он	23	5
150	прежде всего	2	5
151	к ним	3	5
152	в свою	6	5
153	с этим	11	5
