N	2gram	Vygotskiy_	KulturaY
1	и в	47	84
2	в том	38	74
3	потому что	26	68
4	не только	36	60
5	точки зрения	39	59
6	в этом	47	57
7	было бы	12	53
8	и не	27	52
9	может быть	20	47
10	том что	28	44
11	того чтобы	26	44
12	что в	23	44
13	для того	24	41
14	в самом	15	41
15	у нас	3	38
16	самом деле	6	37
17	так как	25	36
18	с точки	31	36
19	в области	5	34
20	таким образом	38	33
21	а не	7	33
22	можно было	7	32
23	если бы	8	32
24	не в	7	30
25	прежде всего	9	30
26	в его	7	30
27	все же	7	29
28	письменной речи	14	29
29	того что	27	28
30	не менее	6	28
31	все эти	7	28
32	в силу	21	26
33	не может	23	25
34	то что	40	25
35	вовсе не	3	25
36	вопрос о	9	24
37	еще не	5	24
38	с другой	7	24
39	так и	8	23
40	то же	16	23
41	только в	24	23
42	с помощью	18	23
43	языка в	2	22
44	тем не	4	21
45	во всяком	2	20
46	но и	19	20
47	по себе	5	20
48	и что	14	20
49	что он	13	19
50	но в	9	19
51	языка и	6	19
52	речи в	31	19
53	зависимости от	6	19
54	тем что	14	19
55	о том	5	19
56	что же	3	19
57	между тем	2	18
58	связи с	4	18
59	все это	5	18
60	в качестве	9	18
61	к тому	13	18
62	с тем	8	18
63	в сущности	16	18
64	как бы	13	18
65	и с	5	18
66	вместе с	19	18
67	это не	6	17
68	как раз	6	17
69	как это	7	17
70	можно говорить	2	17
71	что это	7	17
72	другой стороны	3	17
73	в той	7	17
74	слова и	10	17
75	в виду	5	16
76	ничего не	2	16
77	в зависимости	6	16
78	что не	2	16
79	что и	4	16
80	но не	13	16
81	по отношению	10	15
82	и тем	10	15
83	один из	3	15
84	только потому	3	15
85	а в	3	15
86	при этом	4	15
87	того как	6	15
88	в данном	7	15
89	должно быть	3	15
90	целый ряд	6	15
91	лишь в	3	15
92	именно в	9	15
93	как на	8	15
94	в нашем	6	15
95	в них	3	14
96	хотя и	4	14
97	я не	3	14
98	как мы	24	14
99	сказать что	18	14
100	мы имеем	3	14
101	отношению к	9	14
102	сих пор	6	14
103	также и	2	14
104	что такое	2	14
105	если мы	6	14
106	и на	4	14
107	в ней	5	14
108	до сих	6	14
109	не могут	9	13
110	это и	7	13
111	по существу	2	13
112	что она	8	13
113	в пределах	3	13
114	в этой	7	13
