N	2gram	Propp_Isto	Vladivir
1	и в	43	116
2	то что	20	71
3	и не	16	67
4	не только	28	65
5	у него	4	65
6	в этом	25	53
7	в том	13	52
8	том что	12	51
9	что в	29	48
10	но и	24	47
11	в его	7	40
12	и с	10	39
13	сказать что	5	36
14	и даже	4	36
15	там же	2	35
16	так что	8	35
17	потому что	8	33
18	что он	17	32
19	не может	8	31
20	о том	4	30
21	только в	8	30
22	никогда не	9	29
23	как мы	11	29
24	вовсе не	3	27
25	а в	13	27
26	не было	2	26
27	в то	2	25
28	но в	15	25
29	в себе	2	25
30	и то	4	25
31	и его	10	25
32	а также	5	24
33	точки зрения	3	23
34	между прочим	4	23
35	может быть	22	23
36	он не	11	23
37	что же	2	23
38	в виде	2	22
39	так как	13	22
40	об этом	8	22
41	ни в	2	22
42	в своей	4	21
43	вместе с	12	21
44	а именно	8	20
45	в своем	2	20
46	прежде всего	3	20
47	для нас	6	20
48	и что	6	20
49	и потому	2	19
50	так и	6	19
51	не менее	6	19
52	в дальнейшем	8	19
53	таким образом	15	19
54	в течение	6	19
55	тем не	6	19
56	не в	9	18
57	как это	5	18
58	как и	9	18
59	хотя и	4	18
60	не мог	2	18
61	что и	17	17
62	в этой	7	17
63	то это	5	17
64	у нас	7	17
65	а не	13	17
66	и если	3	17
67	уже не	11	16
68	все же	13	16
69	того что	8	16
70	было бы	5	16
71	к тому	9	16
72	и все	4	16
73	в котором	5	16
74	не есть	3	16
75	в связи	5	15
76	но это	5	15
77	к этому	10	15
78	то же	11	15
79	и к	4	15
80	тут же	4	14
81	все эти	8	14
82	и как	6	14
83	и на	7	14
84	мы уже	9	14
85	так же	16	13
86	с тем	3	13
87	можно сказать	3	13
88	да и	2	13
89	и от	3	13
90	что это	4	13
91	не просто	4	13
92	жизни и	2	13
93	то время	2	13
94	во всем	3	13
95	есть только	4	12
96	и у	6	12
97	только на	2	12
98	ничего не	12	12
99	в нем	11	12
100	и по	6	12
101	связи с	9	12
102	во всяком	2	12
103	содержит в	2	12
104	и это	5	12
105	мы сейчас	2	12
106	если не	2	12
107	по себе	3	12
108	всяком случае	2	12
109	мы должны	9	11
110	и о	2	11
111	я не	3	11
112	при этом	4	11
113	все это	4	11
114	в данном	7	11
115	хотя бы	3	11
116	и здесь	8	11
117	он уже	2	11
118	на то	4	11
119	тому же	4	11
120	даже в	4	10
121	о нем	2	10
122	к нему	12	10
123	в ней	3	10
124	что его	2	10
125	в качестве	4	10
126	можно было	3	10
127	еще не	15	10
128	но не	10	10
129	он и	4	10
130	здесь не	6	10
131	это не	10	9
132	но как	2	9
133	мы знаем	11	9
134	в целом	4	9
135	в начале	2	9
136	по существу	3	9
137	с этим	13	9
138	с другой	10	9
139	что мы	5	9
140	но он	8	9
141	это мы	2	8
142	отношение к	4	8
143	в чем	4	8
144	себя в	2	8
145	как бы	5	8
146	тот же	2	8
147	и и	6	8
148	из этих	5	8
149	и он	2	8
150	в этот	6	8
151	тем что	8	8
152	с этой	3	8
153	в этих	18	8
154	как в	6	8
155	и для	3	8
156	после смерти	2	8
157	когда он	2	8
158	со стороны	3	8
159	которой он	3	8
160	конечно не	3	8
161	другими словами	2	7
162	который был	2	7
163	в доме	14	7
164	при помощи	11	7
165	не имеет	3	7
166	к этой	2	7
167	себе и	2	7
168	мы читаем	2	7
169	по этому	2	7
170	на его	5	7
171	точно так	8	7
172	о его	2	7
173	же в	6	7
174	здесь мы	6	7
175	е в	2	7
176	из его	2	7
177	мы видели	18	7
178	то и	7	7
179	даже не	2	7
180	если бы	7	7
181	и вот	3	7
182	к ней	4	7
183	но если	2	7
184	но все	5	7
185	в одном	9	7
186	что этот	4	7
187	и есть	3	7
188	в них	6	7
189	выше мы	5	7
190	данном случае	6	6
191	его в	7	6
192	те же	2	6
193	на себя	5	6
194	что здесь	8	6
195	от того	3	6
196	есть и	7	6
197	есть не	2	6
198	уже на	3	6
199	к своему	3	6
200	в виду	2	6
201	и очень	2	6
202	что на	6	6
203	его на	6	6
204	здесь в	2	6
205	под влиянием	2	6
206	время как	2	6
207	другой стороны	10	6
208	указать на	4	6
209	что она	8	6
210	на него	4	6
211	не раз	2	6
212	должен был	5	6
213	такой же	3	6
214	мы не	3	6
215	не с	2	6
216	она была	2	6
217	в жизни	3	6
218	той же	3	6
219	видно что	5	6
220	главным образом	3	6
221	он сам	2	6
222	не говорит	2	6
223	в очень	2	5
224	но она	2	5
225	вопрос о	4	5
226	еще на	2	5
227	друг друга	6	5
228	на все	2	5
229	и тем	2	5
230	в частности	6	5
231	она не	4	5
232	а то	2	5
233	он в	3	5
234	заметить что	2	5
235	можно только	3	5
236	и за	3	5
237	один из	7	5
238	как нечто	3	5
239	что они	14	5
240	во время	8	5
241	ее в	3	5
242	увидим ниже	4	5
243	мы имеем	24	5
244	нет ничего	3	5
245	говорит что	4	5
246	где он	2	5
247	что я	2	5
248	и так	3	5
249	далеко не	3	5
250	что у	4	5
251	на одной	4	5
252	не вполне	7	5
253	еще более	3	5
254	в свою	5	5
255	из них	7	5
256	со своей	2	5
257	и только	6	5
258	к богу	2	4
259	на самом	2	4
260	перед нами	4	4
261	всех этих	3	4
262	для нее	2	4
263	в тех	3	4
264	вплоть до	2	4
265	но для	2	4
266	не будем	6	4
267	оказывается что	2	4
268	ясно что	2	4
269	иное как	6	4
270	не что	6	4
271	наряду с	4	4
272	как к	2	4
273	то мы	3	4
274	это и	4	4
275	совершенно не	2	4
276	как у	2	4
277	после этого	2	4
278	и т	33	4
279	только с	2	4
280	с большим	5	4
281	так в	8	4
282	одной стороны	2	4
283	не то	2	4
284	всю жизнь	2	4
285	него и	2	4
286	что иное	6	4
287	представление о	3	4
288	или не	3	4
289	тех же	2	4
290	независимо от	3	4
291	с ней	6	4
292	не все	7	4
293	но этот	3	4
294	мы можем	10	4
295	в глаза	2	4
296	т д	30	4
297	во второй	2	4
298	себе в	2	4
299	только что	3	4
300	чтобы он	3	4
301	мы увидим	6	4
302	в особенности	3	4
303	не на	2	4
304	и другие	6	4
305	уже давно	2	4
306	об этой	2	4
307	с одной	2	4
308	и более	3	4
309	можно найти	8	4
310	со своими	2	4
311	их в	6	4
312	знаем что	9	4
313	на этом	5	4
314	только не	2	4
315	ему в	2	4
316	прочим и	2	3
317	возможно что	7	3
318	указывает на	6	3
319	не имеют	2	3
320	от него	3	3
321	и ее	3	3
322	именно так	3	3
323	в другом	11	3
324	в силу	2	3
325	не хочет	3	3
326	роль в	2	3
327	но эта	2	3
328	казалось бы	2	3
329	от своего	3	3
330	и при	2	3
331	мы здесь	7	3
332	нет никаких	2	3
333	его не	3	3
334	ниже в	3	3
335	его от	3	3
336	на котором	2	3
337	также что	2	3
338	так например	3	3
339	видели выше	4	3
340	его к	5	3
341	с того	5	3
342	а если	3	3
343	а мы	3	3
344	которая в	2	3
345	пока не	3	3
346	из трех	3	3
347	что не	3	3
348	не могла	3	3
349	если это	4	3
350	и она	5	3
351	для них	3	3
352	и др	4	3
353	же как	8	3
354	находится в	4	3
355	при дворе	2	3
356	и этот	2	3
357	сам он	2	3
358	все еще	7	3
359	того как	3	3
360	некоторое время	4	3
361	очень часто	4	3
362	во многих	2	3
363	три года	6	3
364	с ними	5	3
365	не знаю	9	3
366	это в	2	3
367	дело не	3	3
368	особенно в	2	3
369	очень много	3	3
370	к тем	2	3
371	это делает	2	3
372	на земле	2	3
373	одним из	4	3
374	никуда не	2	3
375	она всегда	2	3
376	что по	2	3
377	в состоянии	2	3
378	все что	4	3
379	в которых	7	3
380	у меня	5	3
381	прибавить что	2	3
382	меня и	3	3
383	и действительно	5	3
384	в сторону	3	3
385	достаточно указать	3	3
386	к жизни	2	3
387	он на	2	3
388	как будто	2	3
389	быть и	3	3
390	он все	5	2
391	за это	2	2
392	просто в	2	2
393	человека в	2	2
394	дней и	3	2
395	мы пока	2	2
396	утверждать что	2	2
397	что дело	2	2
398	у его	2	2
399	дом и	4	2
400	одна из	2	2
401	к себе	3	2
402	своих детей	2	2
403	к более	2	2
404	или же	2	2
405	здесь дело	2	2
406	а он	6	2
407	уже с	3	2
408	к чему	2	2
409	приведем несколько	3	2
410	не всегда	7	2
411	жизни так	2	2
412	на ту	2	2
413	не видал	2	2
414	несколько дней	3	2
415	но по	4	2
416	где же	2	2
417	что ни	3	2
418	же мы	2	2
419	если он	2	2
420	же он	3	2
421	образом в	2	2
422	только тогда	2	2
423	никому не	2	2
424	на месте	2	2
425	к своей	4	2
426	стороны и	3	2
427	нее и	2	2
428	могло быть	3	2
429	на этой	2	2
430	на том	3	2
431	они не	4	2
432	или по	5	2
433	могло бы	2	2
434	одного из	2	2
435	однако что	4	2
436	наконец если	3	2
437	в большой	4	2
438	же не	2	2
439	из этой	2	2
440	можно ли	3	2
441	с очень	2	2
442	меня не	4	2
443	времени уже	2	2
444	то чего	2	2
445	можно утверждать	2	2
446	он меня	2	2
447	о ней	2	2
448	то не	2	2
449	в поисках	2	2
450	почти всегда	2	2
451	все равно	3	2
452	должна быть	2	2
453	например в	3	2
454	этого слова	3	2
455	этом случае	8	2
456	и затем	2	2
457	к отцу	3	2
458	совершенно так	4	2
459	стоит на	3	2
460	особого рода	3	2
461	имеем не	3	2
462	интересно что	3	2
463	меня к	2	2
464	на это	4	2
465	с ее	2	2
466	и тот	3	2
467	дело с	2	2
468	за ним	4	2
469	известно что	3	2
470	как не	2	2
471	и их	4	2
472	его и	6	2
473	здесь все	2	2
474	сих пор	7	2
475	после того	5	2
476	и пр	19	2
477	имеет свою	3	2
478	не знал	2	2
479	но тем	2	2
480	человека с	2	2
481	в самых	3	2
482	что весь	2	2
483	своего отца	2	2
484	является в	2	2
485	он же	2	2
486	здесь можно	10	2
487	а через	3	2
488	в русской	5	2
489	уже знаем	3	2
490	и толстой	2	2
491	в другой	6	2
492	этих двух	2	2
493	не можем	2	2
494	в русском	3	2
495	здесь и	2	2
496	и уже	2	2
497	что эта	2	2
498	только после	2	2
499	в некоторых	9	2
500	уже видели	4	2
501	в себя	3	2
502	в работе	3	2
503	относится к	3	2
504	состояла в	2	2
505	работе о	3	2
506	до сих	7	2
507	случае мы	4	2
508	многих других	2	2
