N	3gram	Voloshinov	Formalny
1	с точки зрения	5	40
2	не может быть	2	29
3	на самом деле	3	21
4	то же время	7	20
5	в то же	9	20
6	в связи с	2	16
7	по отношению к	2	12
8	в самом деле	2	11
9	в этом отношении	2	11
10	в зависимости от	7	10
11	как мы видели	3	8
12	для того чтобы	7	8
13	вместе с тем	2	8
14	в свою очередь	4	7
15	того или иного	5	7
16	смысле этого слова	2	6
17	и в то	2	6
18	прежде всего в	4	5
19	в значительной степени	2	5
20	связи с этим	2	5
21	к тому что	2	5
22	и те же	2	5
23	одни и те	2	5
24	в конце концов	3	4
25	может быть понято	2	4
26	с самого начала	4	4
27	ничего не останется	2	4
28	но и в	3	4
29	в той же	3	4
30	но все же	3	4
31	то же самое	4	3
32	с тем и	2	3
33	то или иное	4	3
34	во всех своих	3	3
35	у нас не	2	3
36	но в то	2	3
37	как мы увидим	2	3
38	мы увидим что	2	3
39	равно как и	2	3
40	но при этом	2	2
41	все то что	2	2
42	тот или иной	2	2
43	что перед нами	2	2
44	зависимости от того	2	2
45	что же такое	2	2
46	социального общения и	3	2
47	или хотя бы	2	2
48	речевого общения в	2	2
49	и тем же	2	2
50	не только в	3	2
51	и тем самым	3	2
52	мы видели что	2	2
53	в этом случае	3	2
54	тех или иных	3	2
