N	2gram	Losev_Prob	Russkaja
1	не может	6	22
2	и не	29	19
3	в том	25	17
4	в этом	31	17
5	и в	48	14
6	то что	26	13
7	точки зрения	17	11
8	то же	6	11
9	таким образом	20	11
10	в то	6	10
11	но и	21	10
12	не только	28	9
13	том что	29	9
14	может быть	11	9
15	в себе	7	9
16	с точки	13	9
17	во всяком	7	9
18	того чтобы	3	8
19	прежде всего	15	8
20	и с	10	7
21	к тому	7	7
22	о том	17	7
23	в данном	6	7
24	и если	2	7
25	не будет	4	7
26	отнюдь не	14	7
27	россии в	2	7
28	ни к	2	7
29	самом деле	3	7
30	с тем	7	6
31	если в	2	6
32	на самом	2	6
33	и для	11	6
34	для всех	2	6
35	в своих	3	6
36	в россии	2	6
37	и к	9	6
38	если бы	2	6
39	всяком случае	6	6
40	все это	8	6
41	для того	4	6
42	и при	2	6
43	что он	12	6
44	в своем	16	6
45	для него	2	6
46	вопрос о	2	5
47	или иной	4	5
48	а в	8	5
49	на то	2	5
50	было бы	12	5
51	хотя бы	11	5
52	из которых	2	5
53	и на	9	5
54	потому что	21	5
55	при этом	6	5
56	в нем	8	5
57	он должен	2	5
58	жизни в	7	5
59	в своей	29	5
60	конечно не	2	5
61	только в	21	5
62	никогда не	7	5
63	и только	4	5
64	он не	4	5
65	сих пор	3	5
66	между тем	2	5
67	во всех	2	5
68	по существу	2	5
69	до сих	3	5
70	и то	6	4
71	что в	12	4
72	но не	12	4
73	смотреть на	2	4
74	его в	9	4
75	все же	12	4
76	не могут	3	4
77	не в	16	4
78	как и	10	4
79	как бы	10	4
80	все что	2	4
81	можно было	4	4
82	идет речь	2	4
83	так как	10	4
84	тогда когда	4	4
85	жизни и	7	4
86	что такой	2	4
87	в его	19	4
88	в их	4	4
89	на земле	11	4
90	то ни	4	4
91	во всем	5	4
92	в этой	14	4
93	вместе с	15	4
94	бы то	4	4
95	в корне	2	4
96	одной из	5	3
97	данном случае	5	3
98	да и	5	3
99	том чтобы	3	3
100	для этого	2	3
101	о котором	4	3
102	что это	4	3
103	точке зрения	2	3
104	о которых	2	3
105	что для	2	3
106	в сознании	3	3
107	и сейчас	2	3
108	именно в	11	3
109	из этих	2	3
110	приходит к	2	3
111	не есть	3	3
112	всех этих	3	3
113	и потому	4	3
114	что оно	2	3
115	в другом	6	3
116	в значительной	3	3
117	в конце	10	3
118	из них	4	3
119	в самом	7	3
120	и как	10	3
121	можно ли	2	3
122	несмотря на	7	3
123	для них	3	3
124	что и	8	3
125	конце концов	7	3
126	или в	7	3
127	он сам	3	3
128	из этого	6	3
129	и во	2	3
130	борьбе с	3	3
131	той или	5	3
132	и по	2	3
133	связи с	11	3
134	еще не	4	3
135	в виде	25	3
136	того что	8	3
137	в качестве	9	3
138	что они	4	3
139	не было	4	3
140	и ни	4	3
141	и т	2	3
142	тем что	2	3
143	то в	4	3
144	не о	2	2
145	что только	3	2
146	и о	9	2
147	любви к	2	2
148	даже если	2	2
149	и от	7	2
150	не так	4	2
151	не к	3	2
152	с этим	3	2
153	в таких	2	2
154	тем самым	2	2
155	или иного	2	2
156	большинстве случаев	2	2
157	ее в	2	2
158	для себя	6	2
159	тому что	2	2
160	к нему	3	2
161	указывает на	4	2
162	на этой	2	2
163	из всех	2	2
164	но в	17	2
165	того или	3	2
166	свое собственное	2	2
167	ни в	17	2
168	в котором	5	2
169	так же	7	2
170	на себя	2	2
171	в начале	6	2
172	этого не	2	2
173	сама по	2	2
174	это в	2	2
175	в настоящее	7	2
176	людей и	13	2
177	даже и	11	2
178	больше чем	2	2
179	в ней	4	2
180	на эту	2	2
181	уже не	12	2
182	на это	2	2
183	время в	2	2
184	в результате	11	2
185	по отношению	2	2
186	но для	2	2
187	но даже	6	2
188	настоящее время	7	2
189	и вместе	3	2
190	если не	6	2
191	в силу	6	2
192	и даже	24	2
193	а не	7	2
194	для нас	14	2
195	по этому	5	2
196	по себе	5	2
197	мы можем	5	2
198	нисколько не	7	2
199	точно так	4	2
200	всю свою	4	2
201	в борьбе	2	2
202	проявляется в	3	2
203	если только	2	2
204	в других	5	2
205	и тем	4	2
206	и является	6	2
207	и что	9	2
208	людей или	2	2
209	но это	7	2
210	как акт	2	2
211	все эти	12	2
212	том же	2	2
213	только для	5	2
214	и наконец	4	2
215	а с	4	2
216	и тогда	4	2
217	является не	2	2
218	не просто	12	2
219	в этих	3	2
220	только на	2	2
221	в частности	5	2
222	значительной мере	3	2
223	факт что	2	2
224	в таком	4	2
225	и есть	4	2
226	всю эту	2	2
227	так что	18	2
228	как будто	9	2
229	именно на	2	2
230	в области	3	2
231	за то	4	2
232	это есть	2	2
233	вся эта	3	2
234	с ним	4	2
235	у него	13	2
236	мы уже	2	2
237	и более	3	2
238	участие в	2	2
239	ясно что	11	2
