N	2gram	Potebnia_M	Tvorches
1	и в	48	56
2	как бы	10	41
3	в его	6	37
4	в то	16	30
5	то же	35	25
6	не только	32	24
7	но в	8	24
8	же время	8	24
9	то есть	53	23
10	и его	4	23
11	и не	28	23
12	а в	14	23
13	как и	22	23
14	и т	12	22
15	в этом	19	22
16	в том	47	21
17	что в	30	21
18	том что	28	19
19	он не	4	19
20	может быть	46	19
21	потому что	82	19
22	у него	3	18
23	то что	37	18
24	что он	8	17
25	все это	4	17
26	т д	5	17
27	и на	5	17
28	таким образом	24	17
29	никогда не	2	16
30	прежде всего	6	16
31	как в	17	16
32	при этом	6	16
33	не может	18	16
34	но и	30	16
35	в этой	3	15
36	но это	9	15
37	в мире	3	15
38	и с	4	15
39	это не	2	14
40	и даже	3	14
41	там же	8	13
42	о том	7	13
43	а не	22	13
44	тем самым	11	12
45	в целом	5	12
46	же с	7	12
47	в котором	7	12
48	все же	3	11
49	в своей	2	11
50	для него	14	11
51	не в	24	10
52	так и	17	10
53	уже в	10	10
54	но не	8	10
55	в самом	11	10
56	он сам	2	10
57	только в	29	10
58	в свою	6	9
59	в нем	16	9
60	один из	7	9
61	и от	5	9
62	человека в	2	9
63	в своих	2	9
64	во многом	3	9
65	в душе	17	9
66	даже в	3	8
67	так же	6	8
68	в себе	26	8
69	человека и	8	8
70	в их	2	8
71	одной из	3	8
72	не менее	9	8
73	на его	4	8
74	так как	20	8
75	тогда как	8	8
76	вовсе не	13	8
77	к этому	3	8
78	об этом	4	8
79	еще не	9	8
80	одним из	3	8
81	именно в	5	8
82	хотя и	3	8
83	вместе с	22	8
84	влияние на	3	7
85	самом деле	5	7
86	в чем	6	7
87	например в	9	7
88	что она	4	7
89	в которой	9	7
90	в этих	2	7
91	уже не	11	7
92	его в	6	6
93	так что	14	6
94	и все	5	6
95	место в	4	6
96	не столько	2	6
97	хотя бы	3	6
98	и как	8	6
99	если бы	20	6
100	с ним	10	6
101	а потому	8	6
102	бы не	6	5
103	по отношению	12	5
104	но если	2	5
105	но эта	3	5
106	и других	3	5
107	том же	2	5
108	в виде	3	5
109	т п	7	5
110	в образе	4	5
111	в своем	6	5
112	а с	4	5
113	в них	9	5
114	и это	6	5
115	что этот	2	5
116	быть может	7	5
117	значит что	2	5
118	что не	12	5
119	что и	16	5
120	в ее	3	5
121	в ту	2	5
122	мы не	17	5
123	и по	5	5
124	что они	2	5
125	в истории	2	5
126	тот же	2	5
127	показывает что	2	5
128	что это	6	5
129	с этим	12	5
130	что человек	4	5
131	мысли и	8	5
132	на него	3	5
133	на деле	8	5
134	та же	3	5
135	между тем	19	5
136	как у	2	5
137	в известной	3	5
138	отношению к	10	5
139	что у	4	5
140	с другой	8	5
141	что я	5	5
142	если не	6	5
143	из них	11	5
144	не было	12	5
145	в таком	6	5
146	перед нами	3	4
147	при помощи	2	4
148	и потому	9	4
149	сливается с	2	4
150	крайней мере	8	4
151	в человеке	4	4
152	это и	2	4
153	эта мысль	2	4
154	только на	4	4
155	отличие от	2	4
156	не знает	4	4
157	стремится к	3	4
158	в такой	2	4
159	того что	24	4
160	что все	5	4
161	к нему	7	4
162	но только	3	4
163	он говорит	3	4
164	точки зрения	4	4
165	так в	4	4
166	что на	3	4
167	могут быть	6	4
168	сих пор	4	4
169	а а	2	4
170	с ними	6	4
171	мы видим	3	4
172	было в	6	4
173	и я	3	4
174	который в	2	4
175	и мы	3	4
176	тут же	2	4
177	нет ничего	2	4
178	так сказать	6	4
179	в каждом	6	4
180	известно что	4	4
181	превращается в	3	4
182	тем что	13	4
183	и наконец	3	4
184	и есть	4	4
185	но без	2	4
186	с этой	2	4
187	времени и	2	4
188	отказаться от	2	4
189	что его	3	4
190	по крайней	8	4
191	и более	4	4
192	далеко не	5	4
193	зависит от	7	4
194	в которых	5	4
195	на наш	2	4
196	между людьми	2	4
197	с точки	3	4
198	говорить о	6	4
199	на стороне	2	4
200	той же	6	4
201	но он	3	4
202	до сих	4	4
203	заставляет нас	3	4
204	не есть	24	3
205	во времени	2	3
206	для человека	8	3
207	его к	2	3
208	на самом	4	3
209	в процессе	2	3
210	от него	2	3
211	к другим	4	3
212	даже не	2	3
213	отношение к	2	3
214	для себя	3	3
215	это определение	2	3
216	давно уже	4	3
217	друг друга	6	3
218	таком случае	2	3
219	на все	3	3
220	и тем	8	3
221	со стороны	4	3
222	в области	3	3
223	действительности и	3	3
224	но что	4	3
225	людей и	2	3
226	в один	4	3
227	от ее	2	3
228	идеи и	2	3
229	в искусстве	6	3
230	так например	3	3
231	о котором	2	3
232	к тому	9	3
233	к самому	2	3
234	связь с	4	3
235	в ней	11	3
236	другой стороны	4	3
237	что оно	12	3
238	всяком случае	3	3
239	идеи в	2	3
240	не то	6	3
241	развития в	2	3
242	по этому	2	3
243	точно так	15	3
244	совсем не	2	3
245	должны быть	3	3
246	что с	2	3
247	и до	2	3
248	там где	6	3
249	никто не	5	3
250	в первом	5	3
251	эти слова	2	3
252	можно сказать	4	3
253	заключается в	2	3
254	как мы	8	3
255	да и	2	3
256	сказать что	8	3
257	если в	2	3
258	во многих	3	3
259	сами по	3	3
260	его с	3	3
261	до этого	2	3
262	время в	3	3
263	из этих	10	3
264	в начале	3	3
265	это в	2	3
266	и тогда	4	3
267	не все	5	3
268	его как	3	3
269	к ней	7	3
270	мысль о	12	3
271	только что	12	3
272	я и	3	3
273	лишь в	2	3
274	был бы	2	3
275	только для	3	3
276	ее в	2	3
277	для того	8	3
278	и их	4	3
279	у нас	2	3
280	себе не	6	3
281	не с	4	3
282	нет и	2	3
283	несколько раз	2	3
284	но уже	2	3
285	с другим	2	3
286	что для	5	3
287	жизни не	3	3
288	образом и	3	3
289	и если	4	3
290	и к	5	3
291	но на	2	3
292	не существует	5	3
293	по себе	26	3
294	как она	2	3
295	несмотря на	2	3
296	жизни и	3	3
297	вряд ли	4	3
298	и что	13	3
299	во всяком	4	3
300	нет ни	2	3
301	или в	4	3
302	и только	5	3
303	с высоты	2	3
304	т с	31	3
305	в одном	4	3
306	данном случае	3	2
307	в выражении	3	2
308	в нее	5	2
309	в свой	2	2
310	все более	2	2
311	к одному	7	2
312	и притом	3	2
313	в таких	4	2
314	о человеке	5	2
315	не могут	7	2
316	но мы	3	2
317	слова не	2	2
318	но как	2	2
319	еще раз	2	2
320	вслед за	6	2
321	не потому	2	2
322	когда человек	3	2
323	но даже	3	2
324	в силу	7	2
325	уже по	3	2
326	сравнительно с	6	2
327	есть не	9	2
328	а как	2	2
329	свою очередь	6	2
330	одном из	4	2
331	в одно	8	2
332	связано с	2	2
333	образом в	4	2
334	с тем	9	2
335	быть назван	3	2
336	следовало бы	2	2
337	тому что	6	2
338	она не	4	2
339	того же	5	2
340	была бы	5	2
341	и без	9	2
342	ответ на	3	2
343	между прочим	5	2
344	от мысли	4	2
345	и та	5	2
346	то это	9	2
347	что же	3	2
348	не будет	4	2
349	у меня	2	2
350	того чтобы	5	2
351	когда в	2	2
352	одним словом	3	2
353	было бы	16	2
354	же в	3	2
355	связи с	6	2
356	а может	2	2
357	в сущности	3	2
358	во время	4	2
359	заключает в	10	2
360	рядом с	2	2
361	входят в	3	2
362	в действительности	7	2
363	и того	2	2
364	образ и	6	2
365	по поводу	8	2
366	кажется что	3	2
367	самого себя	3	2
368	отношений между	2	2
369	и вообще	4	2
370	он как	2	2
371	не от	3	2
372	что если	5	2
373	в данном	3	2
374	с другими	9	2
375	а к	4	2
376	души и	2	2
377	с каким	3	2
378	из нее	2	2
379	по мере	12	2
380	тем не	7	2
381	но этот	2	2
382	переход от	3	2
383	в глаза	2	2
384	в мысли	3	2
385	что как	4	2
386	должен был	2	2
387	а от	2	2
388	художественное произведение	6	2
389	в речи	4	2
390	как о	3	2
391	и о	6	2
392	указывает на	8	2
393	отношении к	3	2
394	в глазах	3	2
395	с одной	8	2
396	которого не	2	2
397	непосредственно в	2	2
398	то он	2	2
399	от одной	3	2
400	человека с	2	2
401	не имеет	10	2
402	ни в	2	2
403	столь же	8	2
404	и здесь	3	2
405	их в	3	2
406	а между	6	2
407	все что	4	2
408	представляется нам	2	2
409	в произведении	4	2
410	входит в	3	2
411	к его	2	2
412	из себя	3	2
413	в эту	4	2
414	со своим	2	2
415	с которым	3	2
416	к своей	2	2
417	как та	2	2
418	не из	4	2
419	внимание на	2	2
420	на мир	2	2
421	и теперь	6	2
422	только как	9	2
423	не говорит	2	2
424	бы ни	6	2
425	человек может	2	2
426	человек и	2	2
427	как на	6	2
428	же и	3	2
429	не к	4	2
430	не дает	2	2
431	мы уже	5	2
