N	2gram	Losev_Dial	Mirosoze
1	и в	34	97
2	может быть	30	64
3	не только	35	63
4	это –	39	56
5	в этом	14	55
6	но и	14	54
7	он не	8	53
8	а не	39	53
9	в нем	7	49
10	не может	29	49
11	у него	2	47
12	и не	50	39
13	никогда не	9	38
14	потому что	21	37
15	в ней	4	37
16	не было	6	36
17	не в	11	34
18	и есть	24	33
19	для него	4	31
20	не есть	95	30
21	но он	3	30
22	прежде всего	20	29
23	как и	14	29
24	но в	3	27
25	и он	3	27
26	в мире	2	27
27	человека и	2	26
28	и это	12	25
29	в своей	4	25
30	и все	17	24
31	свободы и	4	24
32	у нас	7	24
33	он –	9	23
34	в своем	7	23
35	что в	12	23
36	что он	18	22
37	в самом	9	21
38	в себе	8	20
39	как бы	19	19
40	в его	6	18
41	и потому	6	17
42	того что	22	17
43	в том	17	16
44	том что	18	16
45	то что	25	16
46	было бы	13	16
47	если нет	6	16
48	и его	8	16
49	быть может	3	15
50	в этой	3	15
51	не знает	4	15
52	в котором	2	15
53	нет ничего	14	14
54	в конце	2	14
55	она не	10	14
56	так как	12	14
57	в глубине	3	14
58	та же	5	13
59	и вот	13	13
60	друг друга	3	13
61	и на	6	13
62	это не	13	12
63	и у	3	12
64	к нему	4	12
65	в них	6	12
66	все это	13	12
67	– не	11	12
68	но не	3	12
69	с тем	4	11
70	но это	10	11
71	хотя бы	9	11
72	только в	10	11
73	был бы	2	11
74	как в	2	11
75	и для	5	11
76	уже не	9	11
77	и к	5	11
78	жизни и	8	11
79	духа и	2	11
80	не могут	6	10
81	так же	7	10
82	есть не	11	10
83	это и	12	10
84	должна быть	11	10
85	то же	9	10
86	не имеет	18	10
87	есть и	14	9
88	бы и	2	9
89	а в	3	9
90	к тому	4	9
91	не будет	5	9
92	что и	8	9
93	и во	3	9
94	из самых	3	9
95	я не	11	9
96	должно быть	7	9
97	все что	3	9
98	есть уже	2	9
99	с ним	3	9
100	не мог	3	9
101	вместе с	3	9
102	вопрос о	9	8
103	ничего не	29	8
104	от него	2	8
105	в этих	3	8
106	они не	3	8
107	жизнь в	2	8
108	мира и	3	8
109	что не	8	8
110	есть религия	3	8
111	в христианстве	3	8
112	т е	72	8
113	только и	3	8
114	с его	7	8
115	себя в	3	8
116	– все	4	8
117	за пределы	3	8
118	тем что	5	8
119	для того	4	8
120	что есть	6	8
121	нет и	5	8
122	о том	11	8
123	и с	10	8
124	бога не	2	7
125	она есть	17	7
126	как он	4	7
127	но если	11	7
128	что все	16	7
129	мог бы	2	7
130	точки зрения	43	7
131	себя и	3	7
132	все еще	2	7
133	что она	13	7
134	на этом	3	7
135	в жизни	4	7
136	также и	6	7
137	не существует	10	7
138	если он	2	7
139	все в	3	7
140	не могу	2	7
141	от нее	3	7
142	отношения к	4	7
143	во всем	5	7
144	чем в	2	7
145	чтобы не	4	6
146	его в	2	6
147	или к	2	6
148	личности и	15	6
149	у человека	2	6
150	– в	15	6
151	людей и	2	6
152	всего в	2	6
153	и она	4	6
154	в ее	5	6
155	его на	3	6
156	его не	3	6
157	это есть	19	6
158	быть и	7	6
159	того как	2	6
160	в глубину	2	6
