N	2gram	Losev_Prob	KulturaY
1	и т	13	143
2	т е	2	102
3	и в	64	84
4	в том	19	74
5	потому что	24	68
6	не только	37	60
7	точки зрения	5	59
8	в этом	30	57
9	было бы	16	53
10	и не	63	52
11	может быть	29	47
12	том что	26	44
13	того чтобы	10	44
14	что в	21	44
15	т д	12	42
16	для того	10	41
17	в самом	10	41
18	у нас	31	38
19	самом деле	10	37
20	хотя бы	15	37
21	так как	16	36
22	с точки	3	36
23	в области	8	34
24	таким образом	9	33
25	а не	21	33
26	можно было	8	32
27	если бы	8	32
28	не в	6	30
29	прежде всего	17	30
30	в его	12	30
31	и пр	4	30
32	все же	7	29
33	того что	18	28
34	не менее	26	28
35	все эти	15	28
36	в силу	2	26
37	в языке	13	26
38	уже не	9	26
39	не может	18	25
40	то что	72	25
41	вовсе не	60	25
42	вопрос о	4	24
43	еще не	18	24
44	с другой	8	24
45	так и	17	23
46	то же	10	23
47	только в	19	23
48	языка в	3	22
49	тем не	25	21
50	во всяком	18	20
51	но и	23	20
52	по себе	20	20
53	и что	21	20
54	что он	11	19
55	но в	19	19
56	языка и	5	19
57	зависимости от	2	19
58	тем что	10	19
59	о том	25	19
60	всяком случае	11	19
61	что же	18	19
62	между тем	3	18
63	связи с	8	18
64	все это	11	18
65	в качестве	3	18
66	к тому	5	18
67	с тем	6	18
68	в сущности	2	18
69	как бы	18	18
70	и с	12	18
71	русском языке	2	18
72	вместе с	4	18
73	это не	7	17
74	как раз	20	17
75	как это	7	17
76	можно говорить	3	17
77	что это	4	17
78	другой стороны	7	17
79	о языке	3	17
80	в той	2	17
81	слова и	5	17
82	в виду	10	16
83	ничего не	20	16
84	в зависимости	2	16
85	что не	8	16
86	что и	2	16
87	тот же	4	16
88	но не	13	16
89	и тем	16	15
90	один из	7	15
91	только потому	4	15
92	а в	7	15
93	при этом	8	15
94	того как	3	15
95	в данном	16	15
96	должно быть	3	15
97	лишь в	4	15
98	именно в	5	15
99	не было	7	15
100	как на	3	15
101	в нашем	3	15
102	в них	8	14
103	в связи	7	14
104	хотя и	8	14
105	как мы	10	14
106	сказать что	33	14
107	мы имеем	3	14
108	сих пор	6	14
109	также и	22	14
110	что такое	23	14
111	если мы	16	14
112	и на	11	14
113	до сих	6	14
114	не могут	6	13
115	по существу	2	13
116	между прочим	3	13
117	крайней мере	8	13
118	что она	8	13
119	по крайней	8	13
120	в пределах	2	13
121	в этой	14	13
122	в которых	4	13
123	для нас	11	13
124	и его	3	13
125	той же	2	13
126	этот вопрос	2	12
127	для этого	5	12
128	вопроса о	3	12
129	как в	5	12
130	а только	9	12
131	того же	3	12
132	тогда когда	4	12
133	могут быть	2	12
134	в результате	6	12
135	говорить о	14	12
136	однако не	3	12
137	ясно что	7	12
138	еще и	9	11
139	в таких	5	11
140	или иной	8	11
141	в их	7	11
142	в своем	7	11
143	языка как	2	11
144	язык как	3	11
145	из этих	5	11
146	должна быть	2	11
147	в нем	14	11
148	этом отношении	2	11
149	совершенно не	7	11
150	и здесь	8	11
151	и то	15	11
152	и если	9	11
153	уже в	6	11
154	он не	5	11
155	в каком	7	10
156	тем самым	11	10
157	так же	12	10
158	в то	7	10
159	со стороны	2	10
160	в общем	5	10
161	как и	7	10
162	речь идет	2	10
163	бы и	5	10
164	того или	8	10
165	с этим	7	10
166	в нашей	3	10
167	тем более	13	10
168	бы в	3	10
169	несмотря на	6	10
170	от того	2	10
171	в первом	2	10
172	этом смысле	8	10
173	конечно не	3	10
174	не просто	30	10
175	не потому	2	9
176	то мы	2	9
177	здесь не	9	9
178	что все	9	9
179	и для	10	9
180	в своей	8	9
181	можно сказать	9	9
182	что слово	2	9
183	или иного	6	9
184	дает нам	2	9
185	а также	6	9
186	но это	11	9
187	в которой	2	9
188	но уже	9	9
189	слова как	2	9
190	не имеет	8	9
191	на то	12	9
192	ни в	13	9
193	но для	3	9
194	мы говорим	3	9
195	что мы	23	9
196	и есть	7	9
197	подобного рода	8	9
198	на самом	9	8
199	в частности	5	8
200	мере в	2	8
201	только тогда	4	8
202	в своих	3	8
203	тех пор	4	8
204	а потому	2	8
205	что на	4	8
206	в чем	3	8
207	не говоря	8	8
208	с одной	4	8
209	и о	11	8
210	в тех	2	8
211	был бы	6	8
212	что они	5	8
213	этом случае	6	8
214	с его	3	8
215	да и	11	8
216	то и	7	8
217	независимо от	2	8
218	по преимуществу	4	8
219	и как	10	8
220	об этом	10	8
221	в этих	7	8
222	тому что	6	8
223	смысл и	3	8
224	заключается в	2	8
225	но все	5	8
226	далеко не	9	8
227	не есть	49	8
228	отнюдь не	15	8
229	в таком	18	8
230	же в	5	8
231	казалось бы	11	7
232	как он	4	7
233	всякого рода	3	7
234	и потому	3	7
235	была бы	2	7
236	не знает	4	7
237	она не	5	7
238	на том	5	7
239	одной стороны	4	7
240	нисколько не	3	7
241	но вот	2	7
242	например в	2	7
243	никак не	13	7
244	когда мы	10	7
245	не все	4	7
246	том случае	2	7
247	до тех	4	7
248	как о	4	7
249	же и	4	7
250	в истории	6	7
251	все равно	7	7
252	а именно	16	7
253	и более	4	7
254	в самой	3	7
255	и должно	2	7
256	есть в	9	7
257	на этот	3	7
258	в котором	5	7
259	с ним	4	7
260	внимание на	4	7
261	сводится к	3	7
262	только как	2	7
263	во внимание	2	7
264	не значит	4	7
265	и вовсе	7	7
266	учение о	5	7
267	даже в	2	6
268	перед нами	7	6
269	данном случае	10	6
270	о них	3	6
271	она есть	5	6
272	в себе	16	6
273	вообще и	6	6
274	роль в	2	6
275	говоря уже	6	6
276	были бы	2	6
277	это только	4	6
278	может иметь	3	6
279	которые в	4	6
280	от этого	2	6
281	можно ли	9	6
282	на этой	4	6
283	гораздо более	6	6
284	а если	2	6
285	уже о	5	6
286	на себя	2	6
287	мы называем	2	6
288	что оно	4	6
289	в ее	3	6
290	должны быть	2	6
291	что с	2	6
292	той или	10	6
293	в каком-то	3	6
294	не на	4	6
295	что эти	2	6
296	на язык	2	6
297	в корне	2	6
298	что значит	3	6
299	как будто	6	6
300	по поводу	6	6
301	что если	5	6
302	только то	6	6
303	то это	3	6
304	же это	3	6
305	за пределы	6	6
306	мы не	6	6
307	отличается от	2	6
308	прежде чем	3	6
309	или в	5	6
310	если и	2	6
311	только для	3	6
312	но только	3	6
313	только что	2	6
314	оно не	6	6
315	могли бы	2	6
316	если не	6	6
317	то или	3	6
318	или иное	2	6
319	чтобы не	3	6
320	тем же	2	6
321	никогда не	8	5
322	в отношении	7	5
323	к его	2	5
324	в область	3	5
325	язык не	2	5
326	как же	6	5
327	и к	2	5
328	мы должны	5	5
329	относится к	6	5
330	не будем	5	5
331	в другом	2	5
332	а это	5	5
333	в конце	13	5
334	но если	6	5
335	слово в	2	5
336	здесь как	3	5
337	и при	4	5
338	или менее	7	5
339	же касается	3	5
340	так что	12	5
341	по своему	14	5
342	о нем	3	5
343	более или	7	5
344	учения о	3	5
345	даже и	18	5
346	говорим о	3	5
347	но как	11	5
348	не то	4	5
349	смысле слова	11	5
350	то не	2	5
351	и тогда	2	5
352	нельзя было	3	5
353	и от	3	5
354	и еще	3	5
355	всех этих	11	5
356	не как	2	5
357	и даже	19	5
358	я и	2	5
359	кроме того	7	5
360	одного и	2	5
361	для нашей	3	5
362	нас в	4	5
363	то он	3	5
364	очень много	3	5
365	и является	9	5
366	язык и	2	5
367	о котором	4	5
368	или иначе	7	5
369	есть не	10	5
370	обратить внимание	3	5
371	но что	3	5
372	и их	4	5
373	только не	4	5
374	и того	5	5
375	мы в	4	5
376	только о	8	5
377	и только	7	5
378	но с	2	5
379	мы находим	2	5
380	не о	7	4
381	все они	2	4
382	его в	9	4
