N	2gram	Vygotskiy_	VeschiIm
1	не есть	4	79
2	и не	18	57
3	не только	28	48
4	то что	48	48
5	не может	31	46
6	и в	33	45
7	и есть	8	40
8	может быть	15	39
9	а не	14	37
10	значит что	6	32
11	это значит	5	30
12	что я	4	26
13	потому что	40	25
14	было бы	18	24
15	в себе	4	23
16	что она	3	23
17	по себе	8	23
18	только в	21	23
19	сказать что	18	22
20	и что	18	22
21	в смысле	3	22
22	и следовательно	7	20
23	что такое	6	20
24	как бы	11	20
25	и ее	2	19
26	но и	14	19
27	что же	2	19
28	все же	5	18
29	в этом	43	18
30	есть не	3	17
31	и это	3	17
32	прежде всего	5	17
33	так как	20	17
34	что мы	11	17
35	того что	34	16
36	таким образом	30	16
37	как раз	5	16
38	в том	44	15
39	как и	13	15
40	в ней	2	15
41	не в	10	14
42	и то	9	14
43	но это	4	14
44	том что	41	13
45	это и	3	13
46	и для	3	13
47	в самом	10	13
48	в себя	4	13
49	ничего не	6	12
50	иное как	2	12
51	но если	7	12
52	совершенно не	5	12
53	что в	33	12
54	точки зрения	27	12
55	что и	11	12
56	что они	8	12
57	и как	7	12
58	не что	2	12
59	то же	12	12
60	еще не	11	12
61	что иное	2	12
62	и даже	3	12
63	о том	13	12
64	если мы	9	12
65	и с	7	12
66	бы то	2	12
67	еще и	3	11
68	в то	5	11
69	не менее	4	11
70	что не	2	11
71	вовсе не	2	11
72	себя в	4	11
73	и их	4	11
74	также и	2	11
75	и только	4	11
76	в чем	10	10
77	что оно	9	10
78	ясно что	2	10
79	это не	8	9
80	нисколько не	2	9
81	со стороны	3	9
82	так что	8	9
83	в своем	11	9
84	то и	2	9
85	она не	2	9
86	должно быть	10	9
87	хотя бы	5	9
88	бы в	6	9
89	в результате	9	9
90	у нас	4	9
91	на то	6	9
92	но не	13	9
93	но что	6	9
94	говорить о	3	9
95	и его	6	9
96	с ним	6	9
97	в отношении	18	8
98	его в	6	8
99	и потому	3	8
100	указывает на	3	8
101	что он	40	8
102	но в	9	8
103	мы не	6	8
104	себя и	2	8
105	все это	2	8
106	это есть	5	8
107	должна быть	7	8
108	можно сказать	7	8
109	что значит	3	8
110	по сравнению	9	8
111	мы имеем	4	8
112	отличается от	2	8
