N	2gram	Vygotskiy_	Vvedenie
1	в том	59	38
2	в этом	35	35
3	и в	38	35
4	том что	44	30
5	может быть	25	30
6	не только	16	26
7	для того	14	23
8	того чтобы	15	22
9	таким образом	36	21
10	также и	3	20
11	не может	11	19
12	то что	27	19
13	потому что	14	18
14	о том	6	16
15	только в	16	16
16	так как	19	15
17	представляет собой	6	14
18	и не	16	13
19	что в	31	13
20	в самом	8	13
21	в нем	4	13
22	в их	12	12
23	того что	17	12
24	точки зрения	27	12
25	в его	22	12
26	как на	2	12
27	этом смысле	7	11
28	то же	18	11
29	по себе	11	11
30	как мы	14	11
31	ясно что	4	11
32	вопрос о	2	10
33	не в	10	10
34	прежде всего	6	10
35	но в	4	10
36	в той	2	10
37	уже и	5	10
38	между тем	10	10
39	из этих	5	9
40	тем не	6	9
41	и как	11	9
42	все же	11	9
43	смысле этого	10	9
44	но не	7	9
45	не менее	8	9
46	дело с	3	9
47	в истории	9	9
48	это не	5	8
49	можно было	10	8
50	о котором	2	8
51	с другой	11	8
52	именно в	6	8
53	в качестве	25	8
54	и то	9	7
55	выводу что	4	7
56	к выводу	2	7
57	самом деле	4	7
58	сих пор	3	7
59	как и	20	7
60	как бы	17	7
61	этот вопрос	5	7
62	смысле слова	5	7
63	представить себе	3	7
64	но и	9	7
65	было бы	15	7
66	до сих	3	7
67	сказать что	10	6
68	его в	8	6
69	не могут	5	6
70	как например	2	6
71	том чтобы	2	6
72	хотя бы	2	6
73	иное как	2	6
74	об этом	2	6
75	и даже	4	6
76	но если	2	6
77	к истории	3	6
78	тем что	12	6
79	как он	8	6
80	в какой	5	6
81	на этот	5	6
82	с тем	18	6
83	и это	7	6
84	а в	7	6
85	уже не	3	6
86	в которых	3	6
87	могут быть	9	6
88	в то	5	6
89	один из	8	6
90	и что	15	6
91	и его	5	6
92	все это	8	6
93	нельзя не	2	6
94	этом случае	4	6
95	вовсе не	5	6
96	вместе с	18	6
97	независимо от	5	5
98	с их	3	5
99	имеет дело	2	5
100	не что	2	5
101	есть и	2	5
102	и т.д	8	5
103	в виду	4	5
104	и тем	8	5
105	а как	2	5
106	связь между	7	5
107	одним из	6	5
108	с этой	6	5
109	что он	13	5
110	так что	3	5
111	что иное	2	5
112	на основании	11	5
113	в течение	2	5
114	этого понятия	3	5
115	по своему	14	5
116	одно из	2	5
117	как уже	8	5
118	от этого	6	5
119	как это	16	5
120	не есть	5	5
121	другой стороны	5	5
122	в них	3	5
123	уже в	10	5
124	в целом	22	5
125	всяком случае	10	5
126	внимание на	4	5
127	что и	14	5
128	не просто	3	5
129	а не	7	5
130	хотя и	2	5
131	приходим к	2	5
132	во всяком	10	5
133	еще и	2	4
134	все более	2	4
135	должен был	2	4
136	само по	3	4
137	по сравнению	6	4
138	в чисто	2	4
139	в результате	6	4
140	мы имеем	6	4
141	не признать	2	4
142	одной стороны	8	4
143	в области	9	4
144	этот процесс	4	4
145	по отношению	4	4
146	в каждом	2	4
147	и обратно	2	4
148	только что	5	4
149	связана с	3	4
150	этом отношении	9	4
151	еще не	6	4
152	отношению к	3	4
153	речь в	3	4
154	в чем	2	4
155	отличие от	8	4
156	в отличие	8	4
157	с одной	8	4
158	заключается в	22	4
159	к тому	8	4
160	но все	4	4
161	и для	4	4
162	не имеет	3	4
163	в котором	3	4
164	в виде	4	4
165	тогда когда	10	4
166	в одном	4	4
167	из них	5	4
168	или иначе	2	4
169	видит в	2	4
170	в себе	9	4
171	как она	4	4
172	связи между	6	4
173	и заключается	2	4
174	с точки	11	4
175	в своей	9	4
176	сравнению с	4	4
177	можно сказать	2	4
178	той же	8	4
179	однако не	3	4
180	никогда не	11	3
181	до конца	2	3
182	в каком	3	3
183	одна из	2	3
184	в отношении	14	3
185	свое время	2	3
186	что это	8	3
187	в изучении	2	3
188	или иной	3	3
189	известном смысле	2	3
190	в своем	9	3
191	и той	7	3
192	а также	6	3
193	с этим	6	3
194	том отношении	2	3
195	так же	26	3
196	как оно	5	3
197	нисколько не	3	3
198	в начале	5	3
199	в собственном	12	3
200	что уже	3	3
201	бы и	2	3
202	для этого	3	3
203	что она	7	3
204	к этому	5	3
205	не как	3	3
206	в другом	3	3
207	обе эти	5	3
208	от того	8	3
209	и здесь	5	3
210	если бы	12	3
211	зависимости от	7	3
212	об отношении	2	3
213	при помощи	3	3
214	в свое	2	3
215	в сущности	3	3
216	раньше чем	3	3
217	понятно что	3	3
218	в этих	4	3
219	в силу	9	3
220	только на	2	3
221	в частности	4	3
222	как в	14	3
223	или как	2	3
224	том виде	4	3
225	такого рода	7	3
226	мы видели	8	3
227	вообще не	3	3
228	со всей	5	3
229	на этой	7	3
230	на том	3	3
231	и на	9	3
232	того же	12	3
233	с понятием	4	3
234	может служить	2	3
235	в ней	3	3
236	входит в	7	3
237	в конечном	2	3
238	и к	9	3
239	вообще и	2	3
240	на этом	3	3
241	между ними	6	3
242	однако в	2	3
243	из которых	6	3
244	но что	3	3
245	этому поводу	4	3
246	в известном	6	3
247	по этому	6	3
248	есть еще	2	3
249	здесь не	2	3
250	так чтобы	2	3
251	же как	10	3
252	и того	5	3
253	при этом	13	3
254	в зависимости	6	3
255	что с	8	3
256	наряду с	3	3
257	во внимание	2	3
258	все эти	9	3
259	той или	2	3
260	связи с	14	3
261	и тогда	2	3
262	этой области	2	3
263	и сам	4	3
264	же самое	9	3
265	в этой	7	3
266	в слове	3	3
267	собственном смысле	12	3
268	и других	4	3
269	того как	5	3
270	чем в	4	3
271	одно и	7	2
272	в языке	3	2
273	деле как	2	2
274	с которыми	4	2
275	и развития	3	2
276	образом по	3	2
277	другого рода	2	2
278	бы с	3	2
279	и потому	2	2
280	это понятие	2	2
281	из того	4	2
282	его к	6	2
283	мы должны	15	2
284	во всех	3	2
285	что следовательно	2	2
286	все время	6	2
287	но как	4	2
288	лежит в	3	2
289	с ней	4	2
290	другом месте	3	2
291	тем более	2	2
292	который по	2	2
293	или нет	2	2
294	должно быть	3	2
295	момента в	2	2
296	этой точки	4	2
297	каждый из	2	2
298	бы в	5	2
299	в обоих	2	2
300	которые не	5	2
301	в форме	2	2
302	что здесь	2	2
303	мы называем	4	2
304	что оно	8	2
305	не могли	3	2
306	в следующем	4	2
307	вообще в	2	2
308	что именно	3	2
309	и те	3	2
310	в связи	9	2
311	виде в	4	2
312	том же	3	2
313	так называемая	4	2
314	а с	4	2
315	одного и	5	2
316	свою очередь	3	2
317	что если	3	2
318	у них	3	2
319	это очевидно	2	2
320	и при	3	2
321	когда мы	2	2
322	так и	11	2
323	может ли	2	2
324	том смысле	3	2
325	одной и	6	2
326	от других	2	2
327	не бывает	2	2
328	на котором	3	2
329	увидим что	5	2
330	можно считать	3	2
331	значение в	5	2
332	говорит он	8	2
333	тому что	3	2
334	своему значению	2	2
335	на то	7	2
336	могло бы	4	2
337	если это	2	2
338	состоит в	4	2
339	для объяснения	2	2
340	мог бы	5	2
341	в своих	3	2
342	себе и	2	2
343	в ряде	4	2
344	в свою	4	2
345	и с	5	2
346	но это	7	2
347	не столько	4	2
348	в основу	5	2
349	что мы	18	2
350	и совершенно	2	2
351	мы можем	13	2
352	тому как	2	2
353	точно так	4	2
354	речь идет	4	2
355	принять во	2	2
356	для них	3	2
357	с теми	2	2
358	смысле и	2	2
359	а затем	4	2
360	по признаку	3	2
361	сам по	2	2
362	только после	2	2
363	мы не	14	2
364	в тех	2	2
365	факт что	7	2
366	что они	23	2
367	свое значение	2	2
368	все равно	4	2
369	не мог	4	2
370	например в	2	2
371	во всем	7	2
372	в дальнейшем	3	2
373	этого слова	13	2
374	по существу	4	2
375	что каждая	2	2
376	со словом	2	2
377	мы уже	8	2
378	понятия в	8	2
379	с помощью	64	2
