N	2gram	Vygotskiy_	formyVre
1	и в	55	148
2	в этом	21	73
3	то есть	44	70
4	в нем	5	51
5	прежде всего	5	46
6	и т	36	40
7	и не	24	37
8	в его	8	36
9	и его	14	36
10	вовсе не	7	35
11	но и	12	33
12	то же	17	32
13	т п	24	32
14	не только	25	32
15	но в	5	31
16	жизни и	5	31
17	так и	6	29
18	может быть	35	27
19	не в	19	26
20	как мы	2	26
21	как и	25	25
22	как бы	11	25
23	точки зрения	32	24
24	в то	8	23
25	времени и	2	23
26	только в	18	23
27	то что	47	22
28	в том	55	22
29	все эти	7	21
30	связи с	2	21
31	во всех	4	21
32	же время	2	21
33	в своем	3	19
34	и для	9	19
35	и на	6	19
36	у него	4	18
37	и все	8	18
38	по существу	6	18
39	еще не	2	18
40	таким образом	38	18
41	человека и	3	17
42	с этим	7	17
43	те же	9	17
44	при этом	28	17
45	так как	28	17
46	в особенности	3	17
47	все же	9	16
48	того же	3	16
49	и во	3	16
50	в связи	3	16
51	в основе	13	16
52	не может	30	16
53	и их	4	16
54	никогда не	13	15
55	в них	4	15
56	в одном	4	15
57	с точки	12	15
58	с его	3	15
59	вместе с	10	15
60	так же	29	14
61	его жизни	3	14
62	все это	11	14
63	и как	9	14
64	в конце	6	14
65	и с	5	14
66	как раз	4	14
67	а не	18	14
68	роль в	4	13
69	в их	4	13
70	в частности	6	13
71	а в	10	13
72	того чтобы	13	13
73	для того	12	13
74	как в	17	13
75	человеческого тела	2	13
76	в котором	5	13
77	в самом	18	13
78	с ним	2	13
79	ничего не	4	12
80	отнюдь не	11	12
81	значение и	3	12
82	не было	5	12
83	время в	2	12
84	и до	2	12
85	конечно не	2	12
86	и наконец	2	12
87	но не	5	12
88	потому что	27	12
89	он не	8	12
90	что в	39	12
91	его в	3	11
92	и у	6	11
93	между ними	2	11
94	в ней	3	11
95	хотя и	3	11
96	ни в	9	11
97	из них	4	11
98	уже в	3	11
99	вещей и	2	10
100	в ее	7	10
101	тот же	8	10
102	и другие	5	10
103	сих пор	8	10
104	также и	2	10
105	уже не	3	10
106	на основе	2	10
107	до сих	8	10
108	могут быть	15	9
109	одного и	2	9
110	и других	4	9
111	в других	3	9
112	и следовательно	4	9
113	жизнь и	3	9
114	наряду с	3	9
115	том что	30	9
116	должно быть	2	9
117	и даже	11	9
118	та же	4	9
119	и это	6	9
120	с другой	7	9
121	есть в	7	9
122	в самой	2	9
123	их в	4	9
124	оно не	2	9
125	до конца	9	8
126	для себя	2	8
127	и потому	2	8
128	в произведении	7	8
129	к тому	8	8
130	отношение к	3	8
131	в целом	8	8
132	один из	6	8
133	что и	27	8
134	во всяком	9	8
135	и то	4	8
136	время как	6	8
137	в результате	4	8
138	и по	7	8
139	если бы	10	8
140	в этих	6	8
141	со всеми	5	8
142	с одной	6	8
143	в жизни	5	8
144	значение в	2	8
145	и к	5	8
146	в виду	6	8
147	для всех	5	7
148	в процессе	7	7
149	в себе	6	7
150	не как	3	7
151	том же	4	7
152	у них	2	7
153	отличие от	6	7
154	того что	15	7
155	в той	2	7
156	было бы	14	7
157	себя и	3	7
158	например в	5	7
159	имеет место	2	7
160	к этому	5	7
161	из этих	6	7
162	в которой	6	7
163	с ее	3	7
164	т д	10	7
165	этом отношении	7	7
166	к ним	4	7
167	в отличие	4	7
168	еще более	2	7
169	то время	6	7
170	в себя	3	7
171	но он	3	7
172	в отношении	3	6
173	не могут	6	6
174	и ее	4	6
175	есть не	6	6
176	а как	2	6
177	с тем	11	6
178	ту же	6	6
179	одной стороны	7	6
180	в основу	3	6
181	мы видим	8	6
182	в качестве	3	6
183	сказать что	12	6
184	тех же	2	6
185	за пределы	2	6
186	мы не	15	6
187	мы можем	6	6
188	мы находим	2	6
189	в сущности	15	6
190	не является	5	6
191	смысле слова	4	6
192	о том	11	6
193	все что	4	6
194	в которых	5	6
195	бы ни	2	6
196	в таком	5	6
197	в совершенно	5	6
198	во все	2	5
199	стороны и	3	5
200	о чем	2	5
201	и вообще	3	5
202	произведения и	2	5
203	понятно что	3	5
204	был бы	6	5
205	только на	7	5
206	так что	8	5
207	одно из	2	5
208	в него	4	5
209	с другими	2	5
210	что все	10	5
211	там где	5	5
212	с ними	2	5
213	при изображении	2	5
214	не на	2	5
215	что они	7	5
216	в этой	5	5
217	и от	4	5
218	хотя бы	4	5
219	мы имеем	7	5
220	в своей	6	5
221	по преимуществу	2	5
222	об этом	3	5
223	тем что	7	5
224	с этой	8	5
225	или как	2	5
226	почти все	3	5
227	не имеет	3	5
228	далеко не	7	5
229	в смысле	3	5
230	и уже	2	5
231	точка зрения	6	5
232	или в	2	5
233	и только	5	5
234	той же	9	5
235	мы будем	2	5
236	даже в	2	4
237	из того	2	4
238	мы должны	4	4
239	от него	2	4
240	в одной	3	4
241	по себе	21	4
242	которых мы	4	4
243	и при	3	4
244	что он	17	4
245	и о	4	4
246	как он	4	4
247	оно было	2	4
248	людей и	2	4
249	его от	2	4
250	даны в	2	4
251	в чем	5	4
252	что не	2	4
253	другой стороны	7	4
254	и те	5	4
255	и совершенно	7	4
256	на его	3	4
257	формы и	11	4
258	совсем не	3	4
259	из самых	2	4
260	в глаза	2	4
261	только что	3	4
262	и вот	5	4
263	у нас	4	4
264	вследствие этого	2	4
265	себе и	2	4
266	же и	2	4
267	и более	3	4
268	в своих	12	4
269	как она	4	4
270	несмотря на	8	4
271	всяком случае	7	4
272	же что	2	4
273	к жизни	2	4
274	это и	3	4
275	же самое	8	4
276	во всем	5	4
277	все в	2	4
278	жизни с	4	4
279	чем в	2	4
280	вопрос о	3	3
281	и всегда	2	3
282	как можно	3	3
283	и которые	2	3
284	которые в	3	3
285	его к	2	3
286	но мы	3	3
287	том как	2	3
288	в тех	2	3
289	есть только	7	3
290	вплоть до	3	3
291	а на	4	3
292	что здесь	2	3
293	наконец в	2	3
294	теми же	2	3
295	форма в	3	3
296	и эти	2	3
297	и характер	3	3
298	точку зрения	3	3
299	как это	8	3
300	почти всегда	3	3
301	по сравнению	3	3
302	этой проблемы	2	3
303	тому что	7	3
304	она не	6	3
305	искусство и	5	3
306	что на	4	3
307	но это	3	3
308	и художественного	2	3
309	же как	8	3
310	из всех	4	3
311	в зависимости	6	3
312	как нечто	3	3
313	на этом	3	3
314	того и	3	3
315	под влиянием	4	3
316	и так	7	3
317	очень часто	4	3
