N	2gram	Propp_Isto	Narrotol
1	не только	17	62
2	и не	19	50
3	при этом	4	47
4	но и	16	45
5	а не	5	38
6	в качестве	13	35
7	в частности	9	31
8	может быть	31	30
9	и в	44	30
10	в том	13	29
11	том что	12	28
12	в этом	20	28
13	а в	9	27
14	такого рода	2	26
15	представляет собой	8	25
16	только в	8	25
17	в данном	3	24
18	как и	12	24
19	не в	11	23
20	то что	16	23
21	не может	10	20
22	данном случае	2	17
23	так и	9	17
24	а также	5	17
25	со стороны	6	16
26	в его	16	16
27	но в	7	15
28	можно сказать	2	15
29	и его	15	14
30	в своем	3	13
31	в своей	3	13
32	то же	9	13
33	у него	7	13
34	о том	11	13
35	уже не	14	13
36	перед нами	2	12
37	все же	17	12
38	прежде всего	7	12
39	как в	11	12
40	как бы	4	12
41	тем самым	2	11
42	по отношению	2	11
43	к себе	3	11
44	и тем	7	11
45	героя в	11	11
46	об этом	6	11
47	в нем	10	11
48	в этой	5	11
49	если бы	5	11
50	отношению к	2	11
51	никогда не	5	10
52	в то	5	10
53	ничего не	4	10
54	как это	5	10
55	один из	6	10
56	точки зрения	3	10
57	того что	3	10
58	как правило	2	10
59	и все	4	10
60	но не	8	10
61	жизни и	4	10
62	с его	3	10
63	еще не	16	9
64	что он	29	9
65	что в	18	9
66	тем не	6	9
67	для него	2	9
68	потому что	18	9
69	с ним	9	9
70	о чем	6	8
71	самом деле	2	8
72	но при	2	8
73	не менее	6	8
74	того чтобы	3	8
75	одна из	6	8
76	мы имеем	22	8
77	и он	9	8
78	и для	3	8
79	и к	3	8
80	в таком	2	8
81	он не	5	8
82	не мог	3	8
83	в свою	3	7
84	это не	8	7
85	в ней	8	7
86	одного из	3	7
87	на себя	4	7
88	в целом	4	7
89	в ее	4	7
90	же в	3	7
91	в силу	7	7
92	также и	2	7
93	с другой	11	7
94	в котором	2	7
95	и на	11	7
96	или в	7	7
97	в форме	5	7
98	одной стороны	7	6
99	о нем	3	6
100	они не	5	6
101	однако в	2	6
102	между двумя	7	6
103	что и	11	6
104	представляют собой	6	6
105	например в	11	6
106	сказать что	2	6
107	то в	2	6
108	из этих	5	6
109	здесь не	3	6
110	на него	10	6
111	героя и	3	6
112	как у	2	6
113	не по	3	6
114	с одной	7	6
115	что у	6	6
116	на то	3	6
117	к его	2	6
118	все что	5	6
119	таким образом	21	6
120	том как	5	5
121	в другом	2	5
122	и у	3	5
123	не всегда	9	5
124	а именно	8	5
125	и о	2	5
