N	2gram	Losev_Prob	Literetu
1	а не	21	50
2	и не	63	47
3	не только	37	46
4	и в	64	44
5	может быть	29	43
6	при этом	8	41
7	но и	23	41
8	в том	19	39
9	в этом	30	38
10	том что	26	32
11	в частности	5	30
12	такого рода	20	30
13	то что	72	29
14	в качестве	3	27
15	то же	10	26
16	как и	7	23
17	в то	7	23
18	не в	6	22
19	так и	17	22
20	того что	18	22
21	не может	18	22
22	я и	2	21
23	в себе	16	20
24	прежде всего	17	19
25	как бы	18	18
26	то есть	61	17
27	точки зрения	5	17
28	в его	12	17
29	с другой	8	17
30	в этой	14	16
31	в жизни	3	16
32	тем самым	11	15
33	со стороны	2	15
34	не менее	26	15
35	только в	19	15
36	что он	11	14
37	однако в	2	14
38	и даже	19	14
39	в своем	7	13
40	как это	7	13
41	с одной	4	13
42	но не	13	13
43	уже не	9	13
44	и его	3	13
45	в данном	16	12
46	в своей	8	12
47	а также	6	12
48	еще не	18	12
49	одним из	2	12
50	о том	25	12
51	одной стороны	4	12
52	никогда не	8	11
53	данном случае	10	11
54	это не	7	11
55	в другом	2	11
56	еще в	2	11
57	с его	3	11
58	и сам	3	11
59	как в	5	11
60	а в	7	11
61	или иначе	7	11
62	в основе	4	11
63	вместе с	4	11
64	даже в	2	10
65	этом отношении	2	10
66	для себя	9	10
67	в области	8	10
68	что в	21	10
69	так или	7	10
70	отнюдь не	15	10
71	в ее	3	10
72	из них	3	10
73	и на	11	10
74	потому что	24	10
75	одно из	2	9
76	к тому	5	9
77	один из	7	9
78	же в	5	9
79	связи с	8	9
80	лишь в	4	9
81	искусства и	3	9
82	представляет собой	2	9
83	одна из	4	8
84	в конце	13	8
85	едва ли	10	8
86	все же	7	8
87	в искусстве	3	8
88	по существу	2	8
89	но в	19	8
90	того же	3	8
91	уже в	6	8
92	на себя	2	8
93	не говоря	8	8
94	что не	8	8
95	для него	2	8
96	говоря уже	6	8
97	особого рода	3	8
98	и как	10	8
99	слова и	5	8
100	мира в	2	8
101	а именно	16	8
102	тем что	10	8
103	в своих	3	8
104	той же	2	8
105	с точки	3	8
106	как раз	20	8
107	для всех	3	7
108	в их	7	7
109	не как	2	7
110	и тем	16	7
111	для этого	5	7
112	другой стороны	7	7
113	и для	10	7
114	по преимуществу	4	7
115	перестает быть	3	7
116	у нас	31	7
117	именно в	5	7
118	в самом	10	7
119	и с	12	7
120	он и	8	7
121	тому как	3	7
122	в случае	5	7
123	в нем	14	7
124	он не	5	7
125	еще и	9	6
126	его в	9	6
127	в виду	10	6
128	казалось бы	11	6
129	самом деле	10	6
130	одного из	2	6
131	уже о	5	6
132	и др	2	6
133	было бы	16	6
134	не было	7	6
135	например в	2	6
136	и то	15	6
137	то в	6	6
138	то и	7	6
139	во всех	9	6
140	и наконец	3	6
141	как о	4	6
142	далеко не	9	6
143	подобно тому	2	6
144	том числе	2	6
145	и только	7	6
146	как на	3	6
147	как будто	6	6
148	тем же	2	6
149	или иной	8	5
150	с собой	3	5
151	в литературе	4	5
152	так как	16	5
153	как он	4	5
154	так что	12	5
155	он сам	2	5
156	не знает	4	5
157	к этой	2	5
158	между тем	3	5
159	несмотря на	6	5
160	что и	2	5
161	в сущности	2	5
162	в связи	7	5
163	все еще	5	5
164	место в	2	5
165	самого себя	2	5
166	хотя бы	15	5
167	должно быть	3	5
168	мы не	6	5
169	на свете	2	5
170	тем не	25	5
171	в силу	2	5
172	но уже	9	5
173	в нашем	3	5
174	и если	9	5
175	и к	2	5
176	но с	2	5
177	однако не	3	5
178	входит в	4	4
179	себе и	2	4
180	для нас	11	4
181	не является	12	4
182	только для	3	4
183	каждый из	3	4
184	для которого	4	4
185	все время	3	4
186	здесь как	3	4
187	к своему	2	4
188	только на	13	4
189	с тем	6	4
190	общего с	10	4
191	для своего	3	4
192	и все	9	4
193	на том	5	4
194	на его	2	4
195	могли бы	2	4
196	и само	3	4
197	а потому	2	4
198	могут быть	2	4
199	в них	8	4
200	во всей	4	4
201	хотя и	8	4
202	как мы	10	4
203	во всяком	18	4
204	бы то	2	4
205	мышления и	6	4
206	но при	2	4
207	нет ничего	12	4
208	то это	3	4
209	но это	11	4
210	за пределы	6	4
211	сводится к	3	4
212	бы не	4	4
213	для того	10	4
214	совершенно не	7	4
215	со всеми	2	4
216	что его	4	4
217	в пределах	2	4
218	то он	3	4
219	все они	2	4
220	можно сказать	9	4
221	на то	12	4
222	не вполне	4	4
223	свое место	2	4
224	свидетельствует о	5	4
225	вовсе не	60	4
226	из этого	2	4
227	и что	21	4
228	то ни	3	4
229	что было	2	4
230	таким образом	9	4
231	и есть	7	4
232	отношения к	2	4
233	и нет	2	4
234	на самом	9	3
235	вопрос о	4	3
236	ничего не	20	3
237	в действительности	5	3
238	и потому	3	3
239	от всего	4	3
240	в москве	2	3
241	так же	12	3
242	но как	11	3
243	о чем	11	3
244	по себе	20	3
245	тех пор	4	3
246	крайней мере	8	3
247	в отношении	7	3
248	вот в	2	3
249	не раз	2	3
250	общения людей	3	3
251	на один	2	3
252	есть не	10	3
253	в первом	2	3
254	текста и	5	3
255	но по	2	3
256	xx века	2	3
257	о нем	3	3
258	и о	11	3
259	стороны и	3	3
260	в сознании	5	3
261	но только	3	3
262	той или	10	3
263	времени в	2	3
264	что же	18	3
265	речь идет	2	3
266	сознания с	2	3
267	же как	2	3
268	того чтобы	10	3
269	поэтому для	2	3
270	числе и	2	3
271	и до	3	3
272	все эти	15	3
273	то с	9	3
274	и тогда	2	3
275	не на	4	3
276	он был	2	3
277	в истории	6	3
278	должна быть	2	3
279	и т	13	3
280	и еще	3	3
281	тот же	4	3
282	ее в	2	3
283	на нее	2	3
284	да и	11	3
285	относится к	6	3
286	если в	2	3
287	и от	3	3
288	к предмету	3	3
289	во многих	4	3
290	только то	6	3
291	же это	3	3
292	можно было	8	3
293	сознания и	4	3
294	бы и	5	3
295	дело в	3	3
296	о своем	4	3
297	мысли и	2	3
298	и вовсе	7	3
299	мысль о	3	3
300	если бы	8	3
301	и вполне	6	3
302	также и	22	3
303	сказать и	3	3
304	был бы	6	3
305	в этих	7	3
306	все равно	7	3
307	себе не	3	3
308	обратим внимание	2	3
309	по крайней	8	3
310	что для	4	3
311	не имеет	8	3
312	и является	9	3
313	а то	2	3
314	он говорит	2	3
315	в чем	3	3
316	что такое	23	3
317	он в	2	3
318	в советской	3	3
319	не есть	49	3
320	отношения между	2	3
321	если не	6	3
322	из которых	2	3
323	будь то	3	3
324	всяком случае	11	3
325	все что	2	3
326	и того	5	3
327	мы в	4	3
328	здесь не	9	3
329	и уже	4	3
330	говорить о	14	3
331	не просто	30	3
332	ничего общего	14	3
333	же самое	9	3
334	же и	4	3
335	поскольку в	2	3
336	с ним	4	3
337	мы и	8	3
338	первый взгляд	2	2
339	чтобы не	3	2
340	перед нами	7	2
341	не для	3	2
342	россии как	2	2
343	как человек	2	2
344	и сама	2	2
345	это будет	2	2
346	в понимании	2	2
347	что вы	3	2
348	и притом	6	2
349	не был	4	2
350	есть и	4	2
351	который бы	3	2
352	роль в	2	2
353	ведь это	4	2
354	в чистом	3	2
355	подобного рода	8	2
356	о природе	2	2
357	и всегда	3	2
358	если оно	2	2
359	и при	4	2
360	при таком	2	2
361	была бы	2	2
362	что может	4	2
363	в такой	3	2
364	и будет	2	2
365	к его	2	2
366	собой но	2	2
367	речь не	2	2
368	так например	2	2
369	для понимания	2	2
370	собственно говоря	4	2
371	в него	3	2
372	тому что	6	2
373	к нему	5	2
374	вещей в	2	2
375	она не	5	2
376	чем и	2	2
377	обойтись без	2	2
378	в общем	5	2
379	гораздо более	6	2
380	а только	9	2
381	это тоже	4	2
382	все прочие	2	2
383	но мы	3	2
384	а если	2	2
385	от всякой	2	2
386	даже и	18	2
387	и без	6	2
388	пока не	3	2
389	что на	4	2
390	тогда когда	4	2
391	от других	3	2
392	же касается	3	2
393	с которой	3	2
394	по этому	6	2
395	а скорее	3	2
396	для них	5	2
397	исследования в	2	2
398	переходит в	2	2
399	и самого	5	2
400	и по	3	2
401	в нас	2	2
402	что они	5	2
403	и ее	9	2
404	нами не	4	2
405	и более	4	2
406	этом случае	6	2
407	только как	2	2
408	и другим	2	2
409	уже и	6	2
410	может и	3	2
411	эту тему	2	2
412	в значении	2	2
413	сказать что	33	2
414	по поводу	6	2
415	кажется что	2	2
416	никак не	13	2
417	только по	2	2
418	имел в	2	2
419	бы в	3	2
420	как нам	2	2
421	человека а	2	2
422	им в	2	2
423	с другими	6	2
424	в нашей	3	2
425	в результате	6	2
426	из этих	5	2
427	тем более	13	2
428	однако и	4	2
429	действительности в	3	2
430	время не	2	2
431	в это	2	2
432	для такого	2	2
433	в значительной	2	2
434	до тех	4	2
435	своего собственного	5	2
436	значение в	4	2
437	что к	2	2
438	чистом виде	4	2
439	для этой	2	2
440	и всякое	2	2
441	становится ясным	2	2
442	до последнего	2	2
443	между собою	9	2
444	но даже	3	2
445	быть только	3	2
446	есть по	6	2
447	есть в	9	2
448	нет и	5	2
449	от всех	2	2
450	в котором	5	2
451	если это	2	2
452	пока еще	12	2
453	поскольку он	2	2
454	оно не	6	2
455	или иных	2	2
456	на почве	2	2
457	чтобы он	2	2
458	только не	4	2
459	не можем	2	2
460	вопрос что	2	2
461	внимание на	4	2
462	раз и	13	2
463	в той	2	2
464	тех или	5	2
465	и который	3	2
466	языка в	3	2
467	но еще	2	2
468	в таком	18	2
469	друг другу	2	2
470	на эту	2	2
471	на первый	5	2
472	мы имеем	3	2
473	но он	3	2
474	но зато	3	2
