N	2gram	Propp_Isto	KulturaY
1	и т	39	143
2	т е	27	102
3	и в	44	84
4	в том	13	74
5	потому что	18	68
6	не только	17	60
7	точки зрения	3	59
8	в этом	20	57
9	было бы	2	53
10	и не	19	52
11	может быть	31	47
12	том что	12	44
13	того чтобы	3	44
14	что в	18	44
15	т д	36	42
16	для того	3	41
17	самом деле	2	37
18	хотя бы	2	37
19	так как	19	36
20	таким образом	21	33
21	а не	5	33
22	если бы	5	32
23	не в	11	30
24	прежде всего	7	30
25	в его	16	30
26	и пр	6	30
27	все же	17	29
28	того что	3	28
29	не менее	6	28
30	все эти	11	28
31	в силу	7	26
32	уже не	14	26
33	не может	10	25
34	то что	16	25
35	вовсе не	6	25
36	вопрос о	5	24
37	еще не	16	24
38	с другой	11	24
39	так и	9	23
40	то же	9	23
41	только в	8	23
42	тем не	6	21
43	но и	16	20
44	по себе	2	20
45	и что	13	20
46	что он	29	19
47	но в	7	19
48	тем что	12	19
49	о том	11	19
50	связи с	10	18
51	все это	4	18
52	в качестве	13	18
53	с тем	9	18
54	как бы	4	18
55	и с	8	18
56	вместе с	26	18
57	это не	8	17
58	как это	5	17
59	что это	8	17
60	другой стороны	10	17
61	ничего не	4	16
62	что не	3	16
63	что и	11	16
64	но не	8	16
65	по отношению	2	15
66	и тем	7	15
67	один из	6	15
68	а в	9	15
69	при этом	4	15
70	того как	8	15
71	в данном	3	15
72	целый ряд	4	15
73	лишь в	2	15
74	том чтобы	3	15
75	не было	2	15
76	как на	3	15
77	в них	3	14
78	в связи	6	14
79	как мы	9	14
80	сказать что	2	14
81	мы имеем	22	14
82	отношению к	2	14
83	сих пор	7	14
84	также и	2	14
85	и на	11	14
86	в ней	8	14
87	до сих	7	14
88	не могут	2	13
89	это и	3	13
90	по существу	2	13
91	между прочим	2	13
92	что она	3	13
93	в пределах	5	13
94	в этой	5	13
95	в которых	4	13
96	для нас	6	13
97	там где	11	13
98	и его	15	13
99	той же	2	13
100	этот вопрос	2	12
101	для этого	3	12
102	с этой	4	12
103	как в	11	12
104	того же	3	12
105	тогда когда	3	12
106	могут быть	9	12
107	ясно что	5	12
108	еще и	2	11
109	в таких	3	11
110	должен быть	2	11
111	в своем	3	11
112	из этих	5	11
113	должна быть	3	11
114	в нем	10	11
115	совершенно не	2	11
116	и здесь	12	11
117	и то	5	11
118	уже в	4	11
119	он не	5	11
120	тем самым	2	10
121	так же	14	10
122	в то	5	10
123	к этому	5	10
124	со стороны	6	10
125	они не	5	10
126	как и	12	10
127	ту же	2	10
128	тех же	2	10
129	с этим	7	10
130	в нашей	2	10
131	несмотря на	3	10
132	в особенности	6	10
133	после того	4	10
134	очевидно что	3	9
135	не потому	5	9
136	то мы	3	9
137	в целом	4	9
138	здесь не	3	9
139	что все	4	9
140	и для	3	9
141	в своей	3	9
142	можно сказать	2	9
143	дает нам	2	9
144	а также	5	9
145	но это	10	9
146	в которой	4	9
147	но уже	5	9
148	и вот	4	9
149	не имеет	4	9
150	на то	3	9
151	ни в	2	9
152	но для	4	9
153	что мы	4	9
154	и есть	3	9
155	подобного рода	2	9
156	в частности	9	8
157	только тогда	4	8
158	мы видели	9	8
159	в своих	4	8
160	с одной	7	8
161	и о	2	8
162	в тех	4	8
163	что они	3	8
164	этом случае	13	8
165	с его	3	8
166	и как	5	8
167	об этом	6	8
168	в этих	7	8
169	но все	8	8
170	в таком	2	8
171	же в	3	8
172	в свою	3	7
173	как он	6	7
174	всякого рода	3	7
175	и потому	2	7
176	а с	2	7
177	она не	7	7
178	на том	5	7
179	одной стороны	7	7
180	с ними	4	7
181	но вот	2	7
182	например в	11	7
183	в истории	7	7
184	а именно	8	7
185	здесь можно	5	7
186	что касается	2	7
187	и более	3	7
188	есть в	2	7
189	на этот	2	7
190	в котором	2	7
191	когда он	7	7
192	с ним	9	7
193	в одном	2	7
194	даже в	4	6
195	перед нами	2	6
196	данном случае	2	6
197	его к	3	6
198	роль в	3	6
199	на этом	5	6
200	е в	6	6
201	это только	2	6
202	не всегда	9	6
203	этого не	2	6
204	мы знаем	12	6
205	в свое	2	6
206	может иметь	2	6
207	от этого	6	6
208	на этой	5	6
209	а если	2	6
210	на себя	4	6
211	этой точки	2	6
212	что оно	4	6
213	в ее	4	6
214	должны быть	2	6
215	что с	2	6
216	как будто	2	6
217	то это	8	6
218	мы не	6	6
219	в числе	2	6
220	или в	7	6
221	только что	3	6
222	приводит к	2	6
223	если не	4	6
224	главным образом	2	6
225	то или	2	6
226	или иное	2	6
227	никогда не	5	5
228	к его	2	5
229	и к	3	5
230	мы должны	7	5
231	относится к	3	5
232	а на	2	5
233	не будем	6	5
234	в форме	5	5
235	к себе	3	5
236	в другом	2	5
237	но если	2	5
238	и у	3	5
239	здесь как	3	5
240	и при	3	5
241	так что	2	5
242	о нем	3	5
243	даже и	2	5
244	на вопрос	3	5
245	так в	5	5
246	также что	3	5
247	но как	2	5
248	и тогда	2	5
249	время в	2	5
250	и он	9	5
251	уже выше	3	5
252	всех этих	2	5
253	не как	5	5
254	и даже	4	5
255	вопрос этот	3	5
256	переход от	2	5
257	превращается в	10	5
258	у него	7	5
259	отношение к	3	5
260	то он	2	5
261	очень много	2	5
262	язык и	2	5
263	есть не	2	5
264	это так	2	5
265	его в	17	4
266	о которых	4	4
267	в наши	2	4
268	не имеют	2	4
269	о чем	6	4
270	или же	6	4
271	случае мы	2	4
272	не говорит	2	4
273	в виде	13	4
274	связано с	7	4
275	увидим что	3	4
276	одно из	3	4
277	так например	3	4
278	и все	4	4
279	к нему	5	4
280	к этой	3	4
281	е на	2	4
282	это уже	2	4
283	мог бы	2	4
284	себе и	2	4
285	в различных	3	4
286	совершенно ясно	6	4
287	одного из	3	4
288	между ними	2	4
289	однако в	2	4
290	точно так	3	4
291	же как	12	4
292	вот почему	2	4
293	что даже	2	4
294	на более	2	4
295	что когда	3	4
296	на все	2	4
297	здесь мы	7	4
298	уже и	3	4
299	представление о	22	4
300	то в	2	4
301	интересно что	6	4
302	утверждать что	2	4
303	ли это	2	4
304	сюда же	3	4
305	к другой	2	4
306	но дело	2	4
307	как можно	2	4
308	и по	3	4
309	мы можем	6	4
310	мы увидим	6	4
311	такой же	3	4
312	формы и	3	4
313	будто бы	2	4
314	связанные с	5	4
315	и это	5	4
316	из которых	7	4
317	из них	4	4
318	что за	2	4
319	только после	3	4
320	как только	2	4
321	именно на	2	4
322	но он	2	4
323	не дает	2	4
324	мы и	3	4
325	не мог	3	4
326	еще один	3	3
327	но мы	5	3
328	чаще всего	3	3
329	мере того	3	3
330	том как	5	3
331	примеров можно	3	3
332	эти случаи	3	3
333	в наше	2	3
334	в это	3	3
335	что здесь	9	3
336	с той	2	3
337	наряду с	7	3
338	и вместе	3	3
339	и мы	3	3
340	а как	3	3
341	и другие	5	3
342	от себя	2	3
343	в одно	2	3
344	том смысле	2	3
345	на место	2	3
346	себе в	3	3
347	образом в	3	3
348	его и	2	3
349	от них	2	3
350	в него	5	3
351	в свете	5	3
352	но так	3	3
353	случаях когда	2	3
354	на него	10	3
355	к ним	2	3
356	в более	6	3
357	предположить что	3	3
358	на них	2	3
359	не представляет	2	3
360	что от	3	3
361	под влиянием	2	3
362	и может	2	3
363	на котором	3	3
364	поставить вопрос	2	3
365	во время	12	3
366	к формам	2	3
367	в дальнейшем	6	3
368	даже не	2	3
369	также не	2	3
370	показывает что	7	3
371	если в	4	3
372	это еще	3	3
373	таких случаях	2	3
374	то время	3	3
375	пока он	2	3
376	также в	2	3
377	по мере	4	3
378	же относится	2	3
379	та же	2	3
380	в других	4	3
381	в последнем	2	3
382	одним из	4	3
383	как у	2	3
384	не по	3	3
385	что его	4	3
386	в целях	3	3
387	но даже	2	3
388	не могло	2	3
389	что есть	2	3
390	не хватает	2	3
391	для него	2	3
392	что у	6	3
393	и сейчас	3	3
394	на нем	3	3
395	он в	3	3
396	знаем что	10	3
397	за собой	5	3
398	все что	5	3
399	есть уже	2	3
400	социальной жизни	3	3
401	и действительно	6	3
402	же что	2	3
403	и уже	2	3
