N	2gram	Propp_Isto	Problemy
1	и в	40	106
2	и не	19	90
3	как бы	6	70
4	может быть	37	66
5	т е	30	59
6	в его	10	56
7	в этом	13	52
8	в нем	8	51
9	не может	19	49
10	что он	32	44
11	как и	5	44
12	но и	21	40
13	для него	2	39
14	и его	5	39
15	а не	18	38
16	не только	28	36
17	то же	21	36
18	в пределах	4	35
19	то что	17	33
20	но в	13	33
21	прежде всего	15	32
22	в то	4	29
23	все это	6	29
24	он не	10	29
25	не в	11	27
26	в одном	8	27
27	к себе	2	26
28	к нему	3	25
29	в сущности	2	25
30	и т	39	25
31	и с	5	25
32	самом деле	2	24
33	не как	3	24
34	вовсе не	3	24
35	и на	6	23
36	таким образом	13	22
37	по себе	4	22
38	как мы	3	21
39	там где	5	21
40	никогда не	25	20
41	все же	17	20
42	потому что	12	20
43	только в	16	20
44	что в	19	19
45	отношению к	6	19
46	слова в	2	19
47	что же	4	19
48	на самом	3	18
49	в себе	6	18
50	по отношению	6	18
51	о нем	5	18
52	все эти	6	18
53	уже не	3	18
54	еще не	14	18
55	но не	7	18
56	это не	8	17
57	в том	12	17
58	так и	13	17
59	а в	15	17
60	с ним	3	17
61	так же	18	16
62	в другом	6	16
63	если бы	8	16
64	в своей	2	16
65	и наконец	5	15
66	и для	5	15
67	у него	5	15
68	так как	20	14
69	в своем	5	14
70	я не	5	14
71	он и	3	14
72	как раз	2	14
73	а как	2	14
74	его в	15	13
75	перед нами	5	13
76	героя в	6	13
77	и это	2	13
78	большинстве случаев	4	13
79	в целом	3	13
80	себя и	2	13
81	с другими	2	13
82	на него	7	13
83	но все	9	13
84	в большинстве	4	13
85	точка зрения	2	13
86	том что	11	12
87	в одной	3	12
88	даже в	5	12
89	ничего не	6	12
90	так что	9	12
91	к тому	6	12
92	между тем	2	12
93	не знает	7	12
94	что и	9	12
95	при этом	6	12
96	было бы	11	12
97	так сказать	3	12
98	но это	8	12
99	и даже	4	12
100	и как	3	12
101	как в	7	12
102	в котором	5	12
103	и что	14	12
104	у меня	4	12
105	не могут	3	11
106	в форме	3	11
107	она не	6	11
108	так чтобы	3	11
109	должно быть	2	11
110	бы в	2	11
111	тем что	7	11
112	с другой	8	11
113	их в	7	11
114	мы уже	7	11
115	как будто	7	11
116	в него	2	10
117	что не	2	10
118	самого начала	4	10
119	до сих	11	10
120	сих пор	12	10
121	приводит к	3	10
122	и потому	3	9
123	с самого	4	9
124	или в	6	9
125	могут быть	5	9
126	в них	2	9
127	раз и	3	9
128	да и	3	9
129	другой стороны	7	9
130	хотя бы	5	9
131	друг с	4	9
132	что у	3	9
133	ни в	2	9
134	но он	5	9
135	мы должны	17	8
136	но как	2	8
137	уже в	2	8
138	одним из	2	8
139	вот как	2	8
140	того что	6	8
141	здесь не	5	8
142	же не	3	8
143	с ними	2	8
144	не на	2	8
145	должна быть	5	8
146	и от	2	8
147	что это	12	8
148	и он	4	8
149	мы увидим	17	8
150	был бы	4	8
151	ни было	2	8
152	в результате	2	8
153	о том	12	8
154	и так	3	8
155	с другом	3	8
156	из них	5	8
157	же и	3	8
158	вопрос о	8	7
159	были бы	2	7
160	в этих	17	7
161	в их	6	7
162	в виде	2	7
163	к своему	3	7
164	и со	2	7
165	точку зрения	3	7
166	в виду	2	7
167	и др	11	7
168	его и	6	7
169	он в	5	7
170	только на	2	7
171	между ними	2	7
172	из своего	2	7
173	то ни	2	7
174	что они	13	7
175	и ее	3	7
176	например в	7	7
177	тот же	3	7
178	бы то	2	7
179	сказать что	7	7
180	в жизни	2	7
181	что она	10	7
182	т д	35	7
183	и их	4	7
184	такой же	2	7
185	во всех	3	7
186	на этот	2	7
187	не было	3	7
188	в себя	2	7
189	как он	5	6
190	на вопрос	4	6
191	отличие от	3	6
192	а с	4	6
193	по существу	7	6
194	не менее	7	6
195	и этим	3	6
196	на его	2	6
197	себя в	2	6
198	во время	5	6
199	и здесь	15	6
200	на них	2	6
201	одна из	4	6
202	для этого	3	6
203	с этим	5	6
204	в начале	3	6
205	можно было	8	6
206	во всем	3	6
207	зависимости от	3	6
208	кроме того	3	6
209	превращается в	4	6
210	и вот	2	6
211	друг друга	2	6
212	в отличие	3	6
213	и пр	11	6
214	и только	4	6
215	в этой	9	6
216	на то	6	6
217	он может	2	6
218	этот вопрос	7	6
219	в другой	4	6
220	в которых	2	6
221	на этом	3	6
222	конечно не	2	6
223	в основе	4	6
224	не мог	4	6
225	отношения к	2	6
226	но с	3	6
227	нисколько не	3	5
228	и то	3	5
229	поэтому он	2	5
230	есть и	2	5
231	к которому	5	5
232	бы его	2	5
233	была бы	2	5
234	говорили что	3	5
235	здесь мы	9	5
236	с тем	13	5
237	но так	3	5
238	они не	8	5
239	на себя	2	5
240	однако в	2	5
241	один из	10	5
242	лежит в	2	5
243	в такой	2	5
244	в зависимости	3	5
245	мы не	12	5
246	в ее	2	5
247	в мир	2	5
248	его как	2	5
249	в глаза	2	5
250	подобно тому	3	5
251	именно в	5	5
252	когда он	9	5
253	как можно	2	5
254	тому как	3	5
255	же что	2	5
256	с собой	2	5
257	отчего же	2	5
258	в ней	10	5
259	вместе с	13	5
260	тем не	7	4
261	у вас	2	4
262	он должен	3	4
263	из которых	3	4
264	или менее	5	4
265	смысле этого	2	4
266	не то	4	4
267	мы видели	4	4
268	в эту	3	4
269	только с	4	4
270	а то	2	4
271	более или	5	4
