N	2gram	Bakhtin_Fr	VeschiIm
1	и не	25	57
2	не только	21	48
3	то что	11	48
4	не может	5	46
5	и в	68	45
6	и есть	5	40
7	может быть	10	39
8	а не	6	37
9	что я	2	26
10	потому что	3	25
11	было бы	4	24
12	в себе	5	23
13	только в	9	23
14	сказать что	3	22
15	и что	2	22
16	и следовательно	3	20
17	как бы	7	20
18	и ее	3	19
19	с нею	2	19
20	что это	4	19
21	но и	17	19
22	все же	6	18
23	в этом	28	18
24	и это	5	17
25	прежде всего	23	17
26	так как	7	17
27	того что	3	16
28	таким образом	22	16
29	как раз	8	16
30	в том	12	15
31	как и	17	15
32	в ней	6	15
33	уже не	2	15
34	не в	2	14
35	и то	2	14
36	но это	5	14
37	том что	6	13
38	есть и	4	13
39	это и	4	13
40	и для	6	13
41	в самом	6	13
42	в себя	2	13
43	ничего не	4	12
44	смысл и	2	12
45	что в	14	12
46	точки зрения	8	12
47	что и	3	12
48	что они	3	12
49	и как	5	12
50	то же	14	12
51	еще не	3	12
52	и даже	7	12
53	о том	5	12
54	и с	15	12
55	еще и	6	11
56	в то	14	11
57	не менее	2	11
58	вовсе не	18	11
59	себя в	2	11
60	и их	5	11
61	также и	6	11
62	ни в	6	11
63	в чем	3	10
64	это не	5	9
65	со стороны	2	9
66	в своем	11	9
67	другими словами	4	9
68	хотя бы	2	9
69	у нас	4	9
70	но не	4	9
71	и его	26	9
72	с ним	3	9
73	в отношении	3	8
74	его в	7	8
75	и потому	6	8
76	что он	7	8
77	но в	20	8
78	в ее	5	8
79	мы не	3	8
80	все это	6	8
81	это есть	2	8
82	можно сказать	2	8
83	что значит	2	8
84	по сравнению	2	8
85	мы имеем	2	8
86	в свете	3	8
87	если бы	3	8
88	для него	7	8
89	с другой	8	8
90	и тут	2	7
91	из них	8	7
92	самом деле	5	7
93	а в	3	7
94	все эти	16	7
95	в сущности	15	7
96	относится к	2	7
97	никак не	3	7
98	слова и	3	7
99	тем что	6	7
100	ни от	2	7
101	сравнению с	2	7
102	никогда не	2	6
103	и все	16	6
104	в нем	12	6
105	между ними	4	6
106	в разных	3	6
107	должны быть	2	6
108	и до	14	6
109	в своей	11	6
110	ее не	2	6
111	тех или	2	6
112	как мы	18	6
113	одна из	3	6
114	и вообще	3	6
115	в данном	5	6
116	можно было	3	6
117	дело в	4	6
118	с полной	3	6
119	их в	7	6
120	в той	7	6
121	жизни и	6	6
122	с точки	4	6
123	момент в	2	6
124	в одном	7	6
125	и если	2	5
126	да и	2	5
127	и мы	2	5
128	свою очередь	2	5
129	вместе с	4	5
130	того же	4	5
131	даже и	3	5
132	мы находим	3	5
133	один из	9	5
134	мы видим	9	5
135	в его	21	5
136	со всем	2	5
137	хотя и	2	5
138	быть и	2	5
139	для этого	3	5
140	во всех	8	5
141	в которой	6	5
142	мысли и	2	5
143	об этом	3	5
144	и здесь	5	5
145	кроме того	5	5
146	как о	2	5
147	понять и	2	5
148	подобно тому	2	5
149	что у	2	5
150	что для	2	5
151	все что	4	5
152	в свою	3	5
153	как она	2	5
154	тому как	2	5
155	так же	3	4
156	и сама	2	4
157	в конце	8	4
158	отношение к	11	4
159	и у	2	4
160	в их	6	4
161	так и	8	4
162	что все	2	4
163	существования и	2	4
164	в этой	15	4
165	его на	2	4
166	того чтобы	6	4
167	в качестве	2	4
168	не было	7	4
169	тот же	4	4
170	нельзя было	3	4
171	во всяком	2	4
172	с ними	4	4
173	в основе	7	4
174	и от	4	4
175	тут же	3	4
176	то в	2	4
177	с этим	2	4
178	только то	2	4
179	дело не	3	4
180	и еще	3	4
181	в особенности	6	4
182	и вот	4	4
183	по своей	4	4
184	и о	5	4
185	но только	2	4
186	и более	2	4
187	в котором	3	4
188	образом и	2	4
189	на этом	3	4
190	главным образом	3	4
191	равно как	2	4
192	еще более	5	4
193	говорит о	2	4
194	же время	13	4
195	он не	11	4
196	и сам	5	4
197	и понимания	2	3
198	ему не	2	3
199	перед нами	4	3
200	к одному	2	3
201	но как	5	3
202	но даже	2	3
203	в подлинном	2	3
204	в другом	3	3
205	что из	2	3
206	но именно	3	3
207	в виде	2	3
208	только на	4	3
209	в частности	4	3
210	мы видели	6	3
211	к нему	4	3
212	но оно	2	3
213	не понимает	4	3
214	и реального	2	3
215	вот это	2	3
216	с в	2	3
217	одной стороны	4	3
218	имен и	2	3
219	другой стороны	5	3
220	быть может	2	3
221	в целом	3	3
222	и во	6	3
223	той или	2	3
224	было в	2	3
225	в истории	5	3
226	из самых	2	3
227	из его	2	3
228	от этого	2	3
229	образ и	2	3
230	и образ	2	3
231	и самое	3	3
232	превращается в	4	3
233	для того	5	3
234	как в	4	3
235	нас в	2	3
236	с одной	5	3
237	понимание и	2	3
238	но все	5	3
239	у него	14	3
240	об их	2	3
241	в своих	7	3
242	и вещей	2	3
243	же они	2	3
244	выражение в	2	3
245	он становится	2	3
246	свидетельствует о	2	3
247	из этого	3	3
248	перестает быть	2	3
249	или в	3	3
250	как нечто	3	3
251	отношения к	2	3
252	не к	2	3
253	у меня	2	3
254	мы уже	19	3
255	но он	9	3
256	данном случае	3	2
257	следовательно и	2	2
258	руки и	4	2
259	о чем	3	2
260	когда же	2	2
261	еще раз	2	2
262	живой и	2	2
263	в это	2	2
264	то есть	31	2
265	не был	4	2
266	и прежде	4	2
267	и выражения	2	2
268	слово в	3	2
269	конце концов	3	2
270	в виду	8	2
271	тех кто	2	2
272	как он	4	2
273	за ними	2	2
274	и со	2	2
275	смысл в	2	2
276	быть в	2	2
277	и дает	2	2
278	одно из	3	2
279	не так	3	2
280	но эти	4	2
281	видим что	2	2
282	это уже	2	2
283	он говорит	6	2
284	и такой	2	2
285	уже в	4	2
286	так в	4	2
287	что на	2	2
288	всяком случае	2	2
289	нуждается в	4	2
290	а затем	2	2
291	и свои	3	2
292	и этот	2	2
293	связи с	8	2
294	в связи	7	2
295	не на	2	2
296	это вовсе	2	2
297	мы сказали	2	2
298	и они	5	2
299	в первой	3	2
300	на их	4	2
301	в состоянии	2	2
302	них и	2	2
303	все то	2	2
304	а также	6	2
305	что эта	2	2
306	здесь не	5	2
307	в начале	5	2
308	к этому	6	2
309	о котором	2	2
310	по преимуществу	3	2
311	это было	2	2
312	поэтому и	4	2
313	переход от	2	2
314	стороны и	2	2
315	что здесь	2	2
316	мы еще	8	2
317	и необходимо	2	2
318	этом отношении	4	2
319	но ведь	3	2
320	и другие	4	2
321	раз в	4	2
322	одного из	3	2
323	силы и	2	2
324	было ни	3	2
325	но они	4	2
326	жизнь и	2	2
327	же и	4	2
328	почти все	2	2
329	она была	3	2
330	связан с	6	2
331	и так	5	2
332	и ноги	3	2
333	конечно и	3	2
334	далеко не	3	2
335	поэтому в	2	2
336	это выражение	2	2
337	или иных	2	2
338	именно в	5	2
339	в слове	2	2
340	слова в	3	2
341	и к	4	2
342	в более	4	2
343	он и	10	2
344	на такой	2	2
345	и на	16	2
346	раз и	2	2
347	конечно не	4	2
348	как будто	2	2
349	во всем	4	2
350	один и	3	2
351	той же	9	2
352	мы говорили	2	2
353	с его	6	2
354	основе своей	2	2
355	на основе	3	2
356	тем же	2	2
