N	2gram	Propp_Isto	DiskursI
1	в качестве	13	72
2	а не	5	60
3	может быть	31	56
4	не только	17	49
5	и в	44	49
6	как и	12	47
7	при этом	4	46
8	в том	13	44
9	и не	19	44
10	представляет собой	8	41
11	том что	12	40
12	в этом	20	38
13	в частности	9	36
14	но и	16	35
15	но не	8	31
16	со стороны	6	28
17	так и	9	28
18	но в	7	28
19	не может	10	27
20	как в	11	25
21	такого рода	2	24
22	еще не	16	23
23	а также	5	20
24	все же	17	19
25	прежде всего	7	19
26	в нем	10	19
27	в своей	3	19
28	в основе	3	18
29	по отношению	2	17
30	в данном	3	17
31	то же	9	17
32	с другой	11	17
33	отношению к	2	17
34	точки зрения	3	16
35	только в	8	16
36	роль в	3	15
37	в его	16	15
38	то что	16	15
39	о том	11	15
40	это не	8	14
41	не в	11	14
42	не менее	6	14
43	одной стороны	7	14
44	можно сказать	2	14
45	с одной	7	14
46	в целом	4	13
47	для него	2	13
48	как бы	4	13
49	данном случае	2	12
50	в своем	3	12
51	и все	4	12
52	того же	3	12
53	в своих	4	12
54	и на	11	12
55	что в	18	11
56	с его	3	11
57	и как	5	11
58	как правило	2	11
59	не было	2	11
60	а в	9	10
61	а с	2	10
62	также и	2	10
63	тем самым	2	9
64	в то	5	9
65	в силу	7	9
66	героя в	11	9
67	в них	3	9
68	уже не	14	9
69	еще в	2	9
70	себя в	6	9
71	человека в	5	8
72	и о	2	8
73	потому что	18	8
74	если в	4	8
75	и даже	4	8
76	в этих	7	8
77	в себя	3	8
78	в котором	2	8
79	в одном	2	8
80	из них	4	8
81	он не	5	8
82	перед нами	2	7
83	его в	17	7
84	о чем	6	7
85	могут быть	9	7
86	приводит к	2	7
87	одной из	3	7
88	и для	3	7
89	но это	10	7
90	что и	11	7
91	например в	11	7
92	в этой	5	7
93	другой стороны	10	7
94	к этому	5	7
95	лишь в	2	7
96	в пределах	5	7
97	ни в	2	7
98	в русской	8	7
99	той же	2	7
100	и его	15	7
101	таким образом	21	7
102	никогда не	5	6
103	к его	2	6
104	в одной	5	6
105	не как	5	6
106	отношение к	3	6
107	что он	29	6
108	одно из	3	6
109	тому как	2	6
110	одного из	3	6
111	однако в	2	6
112	здесь не	3	6
113	и может	2	6
114	в истории	7	6
115	в ее	4	6
116	и то	5	6
117	одна из	6	6
118	то в	2	6
119	во всех	3	6
120	в особенности	6	6
121	героя и	3	6
122	в которых	4	6
