N	3gram	Bakhtin_Pr	TeoriaLi
1	в том что	10	10
2	по отношению к	17	10
3	в то же	10	8
4	то же время	10	8
5	в отличие от	3	7
6	с другой стороны	3	6
7	в данном случае	3	5
8	для того чтобы	3	5
9	не может быть	8	5
10	мы имеем в	2	3
11	с точки зрения	21	3
12	в этом смысле	12	3
13	подобно тому как	5	3
14	той или иной	3	3
15	можно сказать что	3	3
16	имеем в виду	2	3
17	то ни было	2	2
18	бы то ни	3	2
19	в русской литературе	2	2
20	в самом начале	3	2
21	но он не	2	2
22	этой точки зрения	3	2
23	в самом деле	5	2
24	во всей его	2	2
25	том что он	4	2
26	отношению к герою	4	2
27	и в то	3	2
28	сама по себе	3	2
29	но в то	5	2
