N	2gram	Potebnia_M	Morfolog
1	и т	10	62
2	может быть	47	61
3	т д	6	60
4	таким образом	21	26
5	могут быть	17	21
6	так как	29	20
7	не может	30	19
8	в этом	18	18
9	в этих	10	17
10	и в	58	17
11	и не	34	16
12	мы видим	5	15
13	с этим	11	14
14	прежде всего	8	14
15	при помощи	2	12
16	связи с	6	12
17	а не	38	11
18	заметить что	7	11
19	вопрос о	5	10
20	но если	4	10
21	мы увидим	3	10
22	то же	13	10
23	в том	38	10
24	не всегда	2	10
25	то что	24	10
26	так и	17	10
27	что в	34	10
28	что и	16	10
29	в связи	2	10
30	все же	11	9
31	но и	26	9
32	с другой	13	9
33	не только	32	8
34	но не	19	8
35	а в	11	8
36	мы не	17	8
37	как мы	3	8
38	не могут	10	7
39	том что	21	7
40	если в	3	7
41	по отношению	15	7
42	образом мы	3	7
43	тем не	11	7
44	или же	7	7
45	не менее	10	7
46	отношению к	13	7
47	точки зрения	8	7
48	во втором	6	7
49	один из	2	7
50	потому что	89	7
51	это не	10	6
52	но это	7	6
53	не все	3	6
54	во всех	12	6
55	и как	11	6
56	или в	4	6
57	во время	5	6
58	подобно тому	7	6
59	в нашем	2	6
60	о том	6	6
61	если мы	5	6
62	с точки	4	6
63	как бы	12	6
64	вовсе не	13	6
65	одна из	4	5
66	ничего не	2	5
67	вслед за	2	5
68	хотя бы	4	5
69	мы можем	10	5
70	было бы	21	5
71	то мы	4	5
72	со стороны	11	5
73	что он	5	5
74	как в	18	5
75	то это	8	5
76	далеко не	4	5
77	тому что	4	5
78	прежде чем	4	5
79	к тому	5	5
80	между тем	7	5
81	в целом	3	5
82	видно что	2	5
83	главным образом	4	5
84	другой стороны	7	5
85	тому как	8	5
86	там где	8	5
87	в других	6	5
88	все эти	3	5
89	что они	6	5
90	он не	4	5
91	в первом	5	5
92	если же	5	5
93	хотя и	6	5
94	сказать что	5	4
95	на самом	2	4
96	его в	3	4
97	независимо от	15	4
98	так же	7	4
99	в то	6	4
100	к этому	3	4
101	нами в	2	4
102	на него	6	4
103	тем что	15	4
104	еще не	9	4
105	могла бы	5	4
106	самом деле	2	4
107	из них	2	4
108	но в	12	4
109	но все	4	4
110	что его	2	4
111	и для	8	4
112	как и	16	4
113	оно может	2	4
114	ни одна	2	4
115	уже не	4	4
116	этот вопрос	2	4
117	на этом	3	4
118	несмотря на	5	4
119	того чтобы	4	4
120	с теми	2	4
121	о его	2	4
122	и наоборот	10	4
123	в некоторых	4	4
124	никто не	3	4
125	от того	9	4
126	быть названо	5	4
127	его самого	2	4
128	в таких	2	3
129	или не	3	3
130	то в	6	3
131	время как	2	3
132	но эти	4	3
133	мы должны	4	3
134	а и	5	3
135	но как	4	3
136	здесь не	2	3
137	в которой	5	3
138	а на	2	3
139	в собственном	4	3
140	то ни	3	3
141	вопроса о	2	3
142	это было	3	3
143	что это	5	3
144	от другого	3	3
145	и их	6	3
146	и у	3	3
147	друг друга	6	3
148	в животных	4	3
149	только что	4	3
150	если бы	23	3
151	в последнем	2	3
152	есть нечто	7	3
153	и тем	5	3
154	он должен	2	3
155	не в	23	3
156	для того	8	3
157	и при	6	3
158	с этой	3	3
159	у нас	3	3
160	собственном смысле	2	3
161	в один	2	3
162	к ней	3	3
163	в какой	2	3
164	того что	15	3
165	так например	5	3
166	к нему	2	3
167	они не	5	3
168	на то	5	3
169	ни в	2	3
170	что такое	3	3
171	если это	2	3
172	но мы	3	3
173	что при	6	3
174	не существует	2	3
175	в начале	2	3
176	и что	13	3
177	то время	3	3
178	и тогда	2	3
179	животных и	2	3
180	и по	8	3
181	же в	7	3
182	и его	7	3
183	только в	36	3
184	в сущности	2	3
185	и есть	4	3
186	и только	6	3
187	значение и	4	3
188	в этой	3	3
189	мы будем	3	3
190	бы то	2	3
191	с его	3	3
192	в нее	4	2
193	самого себя	4	2
194	в каком	7	2
195	мы постараемся	2	2
196	не от	4	2
197	которое может	2	2
198	как например	4	2
199	как эти	2	2
200	из этих	8	2
201	том как	6	2
202	от него	8	2
203	одной стороны	6	2
204	что многие	2	2
205	или нет	3	2
206	бы в	6	2
207	ответ на	2	2
208	иное как	2	2
209	не что	2	2
210	в другом	3	2
211	и даже	4	2
212	или менее	6	2
213	что она	3	2
214	можно бы	6	2
215	он старается	2	2
216	что именно	2	2
217	превращается в	2	2
218	д и	2	2
219	не на	3	2
220	только для	7	2
221	ни было	4	2
222	происходит с	2	2
223	одним из	2	2
224	этого не	2	2
225	на друга	2	2
226	нет но	4	2
227	ничем не	2	2
228	можно заметить	5	2
229	между собою	10	2
230	относятся к	2	2
231	но такое	2	2
232	что иное	2	2
233	на вопрос	3	2
234	что ни	2	2
235	в чем	6	2
236	с одной	7	2
237	например с	2	2
238	а потому	14	2
239	должна быть	4	2
240	друг на	2	2
241	и более	3	2
242	не с	2	2
243	увидим что	4	2
244	не по	4	2
245	на этот	2	2
246	с тем	9	2
247	вытекает из	3	2
248	не так	6	2
249	в самых	2	2
250	не имеет	9	2
251	где оно	2	2
252	она не	3	2
253	о происхождении	8	2
254	он может	2	2
255	или по	2	2
256	более или	6	2
257	другу и	2	2
258	их в	2	2
259	могли бы	4	2
