N	2gram	Ircho_Kome	Freidism
1	и не	28	34
2	таким образом	16	34
3	точки зрения	8	31
4	не может	9	30
5	может быть	14	28
6	и в	37	28
7	в этом	18	28
8	прежде всего	7	26
9	в его	12	25
10	и его	10	22
11	мы можем	7	20
12	с помощью	4	20
13	как бы	7	19
14	как мы	6	18
15	то что	5	17
16	вовсе не	6	16
17	к отцу	2	16
18	так как	16	15
19	с точки	6	15
20	самом деле	13	14
21	так и	4	14
22	в своей	6	14
23	с ним	10	14
24	во всех	4	13
25	и все	6	13
26	но в	7	13
27	как и	10	13
28	по отношению	6	13
29	и потому	2	12
30	том что	22	12
31	то же	14	12
32	что он	15	12
33	ни в	14	12
34	в самом	17	12
35	все это	7	12
36	сказать что	4	11
37	его в	9	11
38	отношению к	4	11
39	мы знаем	2	11
40	только в	3	11
41	никогда не	5	10
42	и с	5	10
43	за пределы	3	10
44	не только	13	10
45	но и	18	10
46	не в	7	10
47	он не	11	10
48	в том	24	10
49	все что	6	10
50	один из	6	10
51	что же	2	10
52	тот же	11	10
53	конечно не	4	10
54	могут быть	3	9
55	к этому	11	9
56	совершенно не	2	9
57	к нему	8	9
58	в чем	7	9
59	и на	6	9
60	мы не	6	9
61	а не	5	9
62	во всяком	3	9
63	с его	6	9
64	все же	9	8
65	с этим	5	8
66	было бы	7	8
67	по мнению	2	8
68	и вот	3	8
69	еще не	10	8
70	с другими	2	8
71	а в	12	8
72	в ней	7	8
73	на этом	3	8
74	всяком случае	3	8
75	при этом	11	8
76	не могут	2	7
77	до конца	4	7
78	в то	14	7
79	в себе	4	7
80	что в	11	7
81	и ее	3	7
82	хотя бы	5	7
83	и для	7	7
84	отношение к	7	7
85	роль в	3	7
86	я и	2	7
87	не является	5	7
88	и у	4	7
89	его жизни	2	7
90	но не	9	7
91	с самого	5	7
92	об этом	12	7
93	в нем	8	7
94	если мы	2	7
95	и к	4	7
96	из них	11	7
97	в этой	7	7
98	одно из	3	6
99	для этого	3	6
100	в высшей	2	6
101	мы имеем	4	6
102	из этих	2	6
103	человека и	2	6
104	не менее	9	6
105	для того	9	6
106	в таком	2	6
107	и о	3	6
108	если он	3	6
109	которой мы	2	6
110	в пределах	3	6
111	она не	3	6
112	к тому	11	6
113	чем же	2	6
114	в свою	12	6
115	здесь в	2	6
116	как раз	9	6
117	и что	8	6
118	высшей степени	2	6
119	же время	12	6
120	во время	8	6
121	в основе	3	6
122	ничего не	6	5
123	со стороны	16	5
124	тех же	3	5
125	что она	10	5
126	в которой	6	5
127	и по	3	5
128	от того	2	5
129	во второй	2	5
130	со всеми	2	5
131	между ними	4	5
132	в этих	2	5
133	на основании	3	5
134	чем не	2	5
135	как это	5	5
136	не знает	7	5
137	самого начала	5	5
138	что и	12	5
139	тому что	5	5
140	таким путем	2	5
141	далеко не	3	5
142	в своих	4	5
143	это не	3	5
144	той же	2	5
145	отнюдь не	5	5
146	того чтобы	9	5
147	не было	6	5
148	в ее	3	5
149	и до	2	5
150	говорить о	6	5
151	вместе с	16	5
152	человека в	4	4
153	на которые	3	4
154	все время	3	4
155	так же	8	4
156	нисколько не	3	4
157	в развитии	3	4
158	в области	3	4
159	в другом	2	4
160	тем не	3	4
161	на него	6	4
162	этом отношении	2	4
163	если бы	18	4
164	и может	2	4
165	в виду	3	4
166	не всегда	2	4
167	свою очередь	10	4
168	у него	10	4
169	как в	4	4
170	к ней	9	4
171	между собой	5	4
172	в своем	9	4
173	по своему	3	4
174	едва ли	16	4
175	в котором	6	4
176	потому что	19	4
177	в голову	2	4
178	этот вопрос	2	4
179	выражение в	3	4
180	главным образом	2	4
181	в целом	4	4
182	нет и	4	4
183	только как	2	4
184	себя и	2	4
185	то ни	4	4
186	войти в	2	4
187	в истории	2	4
188	и речи	4	4
189	я не	4	4
190	не дает	5	4
191	конечно в	2	3
192	и от	3	3
193	в свой	2	3
194	не делает	2	3
195	в эпоху	2	3
196	бы он	3	3
197	и дать	2	3
198	независимо от	4	3
199	нуждается в	2	3
200	отцом и	3	3
201	конечном счете	3	3
202	в результате	2	3
203	к себе	9	3
204	и даже	6	3
205	и тот	6	3
206	тем же	3	3
207	и как	3	3
208	отца и	4	3
209	как не	2	3
210	этих двух	2	3
211	не без	2	3
212	а как	2	3
213	он был	6	3
214	не остается	3	3
215	одним из	2	3
216	и со	2	3
217	такой же	2	3
218	в центре	2	3
219	чаще всего	2	3
220	сих пор	12	3
221	в какой	4	3
222	мы в	3	3
223	к человеку	2	3
224	на этот	6	3
225	не так	4	3
226	в г	3	3
227	о том	21	3
228	они не	2	3
229	один и	3	3
230	того же	9	3
231	найдем в	3	3
232	человека с	2	3
233	все его	2	3
234	в конечном	2	3
235	к его	4	3
236	остается в	3	3
237	их в	3	3
238	на себя	10	3
239	же объясняется	2	3
240	ответ на	7	3
241	приводит к	4	3
242	и этим	3	3
243	в одном	3	3
244	что мы	4	3
245	в них	6	3
246	уже в	3	3
247	себя в	3	3
248	на это	3	3
249	между двумя	2	3
250	говорит о	2	3
251	мы видим	2	3
252	не совсем	3	3
253	когда он	5	3
254	и есть	3	3
255	и сам	11	3
256	под влиянием	2	3
257	не найдем	2	3
258	с отцом	4	3
259	не приходится	5	3
260	о которой	2	3
261	до сих	12	3
262	во втором	2	3
263	между тем	6	3
264	представляется нам	2	3
265	бы то	3	3
266	да и	3	2
267	как ее	2	2
268	в отношении	4	2
269	чтобы не	3	2
270	вопрос о	2	2
271	к этой	2	2
272	а также	3	2
273	отношению ко	2	2
274	из того	3	2
275	тому назад	5	2
276	из этой	2	2
277	в одной	2	2
278	и поэтому	5	2
279	бы в	5	2
280	такого рода	2	2
281	дело не	2	2
282	не как	2	2
283	в глаза	3	2
284	его и	3	2
285	является его	2	2
286	также в	2	2
287	в отличие	3	2
288	в конце	14	2
289	и мысли	3	2
290	как к	3	2
291	то мы	2	2
292	друг друга	7	2
293	должен быть	2	2
294	а на	3	2
295	конце концов	3	2
296	и тем	4	2
297	которого они	2	2
298	в их	5	2
299	только для	2	2
300	ни одно	3	2
301	ни было	3	2
302	к своему	4	2
303	ничем не	4	2
304	для нас	7	2
305	в течение	3	2
306	по всему	3	2
307	отличие от	5	2
308	его не	3	2
309	с одной	5	2
310	должна быть	2	2
311	а с	2	2
312	образом в	2	2
313	ст в	2	2
314	для понимания	3	2
315	в мире	2	2
316	или вовсе	2	2
317	цитаты из	3	2
318	не имеет	6	2
319	материал для	2	2
320	за пределами	3	2
321	с другой	5	2
322	но нет	2	2
323	он в	2	2
324	с большим	4	2
325	еще более	4	2
326	даже если	2	2
327	отказаться от	3	2
328	но все	5	2
329	то обстоятельство	3	2
330	а его	2	2
331	он и	5	2
332	одной стороны	4	2
333	что между	2	2
334	не позволяет	4	2
335	из которых	7	2
336	представляет собой	5	2
337	такое же	2	2
338	и снова	2	2
339	на них	3	2
340	обстоятельство что	3	2
341	но если	3	2
342	равно как	7	2
343	и теперь	2	2
344	для развития	2	2
345	отца в	2	2
346	из этого	2	2
347	что с	4	2
348	и во	3	2
349	ничуть не	7	2
350	обстоит дело	3	2
351	в качестве	4	2
352	не следует	2	2
353	в первом	2	2
354	же самое	3	2
355	отношения к	2	2
356	как его	4	2
357	в дальнейшем	5	2
358	если же	2	2
359	этому времени	2	2
360	еще больше	4	2
361	ясно что	12	2
