N	2gram	Bakhtin_Pr	Analitik
1	не только	26	71
2	и в	59	66
3	но и	22	57
4	в том	17	52
5	может быть	38	52
6	в частности	2	51
7	в этом	40	51
8	как и	21	50
9	и не	66	48
10	а не	30	42
11	том что	15	40
12	при этом	5	40
13	так и	13	35
14	то есть	64	35
15	в мире	10	31
16	не может	31	29
17	как бы	40	29
18	а в	9	28
19	в его	44	27
20	и его	21	27
21	не в	10	26
22	но не	13	26
23	в себе	9	24
24	и даже	4	22
25	в этой	5	22
26	что в	14	22
27	лишь в	4	21
28	и т.п	8	20
29	о том	5	20
30	по отношению	17	19
31	но в	7	19
32	в своей	17	19
33	то же	15	19
34	в самом	19	19
35	с его	14	19
36	в то	15	18
37	произведения в	2	18
38	в данном	3	18
39	отношению к	17	18
40	тем самым	3	17
41	или иной	3	17
42	с другой	3	17
43	со стороны	6	17
44	в целом	8	17
45	только в	15	17
46	могут быть	5	16
47	то что	21	16
48	в пределах	13	16
49	что и	10	16
50	не есть	2	15
51	в их	5	15
52	прежде всего	17	15
53	в сущности	11	15
54	в рамках	2	15
55	уже не	14	15
56	и на	15	15
57	между тем	5	15
58	данном случае	3	14
59	отличие от	3	14
60	не менее	3	14
61	той или	3	14
62	мы имеем	2	14
63	себя в	5	14
64	я и	2	14
65	в отличие	3	14
66	далеко не	3	14
67	же время	10	14
68	в себя	3	14
69	по себе	13	13
70	ничего не	8	13
71	точки зрения	36	13
72	в начале	3	13
73	как раз	9	13
74	этого слова	3	13
75	для него	23	13
76	он не	11	13
77	никогда не	19	12
78	и к	5	12
79	есть не	3	12
80	как это	2	12
81	в первой	3	12
82	еще не	11	12
83	как в	10	12
84	и сам	5	12
85	даже в	7	11
86	это не	13	11
87	и как	10	11
88	можно сказать	3	11
89	той же	7	11
90	в той	9	11
91	в конце	9	10
92	все же	9	10
93	в произведении	4	10
94	на себя	3	10
95	однако в	2	10
96	один из	4	10
97	было бы	10	10
98	и самого	4	10
99	и одновременно	5	10
100	подобно тому	5	10
101	именно в	8	10
102	совпадает с	3	10
103	здесь не	2	10
104	отношения к	4	10
105	в своем	12	9
106	того что	4	9
107	не столько	3	9
108	крайней мере	3	9
109	по поводу	2	9
110	другой стороны	3	9
111	за пределы	10	9
112	во всех	8	9
113	в результате	6	9
114	по крайней	3	9
115	автора и	7	9
116	в русской	3	9
117	вступает в	5	9
118	личности в	7	9
119	тому как	5	9
120	говорить о	3	9
121	таким образом	22	9
122	вместе с	2	9
123	перед нами	8	8
124	роль в	2	8
125	что он	16	8
126	и все	4	8
127	в контексте	2	8
128	этом отношении	7	8
129	в основе	6	8
130	если бы	12	8
131	не является	2	8
132	он и	9	8
133	с точки	21	8
134	с ним	13	8
135	во времени	4	7
136	в литературе	7	7
137	и тем	2	7
138	от себя	2	7
139	по природе	4	7
140	место в	2	7
141	на его	7	7
142	в ее	4	7
143	все это	12	7
144	который в	2	7
145	во всяком	5	7
146	одна из	4	7
147	как нам	2	7
148	в противоположность	3	7
149	по преимуществу	3	7
150	себя и	4	7
151	несмотря на	7	7
152	как будто	4	7
153	природе своей	3	7
154	художественного мира	5	7
155	героя и	11	7
156	и для	5	7
157	у него	9	7
158	и т.д	2	7
159	приводит к	4	7
160	со своим	4	7
161	в одном	14	7
162	однако не	2	7
163	всяком случае	3	7
164	как мы	10	7
165	времени в	2	7
166	в таком	2	7
167	в нашем	3	7
168	его в	6	6
169	что не	6	6
170	не знает	5	6
171	те же	3	6
172	в нем	38	6
173	ответ на	2	6
174	тем более	2	6
175	или в	2	6
176	хотя бы	5	6
177	в сознании	4	6
178	из этих	2	6
179	его как	6	6
180	превращается в	4	6
181	с самим	3	6
182	же в	3	6
183	одного и	2	6
184	вследствие этого	2	6
185	русской литературе	2	6
186	и более	2	6
187	есть в	10	6
188	о себе	12	6
189	из которых	3	6
190	из них	8	6
191	уже в	9	6
192	вовсе не	13	6
193	не о	3	5
194	и потому	9	5
195	не могут	6	5
196	не как	15	5
197	входит в	11	5
198	а и	2	5
199	но как	4	5
200	жизни в	3	5
201	для себя	5	5
202	проявляется в	2	5
203	совершенно не	2	5
204	так что	3	5
205	самом деле	9	5
206	в романе	12	5
207	в один	2	5
208	на вопрос	2	5
209	в искусстве	2	5
210	а с	4	5
211	не так	3	5
212	как предмет	3	5
213	он в	3	5
214	в художественном	5	5
215	в них	5	5
216	и по	4	5
217	и до	5	5
218	все эти	12	5
219	мы не	3	5
220	в первом	3	5
221	тот же	4	5
222	я не	7	5
223	и здесь	5	5
224	да и	3	5
225	с их	9	5
226	одно из	2	5
227	внешнего мира	3	5
228	к этому	6	5
229	с другими	11	5
230	по выражению	2	5
231	и он	3	5
232	бы быть	3	5
233	с ее	5	5
234	и смерти	7	5
235	мира в	6	5
236	в особенности	2	5
237	для того	3	5
238	и их	7	5
239	в этих	5	5
240	тем что	5	5
241	самим собою	3	5
242	за пределами	2	5
243	ни в	5	5
244	в котором	6	5
245	романа в	8	5
246	все что	6	5
247	что мы	2	5
248	и особенно	2	5
249	таким же	4	5
250	нового времени	4	5
251	данного произведения	2	5
252	все они	4	4
253	в отношении	3	4
254	его к	4	4
255	или точнее	2	4
256	в полном	2	4
257	и ее	5	4
258	в области	3	4
259	в каждом	11	4
260	наконец в	2	4
261	отношение к	4	4
262	как к	3	4
263	одним из	11	4
264	а как	8	4
265	были бы	5	4
266	как он	5	4
267	как у	4	4
268	а именно	4	4
269	самом начале	3	4
270	была бы	5	4
271	свою жизнь	2	4
272	его и	4	4
273	о нем	16	4
274	и о	5	4
275	шекспира и	2	4
276	более того	5	4
277	к нему	13	4
278	и что	2	4
279	на себе	2	4
280	потому что	20	4
281	в чем	2	4
282	его не	2	4
283	что же	5	4
284	здесь в	3	4
285	с ними	3	4
286	того чтобы	5	4
287	и во	2	4
288	то ни	3	4
289	жизнь и	3	4
290	бы и	6	4
291	одного сознания	10	4
292	каждом из	2	4
293	сказать что	9	4
294	и от	3	4
295	герой не	2	4
296	не становится	5	4
297	с этим	2	4
298	но это	7	4
299	не все	2	4
300	что она	6	4
301	бы в	7	4
302	в которой	6	4
303	о своем	2	4
304	отличается от	3	4
305	об этом	4	4
306	на него	4	4
307	сама по	3	4
308	лишь на	3	4
309	человека в	8	4
310	сознания в	2	4
311	ни было	4	4
312	все три	6	4
313	здесь и	2	4
314	ее в	2	4
315	мы уже	4	4
316	не позволяет	2	4
317	между ними	4	4
