N	2gram	Bakhtin_sl	Literetu
1	а не	29	50
2	и не	32	47
3	не только	37	46
4	и в	69	44
5	может быть	40	43
6	при этом	12	41
7	но и	37	41
8	в том	7	39
9	в этом	21	38
10	том что	6	32
11	в частности	3	30
12	такого рода	2	30
13	то что	2	29
14	в качестве	4	27
15	то же	17	26
16	как и	8	23
17	в то	17	23
18	не в	14	22
19	так и	22	22
20	того что	4	22
21	себя в	14	22
22	не может	27	22
23	х годов	2	21
24	же время	15	21
25	в себе	3	20
26	прежде всего	14	19
27	как бы	16	18
28	то есть	46	17
29	точки зрения	24	17
30	в его	19	17
31	с другой	8	17
32	сознания в	2	16
33	не менее	4	15
34	в целом	3	15
35	только в	9	15
36	по отношению	2	14
37	что он	2	14
38	однако в	3	14
39	и даже	11	14
40	в своем	9	13
41	как это	3	13
42	с одной	7	13
43	но не	7	13
44	уже не	5	13
45	и его	45	13
46	в данном	5	12
47	в своей	8	12
48	а также	5	12
49	еще не	9	12
50	одним из	5	12
51	отношению к	2	12
52	о том	5	12
53	одной стороны	7	12
54	никогда не	9	11
55	данном случае	3	11
56	это не	8	11
57	в другом	4	11
58	отличие от	13	11
59	с его	8	11
60	и сам	4	11
61	не столько	4	11
62	как в	18	11
63	в отличие	12	11
64	а в	10	11
65	или иначе	2	11
66	столь же	2	11
67	в основе	8	11
68	вместе с	3	11
69	даже в	4	10
70	этом отношении	2	10
71	что в	3	10
72	в ее	2	10
73	жизни в	2	10
74	из них	3	10
75	и на	17	10
76	потому что	2	10
77	жизни и	5	10
78	в противовес	2	10
79	к тому	3	9
80	один из	9	9
81	в поэзии	4	9
82	же в	2	9
83	связи с	4	9
84	лишь в	6	9
85	с этой	3	9
86	одна из	6	8
87	все же	10	8
88	по существу	3	8
89	xix века	2	8
90	но в	13	8
91	того же	7	8
92	уже в	2	8
93	для него	8	8
94	и как	3	8
95	слова и	21	8
96	мира в	2	8
97	а именно	2	8
98	той же	3	8
99	с точки	11	8
100	о себе	2	8
101	как раз	3	8
102	до конца	25	7
103	для всех	2	7
104	в их	6	7
105	не как	4	7
106	по своей	2	7
107	наконец в	5	7
108	друг друга	3	7
109	и тем	3	7
110	и других	5	7
111	так в	2	7
112	для этого	4	7
113	другой стороны	5	7
114	и для	7	7
115	по преимуществу	5	7
116	перестает быть	2	7
117	человека в	5	7
118	у нас	2	7
119	именно в	5	7
120	в самом	6	7
121	и с	10	7
122	в одном	4	7
123	в нем	44	7
124	он не	5	7
125	на фоне	11	7
126	в сфере	2	7
127	его в	7	6
128	в виду	2	6
129	одного из	2	6
130	и др	17	6
131	при всем	3	6
132	было бы	3	6
133	не было	4	6
134	например в	6	6
135	поэзии и	4	6
136	и то	2	6
137	то в	2	6
138	во всех	25	6
139	в каждом	5	6
140	с ее	6	6
141	и наконец	9	6
142	как о	2	6
143	далеко не	7	6
144	в ней	7	6
145	и только	2	6
146	у него	5	6
147	в слове	11	6
148	или иной	13	5
149	так как	7	5
150	как он	2	5
151	так что	2	5
152	в романе	64	5
153	не знает	3	5
154	более того	5	5
155	без другого	3	5
156	между тем	5	5
157	несмотря на	2	5
158	что и	2	5
159	себя и	2	5
160	в сущности	18	5
161	в связи	2	5
162	в чужом	4	5
163	эти слова	4	5
164	место в	2	5
165	хотя бы	6	5
166	должно быть	3	5
167	мы не	4	5
168	тем не	2	5
169	и одновременно	2	5
170	ни было	2	5
171	как у	2	5
172	не с	5	5
173	но уже	2	5
174	автора и	6	5
175	в себя	3	5
176	и к	9	5
177	входит в	8	4
178	в свою	4	4
179	для нас	7	4
180	нуждается в	3	4
181	не является	3	4
182	как к	5	4
183	все время	4	4
184	здесь как	3	4
185	к своему	11	4
186	только на	3	4
187	и все	9	4
188	на том	2	4
189	на его	9	4
190	могли бы	2	4
191	и само	2	4
192	ту же	5	4
193	могут быть	25	4
194	в них	11	4
195	хотя и	4	4
196	как мы	15	4
197	во всяком	9	4
198	мышления и	6	4
199	одной из	4	4
200	но это	3	4
201	за пределы	6	4
202	к этому	3	4
203	для того	2	4
204	совершенно не	2	4
205	со всеми	3	4
206	в пределах	27	4
207	все они	9	4
208	можно сказать	2	4
209	на то	2	4
210	века в	2	4
211	приводит к	2	4
212	на этом	4	4
213	вовсе не	16	4
214	из этого	3	4
215	и что	2	4
216	таким образом	16	4
217	и есть	2	4
218	отношения к	3	4
219	и нет	3	4
220	от автора	4	3
221	на самом	2	3
222	в иных	2	3
223	ничего не	5	3
224	и потому	9	3
225	исторической жизни	3	3
226	так же	2	3
227	но как	2	3
228	по себе	4	3
229	в отношении	9	3
230	на один	2	3
231	отношение к	8	3
232	например и	2	3
233	есть не	2	3
234	в первом	3	3
235	том же	4	3
236	ответственность за	2	3
237	т п	49	3
238	и иных	6	3
239	но по	2	3
240	xx века	2	3
241	а на	3	3
242	а с	2	3
243	о нем	6	3
244	и о	3	3
245	установка на	8	3
246	как уже	2	3
247	стороны и	3	3
248	в сознании	3	3
249	они не	3	3
250	особый мир	2	3
251	той или	13	3
252	от языка	3	3
253	там где	10	3
254	же как	2	3
255	и до	2	3
256	все эти	15	3
257	не на	6	3
258	в истории	6	3
259	свою очередь	3	3
260	всех своих	2	3
261	должна быть	3	3
262	и т	56	3
263	на языке	2	3
264	да и	2	3
265	и от	5	3
266	к предмету	4	3
267	ним и	2	3
268	можно было	2	3
269	бы и	6	3
270	дело в	2	3
271	с ней	2	3
272	из своих	2	3
273	которая не	3	3
274	также и	5	3
275	в особенности	10	3
276	был бы	2	3
277	героя и	5	3
278	в этих	8	3
279	за его	2	3
280	речь в	2	3
281	отношении к	9	3
282	не могло	3	3
283	в какой	2	3
284	в историческом	2	3
285	в чем	2	3
286	он в	6	3
287	сознания для	2	3
288	не есть	2	3
289	себе как	2	3
290	произведения в	2	3
291	всяком случае	7	3
292	здесь не	6	3
293	говорить о	2	3
294	не просто	2	3
295	же и	4	3
296	мира и	4	3
297	с ним	12	3
298	мы и	2	3
299	перед нами	7	2
300	от него	5	2
301	еще раз	3	2
302	человека и	3	2
303	оно было	4	2
304	в понимании	3	2
305	у каждого	2	2
306	не был	2	2
307	дает им	2	2
308	и у	2	2
309	должен быть	3	2
310	а лишь	2	2
311	роль в	4	2
312	остается в	5	2
313	индивидуального сознания	3	2
314	а как	3	2
315	если оно	2	2
316	не остается	2	2
317	у них	2	2
318	героя в	2	2
319	и при	2	2
320	его не	4	2
321	стремится к	2	2
322	в свое	3	2
323	для понимания	3	2
324	языка который	2	2
325	в него	9	2
326	при всех	2	2
327	тому что	2	2
328	к нему	7	2
329	она не	8	2
330	со словом	4	2
331	вне себя	5	2
332	но мы	2	2
333	от всякой	3	2
334	даже и	4	2
