N	2gram	Propp_Isto	Marksizm
1	может быть	37	64
2	и в	40	63
3	и не	19	55
4	как бы	6	53
5	не может	19	47
6	и пр	11	42
7	и его	5	41
8	в этом	13	39
9	таким образом	13	38
10	как мы	3	32
11	в пределах	4	31
12	не только	28	29
13	в нем	8	28
14	то же	21	28
15	но и	21	27
16	самом деле	2	25
17	связи с	10	25
18	прежде всего	15	24
19	как и	5	24
20	так и	13	23
21	только в	16	23
22	в том	12	22
23	то что	17	22
24	а не	18	22
25	при этом	6	20
26	так сказать	3	20
27	для него	2	20
28	если мы	4	20
29	том что	11	19
30	не в	11	19
31	в его	10	19
32	если бы	8	19
33	но в	13	18
34	в ее	2	18
35	и для	5	18
36	вовсе не	3	18
37	все же	17	17
38	в сущности	2	17
39	в то	4	16
40	по отношению	6	16
41	и как	3	16
42	ни было	2	16
43	что он	32	15
44	в связи	7	15
45	во всех	3	15
46	отношению к	6	15
47	отнюдь не	2	15
48	в русском	2	15
49	хотя бы	5	14
50	ничего не	6	13
51	так же	18	13
52	мы не	12	13
53	того чтобы	3	13
54	было бы	11	13
55	в своей	2	13
56	и здесь	15	13
57	слова в	2	13
58	то ни	2	13
59	что в	19	13
60	в результате	2	12
61	а в	15	12
62	в основе	4	12
63	бы то	2	12
64	является не	2	12
65	он не	10	12
66	между тем	2	12
67	на самом	3	11
68	друг друга	2	11
69	как в	7	11
70	к нему	3	11
71	и на	6	11
72	в ней	10	11
73	сих пор	12	11
74	все эти	6	11
75	и от	2	11
76	так как	20	11
77	еще не	14	11
78	и что	14	11
79	мы уже	7	11
80	до сих	11	11
81	никогда не	25	10
82	его в	15	10
83	и потому	3	10
84	в основном	4	10
85	отличие от	3	10
86	самого начала	4	10
87	здесь мы	9	10
88	с самого	4	10
89	здесь в	4	10
90	сказать что	7	10
91	одна из	4	10
92	к этому	2	10
93	в своем	5	10
94	в отличие	3	10
95	с другой	8	10
96	именно в	5	10
97	конечно не	2	10
98	в большинстве	4	10
99	в себе	6	9
100	а как	2	9
101	это не	8	9
102	только на	2	9
103	мы видели	4	9
104	одной из	6	9
105	и это	2	9
106	к тому	6	9
107	большинстве случаев	4	9
108	в истории	2	9
109	что это	12	9
110	и более	3	9
111	ни в	2	9
112	точка зрения	2	9
113	же самое	3	9
114	в каком	2	8
115	перед нами	5	8
116	и ее	3	8
117	не как	3	8
118	в форме	3	8
119	в их	6	8
120	смысле этого	2	8
121	мы знаем	10	8
122	с этим	5	8
123	на этой	2	8
124	что не	2	8
125	что и	9	8
126	другой стороны	7	8
127	и даже	4	8
128	мы можем	7	8
129	кроме того	3	8
130	в данной	2	8
131	и их	4	8
132	на то	6	8
133	и с	5	8
134	но что	2	8
135	столь же	2	8
136	не было	3	8
137	у него	5	8
138	ясно что	2	8
139	того что	6	7
140	по себе	4	7
141	могут быть	5	7
142	там где	5	7
143	с ними	2	7
144	в качестве	8	7
145	в этой	9	7
146	в начале	3	7
147	бы в	2	7
148	в этих	17	7
149	о том	12	7
150	в котором	5	7
151	оно может	2	7
152	не существует	2	7
153	как раз	2	7
154	на основе	6	7
155	не есть	2	6
156	вопрос о	8	6
157	мы должны	17	6
158	в другом	6	6
159	он и	3	6
160	одной стороны	7	6
161	здесь же	2	6
162	что же	4	6
163	в какой	4	6
164	должны быть	4	6
165	все это	6	6
166	с ее	2	6
167	должна быть	5	6
168	тот же	3	6
169	и между	3	6
170	с другими	2	6
171	из этих	2	6
172	как оно	3	6
173	по мере	4	6
174	зависимости от	3	6
175	с одной	8	6
176	между ними	2	6
177	уже не	3	6
178	этот вопрос	7	6
179	но как	2	5
180	то мы	6	5
181	в виду	2	5
182	и тем	2	5
183	так называемая	3	5
184	точку зрения	3	5
185	связано с	2	5
186	и вот	2	5
187	совершается в	2	5
188	xix века	2	5
189	в особенности	3	5
190	от этого	2	5
191	не менее	7	5
192	или в	6	5
193	в более	2	5
194	был бы	4	5
195	этом случае	3	5
196	да и	3	5
197	себя в	2	5
198	должно быть	2	5
199	ее в	7	5
200	связана с	7	5
201	в целях	3	5
202	она не	6	5
203	но не	7	5
204	что такое	3	5
205	по смыслу	2	5
206	в одном	8	5
207	вместе с	13	5
208	в каких	3	4
209	другими словами	8	4
210	не могут	3	4
211	или даже	3	4
212	в одной	3	4
213	как он	5	4
214	в тех	4	4
215	что здесь	9	4
216	едва ли	2	4
217	мы постараемся	2	4
218	в области	2	4
219	к своему	3	4
220	так что	9	4
221	нас не	3	4
222	имеет свою	2	4
223	связь с	8	4
224	и он	4	4
225	в них	2	4
226	можно назвать	3	4
227	в зависимости	3	4
228	он был	3	4
229	войти в	2	4
230	что они	13	4
231	не будем	7	4
232	во всей	2	4
233	относится к	2	4
234	и то	3	4
235	нет ничего	2	4
236	в которой	2	4
237	что она	10	4
238	только с	4	4
239	правда и	2	4
240	и тот	3	4
241	исходит из	3	4
242	одним из	2	4
243	же и	3	4
244	не знает	7	4
245	она и	2	4
246	но все	9	4
247	уже знаем	3	4
248	из них	5	4
249	мог бы	3	4
250	как она	3	4
251	уже в	2	4
252	в других	3	4
253	из этого	3	4
254	именно на	2	4
255	в работе	3	4
256	не дает	2	4
257	тем что	7	4
258	даже в	5	3
259	еще и	2	3
260	от его	2	3
261	были бы	2	3
262	в действительности	2	3
263	к себе	2	3
264	не все	5	3
265	по своей	2	3
266	но если	4	3
267	социальной жизни	4	3
268	должен быть	3	3
269	роль в	3	3
270	на пути	2	3
271	у них	2	3
272	тогда когда	2	3
273	в виде	2	3
274	в целом	3	3
275	главным образом	2	3
276	или менее	5	3
277	вопрос мы	2	3
278	подойти к	2	3
279	с тем	13	3
280	не так	2	3
281	как это	6	3
282	в ту	2	3
283	они не	8	3
284	более или	5	3
285	потому что	12	3
286	этот случай	4	3
287	так в	7	3
288	ответ на	3	3
289	почти не	4	3
290	с героем	2	3
291	между собой	4	3
292	на них	2	3
293	и др	11	3
294	мы видим	16	3
295	одним словом	4	3
296	и по	4	3
297	обстоит дело	4	3
298	и тогда	3	3
299	не на	2	3
300	есть только	3	3
301	значение и	2	3
302	а иногда	2	3
303	эти формы	3	3
304	и они	5	3
305	в мир	2	3
306	могла бы	3	3
307	там и	3	3
308	в нашей	2	3
309	лежит в	2	3
310	здесь не	5	3
311	но это	8	3
312	можно было	8	3
313	тем не	7	3
314	друг с	4	3
315	сказал что	3	3
316	мы увидим	17	3
317	на первый	2	3
318	как процесс	2	3
