N	4gram	Tiupa_Teor	Hudozhes
1	в то же время	8	7
2	присутствия я в мире	6	5
3	состоит в том что	5	4
4	сближение но не слияние	3	3
5	в виду не только	3	3
6	одного и того же	4	3
7	того или иного жанра	3	3
8	не следует смешивать с	3	3
9	одно и то же	2	3
10	имеем в виду не	3	3
11	это отношение знака к	3	3
12	мы имеем в виду	3	3
13	в целую панораму слов	2	2
14	совокупность факторов художественного впечатления	2	2
15	приводит к тому что	2	2
16	в коем случае не	2	2
17	во всех подобных случаях	2	2
18	пушкина что в имени	2	2
19	даль и сближение но	2	2
20	автор относится как к	2	2
21	более не сводится к	2	2
22	коем случае не следует	2	2
23	стихотворении пушкина что в	2	2
24	что в имени тебе	2	2
25	произведение искусства более не	2	2
26	как элемента эстетической реальности	2	2
27	в войне и мире	2	2
28	объективной предпосылкой эстетического отношения	2	2
29	эстетическое отношение представляет собой	2	2
30	искусства более не сводится	2	2
31	бы то ни было	2	2
32	и не могло быть	2	2
33	и сближение но не	2	2
34	в отношении обратного параллелизма	2	2
35	читателя в читателя концепированного	2	2
36	предполагает способность знака к	2	2
37	и позволяет говорить о	2	2
38	и в самом деле	2	2
39	расположилось в порядке образующем	2	2
40	необходимы предпосылки двоякого рода	2	2
41	случае не следует смешивать	2	2
42	в силу своей принципиальной	2	2
43	в слове о полку	2	2
44	преодолеваемая даль и сближение	2	2
45	слове о полку игореве	2	2
46	с другими знаками чем	2	2
47	или иной строй эстетической	2	2
48	ни в коем случае	2	2
49	то чему нельзя научиться	2	2
50	все расположилось в порядке	2	2
51	он тем не менее	2	2
52	по отношению к герою	2	2
53	процесс превращения реального читателя	2	2
54	субъект художественной деятельности в	2	2
55	как совокупность факторов художественного	2	2
56	реального читателя в читателя	2	2
57	художественной культуры новейшего времени	2	2
58	в том числе и	2	2
59	текст как совокупность факторов	2	2
60	и в то же	2	2
61	в том что он	2	2
62	превращения реального читателя в	2	2
63	художественной деятельности в рамках	2	2
64	с этой точки зрения	2	2
65	тот или иной строй	2	2
