N	2gram	Trubetskoy	Russkaja
1	не может	18	22
2	и не	9	19
3	в том	31	17
4	в этом	13	17
5	с другом	9	14
6	и в	24	14
7	друг с	9	14
8	национальной культуры	7	13
9	то что	18	13
10	точки зрения	14	11
11	то же	4	11
12	таким образом	34	11
13	в то	6	10
14	но и	11	10
15	же время	2	10
16	не только	10	9
17	том что	20	9
18	может быть	17	9
19	в себе	5	9
20	с точки	8	9
21	во всяком	2	9
22	того чтобы	8	8
23	как на	6	8
24	прежде всего	3	8
25	самого себя	4	7
26	и с	5	7
27	к тому	8	7
28	о том	7	7
29	в данном	3	7
30	мы должны	4	7
31	и если	6	7
32	не будет	5	7
33	отнюдь не	2	7
34	самом деле	12	7
35	с тем	4	6
36	на самом	7	6
37	и для	6	6
38	своего народа	5	6
39	к которой	3	6
40	в своих	2	6
41	и к	5	6
42	если бы	8	6
43	всяком случае	2	6
44	все это	13	6
45	для того	8	6
46	и при	6	6
47	что он	7	6
48	признать что	4	6
49	в своем	12	6
50	для него	2	6
51	вопрос о	3	5
52	а в	3	5
53	на то	9	5
54	было бы	3	5
55	хотя бы	4	5
56	а между	8	5
57	из которых	4	5
58	между собой	4	5
59	национального характера	2	5
60	данного народа	7	5
61	и на	6	5
62	потому что	9	5
63	лишь при	6	5
64	при этом	9	5
65	в нем	3	5
66	он должен	2	5
67	себя и	2	5
68	конечно не	3	5
69	во имя	3	5
70	только в	6	5
71	никогда не	4	5
72	и только	2	5
73	он не	4	5
74	сих пор	15	5
75	между тем	12	5
76	во всех	10	5
77	по существу	7	5
78	до сих	15	5
79	а потому	5	5
80	и то	4	4
81	что в	9	4
82	но не	3	4
83	смотреть на	2	4
84	его в	5	4
85	все же	15	4
86	возможно лишь	3	4
87	не могут	4	4
88	не в	9	4
89	как и	10	4
90	более или	8	4
91	в мире	6	4
92	как бы	10	4
93	все что	10	4
94	при таких	2	4
95	а лишь	3	4
96	при том	2	4
97	идет речь	8	4
98	так как	7	4
99	тогда когда	3	4
100	что же	2	4
101	и т.д	4	4
102	жизни и	2	4
103	что такой	2	4
104	в его	5	4
105	том случае	4	4
106	в их	4	4
107	на земле	3	4
108	то ни	4	4
109	точку зрения	2	4
110	во всем	3	4
111	в этой	7	4
112	в совершенно	3	4
113	вместе с	7	4
114	от того	3	4
115	бы то	3	4
116	или менее	8	4
117	данном случае	3	3
118	все они	6	3
119	одна из	2	3
120	том чтобы	2	3
121	для этого	7	3
122	о котором	7	3
123	что все	5	3
124	что это	5	3
125	таких условиях	2	3
126	о которых	7	3
127	этом случае	4	3
128	что для	4	3
129	на том	2	3
130	в сознании	7	3
131	и сейчас	4	3
132	культуры в	10	3
133	именно в	5	3
134	из этих	8	3
135	должно быть	5	3
136	не есть	4	3
137	всех этих	4	3
138	и потому	3	3
139	что оно	3	3
140	при условии	2	3
141	в другом	2	3
142	в конце	4	3
143	из них	5	3
144	но если	2	3
145	ко всем	3	3
146	в самом	8	3
147	случае если	5	3
148	можно ли	2	3
149	несмотря на	6	3
150	знаем что	8	3
151	так чтобы	2	3
152	может не	3	3
153	что и	7	3
154	конце концов	4	3
155	сил и	2	3
156	самих себя	3	3
157	сводится к	2	3
158	лишь в	5	3
159	тем чтобы	2	3
160	из этого	7	3
161	таким же	3	3
162	говорить о	2	3
163	и по	3	3
164	связи с	4	3
165	еще не	6	3
166	в виде	4	3
167	того что	7	3
168	что они	2	3
169	друг друга	2	3
170	не было	2	3
171	мы говорили	8	3
172	а следовательно	2	3
173	ибо в	4	3
174	то в	2	3
175	что только	3	2
176	тот факт	4	2
177	в течение	4	2
178	даже если	3	2
179	и от	5	2
180	не так	4	2
181	с этим	12	2
182	тем самым	3	2
183	же образом	2	2
184	и те	2	2
185	следовательно и	2	2
186	в культурном	3	2
187	для себя	2	2
188	тому что	2	2
189	к нему	2	2
190	на этой	3	2
191	помнить что	2	2
192	она не	2	2
193	из всех	5	2
194	но в	5	2
195	европейской культуры	8	2
196	не подлежит	3	2
197	этой культуры	4	2
198	в котором	2	2
199	так же	8	2
200	их в	2	2
201	на почве	3	2
202	котором идет	5	2
203	в начале	3	2
204	от друга	6	2
205	в настоящее	3	2
206	в ней	3	2
207	весьма часто	2	2
208	этот вопрос	2	2
209	в результате	9	2
210	по отношению	11	2
211	но для	2	2
212	но даже	3	2
213	то которое	2	2
214	считает себя	2	2
215	настоящее время	3	2
216	европейской цивилизации	10	2
217	к такому	2	2
218	отличается от	6	2
219	понять что	2	2
220	в силу	7	2
221	к культуре	14	2
222	для нас	3	2
223	по этому	2	2
224	на такой	2	2
225	представить себе	2	2
226	от него	3	2
227	мы можем	6	2
228	целый ряд	4	2
229	не играет	2	2
230	от своей	2	2
231	культуры с	2	2
232	тогда как	6	2
233	и что	9	2
234	что с	6	2
235	все эти	19	2
236	том же	4	2
237	совершенно не	4	2
238	и наконец	3	2
239	а с	4	2
240	в этих	3	2
241	культуру в	3	2
242	друг от	6	2
243	в частности	2	2
244	факт что	4	2
245	в таком	4	2
246	так что	6	2
247	всех народов	2	2
248	как будто	5	2
249	своей национальной	3	2
250	народов и	6	2
251	народа а	18	2
252	должна быть	6	2
253	культурными ценностями	2	2
254	касается до	8	2
255	в противоречие	2	2
256	в области	4	2
257	европейскую культуру	4	2
258	если же	3	2
259	или нескольких	2	2
260	это есть	4	2
261	с ним	6	2
262	культуре и	4	2
263	быть и	5	2
264	в глазах	2	2
265	у него	5	2
266	к той	2	2
267	при отсутствии	2	2
268	мы уже	4	2
269	том и	2	2
270	культуры и	11	2
271	и более	2	2
272	существование в	2	2
273	и состоит	2	2
274	ясно что	8	2
